IDs,Frame,Center_position_x_PIX,Ellipse_center_x_PIX,Center_position_y_PIX,Ellipse_center_y_PIX,Perimeter_PIX,Surface_area_PIX^2,Convex_hull_area_PIX^2,Solidity,Length_PIX,Ellipse_major_axis_PIX,Width_PIX,Ellipse_minor_axis_PIX,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
2746,0,1042,1042.88,936,936.3,90.91,426,450.0,0.95,37.22,32.64,10.3,11.34,3.61,2.88,2.11,120.7,119.57,4490,6733,5247.98
2747,0,1640,1640.86,938,938.75,107.88,531,567.0,0.94,44.94,39.96,10.82,11.75,4.16,3.4,2.13,122.28,121.78,4539,6914,5284.86
2748,0,1967,1967.44,934,934.24,75.94,336,359.0,0.94,29.97,25.62,12.08,11.27,2.48,2.27,2.02,115.71,109.2,4442,6795,5368.86
2749,0,1370,1370.07,939,939.97,90.87,440,464.0,0.95,37.22,32.68,12.17,11.63,3.06,2.81,1.46,83.83,89.45,4500,7034,5347.22
2750,0,39,39.53,933,933.08,78.08,336,359.0,0.94,30.0,26.58,11.4,11.19,2.63,2.37,2.5,143.13,149.79,4466,6616,5227.5
2751,0,109,109.92,938,938.41,86.43,408,430.0,0.95,35.34,30.44,12.08,11.58,2.92,2.63,2.01,115.11,113.76,4438,6428,5177.63
2752,0,689,689.61,941,941.52,114.27,586,620.0,0.95,49.52,43.95,11.31,11.73,4.38,3.75,0.81,46.64,45.73,4658,6659,5294.38
2753,0,1530,1530.43,942,942.59,134.51,665,734.0,0.91,57.31,51.03,8.49,11.91,6.75,4.29,2.39,137.12,137.56,4457,6699,5236.09
2754,0,1568,1568.84,934,934.34,81.15,392,408.0,0.96,32.8,28.44,12.81,11.79,2.56,2.41,2.49,142.43,139.18,4400,6931,5219.95
2755,0,1723,1723.21,935,935.01,73.6,336,350.0,0.96,28.84,25.09,11.66,11.53,2.47,2.18,0.98,56.31,60.62,4367,6172,5046.73
2756,0,1749,1749.88,930,930.08,86.53,422,446.0,0.95,35.17,30.65,12.65,11.9,2.78,2.58,0.26,14.83,10.87,4377,6432,5112.15
2757,0,1933,1933.82,938,938.56,123.2,625,684.0,0.91,52.15,46.14,10.82,12.14,4.82,3.8,0.57,32.47,32.59,4325,6611,5183.82
2758,0,1027,1027.62,945,945.08,106.53,520,564.0,0.92,44.41,39.65,10.2,11.56,4.35,3.43,1.71,97.77,94.55,4597,6659,5267.38
2759,0,1253,1253.2,940,940.71,101.05,497,529.0,0.94,41.62,36.37,12.81,11.89,3.25,3.06,2.19,125.22,126.22,4328,6869,5243.72
2760,0,1354,1354.95,943,943.91,100.04,477,510.0,0.94,42.43,37.8,11.18,11.14,3.79,3.39,1.71,98.13,91.59,4511,6829,5371.25
2761,0,494,494.59,930,930.22,89.21,416,448.0,0.93,36.35,32.9,11.18,11.2,3.25,2.94,3.0,172.09,0.91,4492,6915,5349.72
2762,0,1006,1006.25,937,937.99,85.98,411,430.0,0.96,35.47,30.97,11.4,11.49,3.11,2.7,0.87,49.57,45.52,4607,6881,5379.09
2763,0,1296,1296.82,944,944.37,115.3,574,625.0,0.92,48.26,42.44,9.43,12.12,5.12,3.5,2.16,124.02,124.96,4404,7037,5241.64
2764,0,74,74.96,935,935.97,93.84,447,475.0,0.94,38.63,33.91,11.7,11.45,3.3,2.96,2.77,158.75,157.77,4438,6403,5274.89
2765,0,1889,1889.71,943,943.6,99.4,483,513.0,0.94,41.68,36.61,12.53,11.6,3.33,3.15,1.04,59.74,57.5,4473,6550,5212.45
2767,0,234,234.17,951,951.09,137.24,700,766.0,0.91,60.61,53.82,8.6,11.78,7.05,4.57,2.23,127.63,130.54,4413,6554,5177.25
2768,0,801,801.82,939,939.43,74.08,342,356.0,0.96,29.41,25.54,12.21,11.48,2.41,2.22,2.19,125.31,128.13,4454,6618,5195.11
2769,0,1224,1224.86,945,945.05,101.4,489,529.0,0.92,42.44,36.82,12.21,11.66,3.48,3.16,2.17,124.44,121.78,4562,6895,5311.9
2770,0,1610,1610.87,940,940.07,74.43,313,333.0,0.94,29.83,25.62,11.4,10.59,2.62,2.42,2.26,129.56,124.49,4747,6676,5431.04
2771,0,1839,1839.37,949,949.11,119.88,594,642.0,0.93,51.62,45.25,8.94,11.74,5.77,3.86,1.02,58.47,60.1,4429,6926,5360.82
2773,0,388,388.98,948,948.2,101.7,516,546.0,0.95,42.45,37.22,12.37,11.99,3.43,3.1,1.83,105.02,100.23,4506,6916,5274.95
2774,0,1149,1149.94,939,939.01,85.01,379,405.0,0.94,34.01,30.05,10.77,11.09,3.16,2.71,0.42,24.3,23.84,4556,6981,5361.22
2775,0,1400,1400.87,945,945.0,85.6,392,415.0,0.94,34.79,30.27,11.4,11.22,3.05,2.7,1.89,108.43,106.52,4510,6554,5257.29
2776,0,1075,1075.13,945,945.19,82.43,381,404.0,0.94,32.7,28.48,12.08,11.62,2.71,2.45,1.98,113.43,112.07,4525,7048,5313.17
2777,0,1209,1209.53,944,944.16,79.6,350,370.0,0.95,32.25,27.94,10.3,10.77,3.13,2.59,2.09,119.74,116.93,4628,6861,5386.34
2778,0,1433,1433.59,940,940.76,97.5,470,501.0,0.94,40.31,35.22,10.77,11.78,3.74,2.99,2.73,156.61,156.92,4593,6415,5224.71
2779,0,413,413.49,951,951.91,119.2,603,650.0,0.93,51.61,44.91,10.0,12.07,5.16,3.72,2.19,125.54,129.46,4447,6764,5170.59
2780,0,517,517.54,943,943.14,76.08,344,363.0,0.95,30.0,25.77,11.4,11.48,2.63,2.25,0.93,53.13,50.65,4527,6777,5337.25
2781,0,199,199.61,947,947.43,81.94,389,409.0,0.95,32.28,28.54,11.4,11.84,2.83,2.41,1.85,106.19,106.71,4347,6469,5061.7
2782,0,1095,1095.35,951,951.84,108.33,544,577.0,0.94,45.62,40.05,10.77,11.92,4.24,3.36,2.02,116.0,114.13,4490,6965,5291.53
2783,0,1473,1473.27,938,938.67,81.46,396,412.0,0.96,33.14,28.74,13.15,11.79,2.52,2.44,0.09,5.19,2.03,4524,7100,5325.38
2784,0,606,606.84,946,946.22,75.25,344,361.0,0.95,29.68,25.75,11.66,11.46,2.55,2.25,2.14,122.62,121.8,4520,6961,5366.63
2785,0,715,715.24,945,945.84,76.08,363,379.0,0.96,30.0,26.14,11.4,11.98,2.63,2.18,2.21,126.87,130.53,4539,6490,5194.29
2786,0,746,746.73,953,953.01,106.33,523,554.0,0.94,44.78,39.08,12.08,11.67,3.71,3.35,1.98,113.7,114.26,4521,6669,5190.12
2787,0,920,920.45,956,956.63,121.88,595,648.0,0.92,51.97,46.17,10.3,11.52,5.05,4.01,1.05,59.98,61.55,4538,6818,5313.44
2788,0,1337,1337.89,948,948.75,86.43,401,425.0,0.94,34.54,30.46,11.7,11.49,2.95,2.65,1.18,67.89,67.51,4595,7071,5351.95
2789,0,367,367.54,949,949.73,85.25,421,443.0,0.95,34.48,29.41,13.42,12.23,2.57,2.4,2.09,119.54,118.14,4465,6665,5191.48
2790,0,566,566.06,947,947.64,73.7,324,340.0,0.95,29.83,25.65,12.17,10.89,2.45,2.36,1.81,103.57,101.15,4608,6917,5399.73
2791,0,626,626.17,950,950.37,85.01,403,428.0,0.94,34.18,29.79,12.65,11.68,2.7,2.55,1.21,69.44,68.65,4583,6669,5366.65
2792,0,161,161.52,951,951.73,78.87,362,377.0,0.96,31.58,27.66,11.18,11.26,2.82,2.46,1.76,100.95,96.94,4399,6558,5063.98
2793,0,30,30.51,946,946.78,130.91,664,749.0,0.89,54.13,47.77,9.22,13.0,5.87,3.68,2.94,168.27,169.7,4348,6743,5194.39
2794,0,493,493.93,946,946.56,81.6,378,400.0,0.94,32.65,27.97,12.53,11.77,2.61,2.38,0.48,27.35,25.57,4591,6695,5322.35
2795,0,1523,1523.9,954,954.44,109.2,536,575.0,0.93,46.75,41.63,9.9,11.47,4.72,3.63,2.42,138.47,137.1,4566,6877,5347.27
2796,0,1693,1693.75,952,952.92,93.98,480,505.0,0.95,38.83,33.75,11.66,12.32,3.33,2.74,2.17,124.51,126.51,4301,6432,5045.7
2797,0,74,74.82,949,949.75,105.15,496,538.0,0.92,43.86,38.5,10.77,11.39,4.07,3.38,2.72,155.77,155.24,4548,7009,5353.98
2798,0,653,653.82,952,951.97,121.05,621,680.0,0.91,51.08,44.94,11.18,12.53,4.57,3.59,0.4,23.05,24.1,4541,6830,5208.36
2799,0,794,794.7,954,954.14,129.78,669,738.0,0.91,54.92,48.75,9.43,12.46,5.82,3.91,2.56,146.89,148.32,4532,6646,5214.93
2800,0,1183,1183.43,945,945.59,97.94,472,506.0,0.93,40.79,35.9,12.17,11.47,3.35,3.13,2.94,168.69,169.65,4635,7000,5316.29
2801,0,858,858.55,945,945.02,100.04,484,516.0,0.94,42.11,37.65,12.04,11.22,3.5,3.36,3.07,175.91,0.51,4741,6721,5400.77
2802,0,1485,1485.65,960,960.34,122.61,625,694.0,0.9,52.43,45.62,10.82,12.57,4.85,3.63,0.96,55.1,52.16,4591,7037,5396.74
2803,0,1958,1958.52,961,961.49,117.74,570,620.0,0.92,49.34,44.16,10.77,11.72,4.58,3.77,1.88,107.7,109.07,4523,6926,5317.17
2804,0,1984,1984.92,954,954.35,75.46,338,352.0,0.96,30.15,26.22,12.17,11.11,2.48,2.36,1.47,84.29,91.95,4575,6462,5265.97
2805,0,825,825.39,953,953.62,69.8,316,329.0,0.96,26.93,23.68,12.65,11.55,2.13,2.05,1.83,105.07,93.33,4339,6632,5171.86
2806,0,1422,1422.62,948,948.95,78.18,337,360.0,0.94,31.78,27.66,11.18,10.65,2.84,2.6,2.72,155.85,156.93,4570,6681,5308.77
2807,0,1814,1814.57,952,952.64,105.98,516,550.0,0.94,44.72,38.95,12.08,11.52,3.7,3.38,0.46,26.57,26.64,4561,6806,5354.12
2809,0,536,536.36,951,951.05,83.01,389,415.0,0.94,33.62,29.08,11.66,11.58,2.88,2.51,0.53,30.38,26.48,4571,6957,5346.66
2810,0,1288,1288.83,954,954.67,71.6,305,321.0,0.95,28.84,24.92,10.82,10.54,2.67,2.36,2.16,123.69,122.7,4668,6683,5415.17
2811,0,1319,1319.32,956,956.69,80.18,362,382.0,0.95,32.76,28.17,10.3,11.09,3.18,2.54,2.12,121.26,116.44,4527,6827,5318.77
2812,0,1566,1565.99,950,950.93,87.11,421,448.0,0.94,34.21,30.35,12.37,12.09,2.77,2.51,2.88,164.74,166.69,4501,6610,5166.65
2813,0,889,889.85,951,951.45,86.53,400,426.0,0.94,35.11,30.64,11.7,11.46,3.0,2.67,0.35,19.98,16.53,4364,6414,5132.37
2814,0,1748,1748.98,950,950.73,82.28,406,427.0,0.95,32.28,28.32,12.65,12.41,2.55,2.28,2.86,163.81,167.58,4354,6383,5052.69
2815,0,1016,1016.03,960,961.04,82.87,389,413.0,0.94,33.14,29.2,11.05,11.59,3.0,2.52,1.66,95.19,90.89,4515,6948,5274.67
2816,0,322,322.79,951,951.81,84.87,377,406.0,0.93,33.54,29.27,12.17,11.26,2.76,2.6,2.96,169.7,175.18,4484,6392,5110.64
2817,0,292,292.22,952,952.26,75.56,348,363.0,0.96,29.41,26.49,12.65,11.61,2.33,2.28,0.31,17.82,5.98,4523,6410,5181.91
2818,0,1465,1465.76,953,953.26,74.28,333,353.0,0.94,29.12,25.42,11.4,11.3,2.55,2.25,0.28,15.95,13.11,4496,6811,5252.79
2819,0,1780,1780.38,952,952.87,80.63,387,404.0,0.96,32.39,28.65,12.17,11.67,2.66,2.45,2.99,171.12,179.21,4499,6458,5144.82
2820,0,2010,2010.6,953,953.8,85.7,414,436.0,0.95,34.53,30.15,13.15,11.82,2.62,2.55,2.97,169.99,169.84,4595,6830,5376.15
2821,0,259,259.55,961,961.24,80.67,381,402.0,0.95,32.65,28.22,12.53,11.63,2.61,2.43,2.05,117.35,120.33,4530,6720,5262.02
2822,0,1167,1167.76,955,955.58,113.36,554,609.0,0.91,47.85,42.63,10.2,11.69,4.69,3.65,2.95,169.16,168.99,4499,6981,5320.78
2824,0,228,228.06,966,966.14,113.2,584,631.0,0.93,47.51,42.3,10.0,12.44,4.75,3.4,2.43,139.27,137.83,4305,6720,5234.04
2825,0,555,555.16,972,972.15,110.53,540,583.0,0.93,47.27,40.98,11.05,11.7,4.28,3.5,1.68,96.07,93.77,4579,6766,5317.89
2826,0,1598,1598.13,961,961.73,77.74,353,365.0,0.97,31.89,27.79,11.4,10.99,2.8,2.53,2.42,138.81,135.68,4541,6822,5338.51
2827,0,1972,1972.98,962,962.54,71.21,302,317.0,0.95,28.86,24.87,11.4,10.49,2.53,2.37,1.82,104.04,95.84,4753,6794,5401.95
2828,0,1117,1117.57,961,961.09,76.67,357,373.0,0.96,31.24,26.74,11.4,11.48,2.74,2.33,2.45,140.19,139.71,4548,6718,5303.99
2829,0,1497,1497.29,970,970.45,110.81,563,601.0,0.94,47.01,40.97,11.18,12.04,4.2,3.4,1.06,60.71,61.09,4544,7113,5333.63
2830,0,464,464.14,958,958.6,79.11,366,385.0,0.95,32.28,27.58,11.4,11.41,2.83,2.42,0.28,16.19,12.69,4339,6299,5007.95
2831,0,1629,1629.09,962,962.39,75.5,346,367.0,0.94,29.41,25.55,11.4,11.65,2.58,2.19,2.53,144.69,140.42,4588,6632,5284.84
2832,0,492,492.08,961,961.08,84.77,365,394.0,0.93,34.21,29.32,11.4,10.91,3.0,2.69,0.27,15.26,19.18,4645,6402,5346.17
2833,0,864,864.97,962,962.16,89.01,421,445.0,0.95,35.85,31.26,12.53,11.66,2.86,2.68,2.62,149.86,155.89,4535,6791,5319.7
2835,0,995,994.97,959,959.13,71.8,311,329.0,0.95,28.46,24.66,11.7,10.93,2.43,2.26,0.32,18.43,8.06,4612,6589,5313.29
2836,0,1034,1034.36,974,974.62,119.54,614,672.0,0.91,50.48,44.45,9.43,12.33,5.35,3.6,0.98,56.31,56.1,4406,6840,5258.72
2837,0,76,76.23,969,969.81,88.33,424,450.0,0.94,35.85,30.94,12.53,11.88,2.86,2.6,2.1,120.14,122.07,4534,6880,5293.46
2838,0,715,715.95,966,966.11,80.33,387,402.0,0.96,32.65,28.35,11.4,11.77,2.86,2.41,2.44,139.97,136.53,4533,6544,5225.13
2839,0,1075,1075.1,973,972.93,113.54,560,605.0,0.93,48.41,42.72,10.0,11.65,4.84,3.67,2.24,128.29,131.14,4322,6957,5333.6
2840,0,1438,1438.49,962,962.58,78.18,344,369.0,0.93,30.08,26.05,12.37,11.41,2.43,2.28,0.27,15.42,19.86,4469,6733,5244.77
2841,0,736,736.19,967,967.22,76.91,370,384.0,0.96,30.0,26.51,12.81,12.09,2.34,2.19,2.5,143.13,137.05,4484,6650,5236.34
2842,0,1192,1192.79,967,967.49,98.33,465,501.0,0.93,40.22,35.74,10.82,11.55,3.72,3.09,0.61,34.88,30.0,4600,6931,5312.99
2843,0,1376,1377.03,980,980.8,123.84,579,642.0,0.9,53.76,47.47,9.22,11.13,5.83,4.26,1.4,80.36,81.21,4479,7048,5358.84
2844,0,1912,1912.58,963,963.36,79.36,390,410.0,0.95,30.87,26.43,14.32,12.69,2.16,2.08,0.43,24.9,18.58,4538,6523,5156.16
2845,0,53,53.19,966,966.07,84.67,402,428.0,0.94,33.62,29.0,12.08,11.96,2.78,2.42,2.74,157.25,154.24,4456,6703,5160.77
2846,0,103,103.5,964,964.66,92.18,428,460.0,0.93,37.36,32.67,11.4,11.43,3.28,2.86,0.27,15.52,15.45,4551,6525,5197.81
2847,0,771,771.82,967,967.0,74.67,340,360.0,0.94,29.68,25.38,11.66,11.51,2.55,2.21,0.57,32.62,36.46,4595,6830,5306.37
2848,0,967,967.32,963,963.77,74.28,327,347.0,0.94,29.73,25.63,11.7,10.99,2.54,2.33,0.34,19.65,13.51,4570,6734,5347.41
2849,0,1347,1347.32,971,971.17,76.53,346,367.0,0.94,30.59,26.21,12.17,11.3,2.51,2.32,1.77,101.31,104.93,4470,6988,5315.59
2850,0,1670,1670.88,966,966.97,92.08,438,470.0,0.93,37.16,32.05,12.08,11.99,3.08,2.67,2.73,156.19,154.76,4386,6720,5212.83
2851,0,1705,1705.77,983,983.19,139.78,718,792.0,0.91,59.54,52.73,10.3,12.51,5.78,4.21,1.06,60.85,63.08,4282,6661,5186.18
2852,0,350,350.49,965,965.37,86.77,419,447.0,0.94,34.93,30.27,12.17,12.06,2.87,2.51,2.91,166.76,166.51,4471,6621,5208.84
2853,0,199,199.26,969,969.43,123.5,648,708.0,0.92,51.2,45.69,11.18,12.72,4.58,3.59,2.93,167.59,165.18,4350,6780,5180.36
2854,0,316,316.76,964,964.52,78.63,351,376.0,0.93,31.58,27.77,12.17,10.97,2.6,2.53,0.19,10.95,1.6,4503,6553,5251.62
2855,0,617,617.56,970,970.49,111.15,529,585.0,0.9,46.62,41.55,9.85,11.49,4.73,3.61,2.75,157.29,156.84,4696,6923,5391.98
2856,0,1152,1152.33,967,967.53,109.6,532,586.0,0.91,45.12,40.28,10.2,12.03,4.42,3.35,2.92,167.2,168.41,4442,6835,5268.73
2857,0,1227,1227.13,970,970.17,76.08,343,358.0,0.96,30.61,26.47,11.4,11.21,2.68,2.36,2.24,128.37,131.51,4616,6809,5320.51
2858,0,1365,1365.15,974,974.35,80.04,375,393.0,0.95,32.25,27.97,12.17,11.5,2.65,2.43,1.45,82.87,86.4,4551,7061,5369.08
2859,0,1517,1517.38,977,977.17,93.94,448,478.0,0.94,38.83,33.99,11.18,11.41,3.47,2.98,1.78,101.89,101.26,4495,6724,5261.03
2860,0,1581,1581.24,976,976.33,89.7,434,458.0,0.95,36.12,31.87,12.04,11.88,3.0,2.68,1.49,85.24,84.09,4375,6716,5215.73
2861,0,286,286.17,966,966.45,77.21,362,378.0,0.96,30.81,27.04,12.17,11.55,2.53,2.34,0.23,13.13,3.66,4620,6676,5367.36
2862,0,692,692.79,970,970.17,104.67,510,542.0,0.94,43.97,38.42,11.7,11.55,3.76,3.33,2.84,162.8,162.84,4535,6547,5263.7
2863,0,1777,1777.18,972,972.38,79.74,388,398.0,0.97,32.65,28.32,12.81,11.76,2.55,2.41,2.44,139.97,136.67,4451,6527,5158.19
2864,0,1806,1806.86,970,970.77,88.08,412,437.0,0.94,36.24,31.6,10.3,11.39,3.52,2.77,0.49,27.98,28.6,4591,6670,5316.96
2865,0,397,397.92,975,975.67,99.88,506,535.0,0.95,42.52,37.07,10.63,11.95,4.0,3.1,0.72,41.19,41.11,4442,6584,5202.18
2866,0,518,518.33,968,968.43,103.46,511,549.0,0.93,42.95,38.46,12.17,11.63,3.53,3.31,0.21,12.09,6.16,4546,6517,5202.81
2867,0,1251,1251.48,967,967.33,79.8,388,403.0,0.96,31.58,28.0,12.17,11.95,2.6,2.34,0.19,10.95,3.21,4432,6680,5186.54
2868,0,573,573.88,969,969.09,62.04,269,282.0,0.95,23.09,20.03,12.65,11.54,1.83,1.74,0.31,17.65,13.33,4628,6738,5352.94
2869,0,672,673.01,976,976.51,103.05,510,543.0,0.94,43.83,38.49,11.66,11.63,3.76,3.31,2.53,145.22,144.01,4572,6943,5324.21
2870,0,780,780.18,976,976.18,103.05,503,539.0,0.93,43.57,38.61,10.3,11.69,4.23,3.3,0.56,31.87,34.61,4605,6727,5342.44
2871,0,1654,1654.67,974,974.03,74.08,344,360.0,0.96,29.41,25.53,12.21,11.57,2.41,2.21,2.19,125.31,134.74,4539,6829,5315.55
2873,0,1289,1289.81,982,982.85,107.4,546,576.0,0.95,44.78,39.29,11.66,12.11,3.84,3.25,2.08,119.43,118.29,4317,6936,5077.1
2874,0,1407,1407.05,976,976.17,73.6,321,337.0,0.95,29.15,25.46,11.66,10.88,2.5,2.34,2.11,120.96,117.5,4527,6624,5270.05
2875,0,1461,1461.4,983,983.78,103.11,477,521.0,0.92,43.42,38.56,11.18,10.91,3.88,3.54,1.43,82.06,83.59,4673,6861,5369.83
2876,0,1885,1885.79,973,973.2,76.43,355,376.0,0.94,29.68,25.52,13.04,12.0,2.28,2.13,0.57,32.62,28.97,4506,6501,5182.72
2877,0,595,595.76,973,973.85,63.36,268,282.0,0.95,24.21,20.46,11.4,11.18,2.12,1.83,2.47,141.71,141.99,4678,6901,5404.25
2878,0,657,657.34,980,980.27,115.54,552,595.0,0.93,49.65,43.77,10.82,11.21,4.59,3.91,2.54,145.67,144.64,4704,7015,5427.22
2879,0,1095,1095.1,977,977.24,74.67,340,353.0,0.96,29.83,25.74,12.81,11.31,2.33,2.27,2.26,129.56,131.49,4496,6723,5324.67
2880,0,1305,1305.28,977,977.87,74.43,332,350.0,0.95,29.15,25.45,11.66,11.21,2.5,2.27,2.11,120.96,121.45,4354,6940,5289.11
2881,0,1426,1426.6,983,983.08,103.05,503,541.0,0.93,42.44,37.76,12.21,11.8,3.48,3.2,2.17,124.44,125.3,4337,6704,5201.12
2882,0,1448,1448.86,983,983.14,89.7,430,456.0,0.94,36.67,32.22,12.17,11.46,3.01,2.81,1.38,79.0,80.72,4619,6869,5367.57
2883,0,159,159.18,984,984.2,104.23,523,556.0,0.94,43.27,38.13,11.66,12.1,3.71,3.15,2.16,123.69,123.76,4455,6986,5222.43
2884,0,988,988.61,981,981.5,81.6,401,421.0,0.95,31.95,27.6,13.0,12.56,2.46,2.2,1.22,69.86,68.01,4476,6848,5152.53
2885,0,173,173.54,981,981.69,85.25,396,417.0,0.95,34.41,30.09,11.4,11.4,3.02,2.64,2.19,125.54,118.99,4429,6651,5232.65
2886,0,476,476.69,974,974.76,103.7,489,522.0,0.94,43.74,39.13,11.18,10.91,3.91,3.59,2.96,169.46,172.4,4510,6562,5241.33
2887,0,826,826.24,977,977.82,62.97,276,282.0,0.98,23.77,20.97,12.65,11.38,1.88,1.84,1.83,104.62,92.71,4498,6303,5155.42
2888,0,1836,1836.39,976,975.91,116.77,575,637.0,0.9,50.22,44.2,10.2,11.9,4.92,3.71,0.22,12.65,9.76,4521,6745,5327.17
2889,0,2005,2005.0,975,975.94,93.6,453,481.0,0.94,37.95,32.97,12.65,12.03,3.0,2.74,2.82,161.57,162.0,4562,6610,5290.47
2890,0,1053,1053.88,986,986.49,95.01,459,500.0,0.92,38.08,33.27,11.18,12.57,3.41,2.65,1.81,103.67,107.75,4475,7031,5237.57
2891,0,1388,1388.29,992,992.85,117.84,584,631.0,0.93,49.82,44.53,12.17,11.59,4.1,3.84,1.39,79.59,78.01,4463,6902,5216.35
2892,0,1685,1685.24,996,996.78,143.3,709,780.0,0.91,61.1,55.1,8.94,11.69,6.83,4.71,1.2,68.9,68.09,4524,7007,5295.72
2893,0,933,933.01,975,975.92,73.46,340,354.0,0.96,28.44,24.93,12.17,11.82,2.34,2.11,2.96,169.88,178.29,4437,6563,5325.36
2894,0,1125,1125.32,981,981.32,103.74,509,554.0,0.92,42.15,36.77,11.7,12.27,3.6,3.0,2.75,157.69,154.75,4512,6832,5246.32
2895,0,1324,1324.55,979,980.0,79.25,356,378.0,0.94,32.02,27.46,11.4,11.23,2.81,2.45,2.47,141.34,142.37,4431,6917,5272.44
2896,0,426,426.75,985,985.24,105.88,520,560.0,0.93,44.41,39.0,10.0,11.94,4.44,3.26,0.63,35.84,39.51,4412,6553,5133.07
2897,0,1546,1546.92,984,984.94,78.53,357,380.0,0.94,31.05,27.04,11.4,11.46,2.72,2.36,1.83,104.93,104.76,4493,6833,5221.46
2898,0,1929,1929.21,991,991.83,109.36,538,583.0,0.92,45.18,40.97,10.0,11.82,4.52,3.47,1.66,95.08,90.61,4376,6933,5229.21
2899,0,130,130.24,992,992.5,110.33,554,608.0,0.91,46.24,40.32,10.77,12.63,4.29,3.19,1.95,111.57,111.68,4399,6659,5178.01
2900,0,404,404.1,988,988.41,104.37,511,532.0,0.96,44.6,39.68,9.9,11.35,4.51,3.49,0.83,47.73,45.62,4375,6568,5214.02
2901,0,1563,1563.29,984,984.42,80.08,382,400.0,0.96,32.8,28.17,12.81,11.67,2.56,2.42,2.23,127.57,127.39,4445,6981,5220.74
2902,0,37,37.79,988,988.22,81.11,386,413.0,0.93,32.14,27.78,12.04,12.04,2.67,2.31,1.66,95.36,96.8,4450,6541,5114.17
2903,0,842,842.31,988,988.35,121.2,608,660.0,0.92,51.31,45.77,9.43,11.95,5.44,3.83,0.58,33.07,33.7,4404,6837,5277.73
2904,0,962,962.66,978,978.17,76.04,351,370.0,0.95,30.41,26.77,12.17,11.31,2.5,2.37,2.98,170.54,176.08,4504,6885,5319.29
2905,0,1619,1619.6,984,984.14,76.57,354,366.0,0.97,30.48,26.9,11.4,11.37,2.67,2.37,2.29,131.01,134.22,4509,6554,5198.36
2906,0,299,299.38,979,979.11,115.11,558,606.0,0.92,49.09,43.81,10.0,11.41,4.91,3.84,3.08,176.5,178.37,4517,7052,5333.02
2907,0,1074,1074.63,992,992.22,111.54,540,584.0,0.92,47.2,41.72,10.0,11.59,4.72,3.6,2.21,126.38,128.98,4643,6993,5370.88
2908,0,1954,1954.36,987,987.26,79.11,349,376.0,0.93,31.62,27.2,11.7,11.17,2.7,2.44,1.89,108.43,104.93,4669,6361,5279.15
2909,0,353,353.45,980,980.57,120.53,615,673.0,0.91,51.16,45.97,10.0,12.41,5.12,3.7,3.06,175.52,179.36,4389,6717,5216.69
2910,0,535,535.65,987,987.05,91.4,444,466.0,0.95,37.8,32.92,11.4,11.71,3.32,2.81,2.49,142.52,143.18,4389,6620,5211.79
2911,0,1207,1207.82,989,989.45,99.05,504,538.0,0.94,41.11,36.23,11.4,12.21,3.61,2.97,2.29,131.05,133.46,4399,6752,5164.9
2912,0,117,117.08,993,993.75,100.33,481,519.0,0.93,40.85,36.4,11.7,11.72,3.49,3.11,1.95,111.54,114.1,4462,6488,5145.83
2913,0,590,590.29,985,985.15,75.01,316,332.0,0.95,31.06,26.46,11.66,10.29,2.66,2.57,2.56,146.82,146.57,4848,6871,5514.98
2914,0,749,749.28,985,985.23,73.84,323,344.0,0.94,29.68,25.54,11.66,10.92,2.55,2.34,0.57,32.62,35.28,4606,6676,5310.93
2915,0,887,887.61,983,983.35,117.36,593,669.0,0.89,48.51,43.07,10.05,12.91,4.83,3.34,3.0,171.7,174.57,4520,6692,5278.46
2916,0,1229,1229.51,995,995.2,107.88,530,564.0,0.94,45.79,40.38,11.66,11.57,3.93,3.49,2.12,121.61,122.95,4450,6635,5173.52
2917,0,1259,1260.01,981,981.89,78.28,372,395.0,0.94,30.27,26.33,13.15,12.29,2.3,2.14,0.13,7.59,179.9,4360,6740,5100.51
2918,0,1533,1533.71,987,987.75,71.36,300,324.0,0.93,26.93,23.96,10.77,10.89,2.5,2.2,1.95,111.8,111.7,4647,6776,5280.79
2919,0,20,20.23,994,994.82,98.18,493,523.0,0.94,40.16,35.37,11.7,12.16,3.43,2.91,1.24,71.11,74.44,4422,6853,5197.08
2920,0,267,267.0,985,985.76,99.25,471,498.0,0.95,41.76,36.38,11.4,11.24,3.66,3.24,2.85,163.3,161.69,4685,6906,5396.65
2921,0,1607,1607.13,991,991.66,89.5,431,456.0,0.95,36.62,31.54,12.21,11.86,3.0,2.66,2.18,124.99,123.07,4583,6663,5248.36
2922,0,610,610.44,992,992.32,81.84,376,402.0,0.94,32.57,28.21,12.65,11.56,2.58,2.44,1.26,72.12,65.51,4602,6939,5439.03
2923,0,1158,1158.6,988,988.29,81.25,387,408.0,0.95,32.45,27.88,13.04,11.94,2.49,2.33,0.59,33.69,31.35,4379,6668,5174.66
2924,0,581,581.95,993,993.7,106.95,505,550.0,0.92,44.82,39.62,10.0,11.35,4.48,3.49,2.47,141.34,140.63,4699,7162,5444.17
2925,0,1663,1663.89,993,993.8,102.12,511,541.0,0.94,42.64,37.65,11.4,11.81,3.74,3.19,0.69,39.29,40.61,4546,6986,5348.68
