IDs,Frame,Center_position_x_PIX,Ellipse_center_x_PIX,Center_position_y_PIX,Ellipse_center_y_PIX,Perimeter_PIX,Surface_area_PIX^2,Convex_hull_area_PIX^2,Solidity,Length_PIX,Ellipse_major_axis_PIX,Width_PIX,Ellipse_minor_axis_PIX,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
1788,0,702,702.78,604,604.22,106.28,528,557.0,0.95,45.18,39.67,11.05,11.74,4.09,3.38,0.09,5.08,2.22,4634,6912,5388.24
1789,0,735,735.08,607,607.87,84.43,390,414.0,0.94,33.84,29.21,13.04,11.53,2.6,2.53,0.6,34.16,26.63,4559,6600,5282.69
1790,0,857,857.55,611,611.39,70.38,324,336.0,0.96,26.93,23.85,12.37,11.77,2.18,2.03,1.83,105.07,95.5,4322,6624,5148.55
1791,0,86,86.4,614,614.48,88.81,410,435.0,0.94,36.62,32.25,10.82,11.04,3.39,2.92,0.96,55.01,51.59,4645,6569,5354.46
1792,0,424,425.27,623,623.22,130.95,650,737.0,0.88,55.76,48.99,10.0,12.57,5.58,3.9,1.0,57.45,60.18,4708,6877,5424.46
1793,0,1128,1128.81,615,615.18,95.98,474,503.0,0.94,40.22,34.98,12.21,11.89,3.3,2.94,2.18,124.88,124.73,4529,6552,5229.66
1794,0,813,813.21,614,614.16,85.64,433,439.0,0.99,35.0,31.31,12.81,12.05,2.73,2.6,2.21,126.87,135.49,4392,6519,5107.51
1795,0,1021,1021.1,609,608.96,84.77,373,398.0,0.94,34.48,30.3,10.77,10.75,3.2,2.82,2.85,163.14,162.76,4775,6671,5472.91
1796,0,1181,1181.36,625,625.33,137.68,662,756.0,0.88,57.98,51.55,7.21,12.12,8.04,4.25,1.01,57.68,59.3,4644,6646,5325.67
1797,0,1198,1198.17,621,621.21,111.05,542,586.0,0.92,46.53,41.04,10.3,11.65,4.52,3.52,1.08,61.78,61.54,4645,6884,5382.43
1798,0,1109,1109.79,614,614.37,90.23,442,465.0,0.95,37.01,32.13,12.81,11.94,2.89,2.69,2.47,141.58,140.55,4424,6671,5317.51
1799,0,1503,1503.49,607,607.91,73.7,325,350.0,0.93,28.64,24.85,12.17,11.37,2.35,2.19,0.21,12.09,7.55,4585,6565,5330.23
1800,0,1665,1665.05,614,614.24,73.11,320,338.0,0.95,29.12,24.81,11.4,11.04,2.55,2.25,1.85,105.95,105.25,4546,6639,5277.32
1801,0,1765,1765.47,625,625.94,127.4,652,720.0,0.91,53.49,47.08,10.77,12.53,4.97,3.76,1.93,110.81,110.55,4470,6695,5209.1
1802,0,1880,1880.05,614,614.02,88.57,432,456.0,0.95,36.62,31.86,10.82,11.77,3.39,2.71,2.53,145.01,139.76,4514,6547,5236.81
1803,0,544,544.06,616,616.92,79.94,371,392.0,0.95,31.95,27.37,12.65,11.59,2.53,2.36,1.92,110.14,106.0,4543,6592,5272.52
1804,0,968,968.48,612,612.58,84.43,378,400.0,0.94,34.54,30.17,11.7,10.85,2.95,2.78,2.76,157.89,156.95,4732,6656,5409.51
1805,0,1618,1619.0,624,624.14,112.57,547,597.0,0.92,47.01,41.71,10.3,11.76,4.57,3.55,1.06,60.71,63.38,4485,6539,5273.52
1806,0,499,499.3,627,627.78,130.71,639,718.0,0.89,54.63,49.36,8.94,12.11,6.11,4.08,1.16,66.25,64.7,4531,6798,5258.15
1807,0,1070,1070.44,629,630.09,121.36,606,674.0,0.9,51.62,45.92,10.2,11.96,5.06,3.84,1.73,98.91,94.47,4558,6894,5383.62
1808,0,1257,1257.52,622,622.17,92.18,413,446.0,0.93,38.47,33.28,11.18,10.92,3.44,3.05,1.73,98.97,103.48,4737,7116,5490.25
1809,0,29,29.66,613,613.65,82.53,359,383.0,0.94,34.01,29.53,11.18,10.57,3.04,2.79,0.42,24.3,19.19,4739,6778,5509.81
1810,0,440,440.23,620,620.53,87.15,414,435.0,0.95,36.36,31.28,11.66,11.41,3.12,2.74,1.02,58.5,54.88,4689,6549,5324.05
1811,0,680,680.93,616,616.16,111.6,571,619.0,0.92,45.88,40.65,12.65,12.37,3.63,3.29,2.85,163.54,166.7,4243,6934,5153.78
1812,0,776,776.04,617,617.71,74.08,354,362.0,0.98,29.83,25.87,11.4,11.76,2.62,2.2,0.88,50.44,44.8,4607,6743,5381.9
1813,0,1357,1357.32,623,623.68,110.37,546,585.0,0.93,47.51,41.76,11.4,11.58,4.17,3.61,2.43,139.27,139.44,4503,6427,5193.37
1814,0,1869,1869.52,623,623.78,106.12,533,574.0,0.93,44.05,39.17,10.0,12.01,4.4,3.26,2.26,129.47,131.67,4533,6632,5258.43
1815,0,1053,1053.31,622,622.54,86.18,413,437.0,0.95,34.54,30.09,12.65,11.92,2.73,2.52,1.18,67.89,69.44,4532,6768,5330.77
1816,0,118,118.87,622,622.16,75.11,345,365.0,0.95,29.15,25.2,13.0,11.78,2.24,2.14,1.18,67.83,73.79,4277,6384,5034.32
1817,0,401,401.98,623,623.7,84.18,402,425.0,0.95,32.98,28.86,12.37,12.04,2.67,2.4,1.82,104.04,108.54,4513,6733,5314.31
1818,0,575,575.32,627,627.83,101.11,495,525.0,0.94,42.2,37.13,12.37,11.84,3.41,3.14,1.81,103.71,98.29,4463,6547,5233.73
1819,0,1570,1570.08,631,631.43,124.37,625,680.0,0.92,52.15,46.86,11.66,11.89,4.47,3.94,2.14,122.47,120.47,4524,6790,5262.37
1820,0,37,37.07,623,623.13,115.74,580,643.0,0.9,47.93,42.4,11.18,12.56,4.29,3.38,0.41,23.36,21.28,4652,6842,5358.44
1821,0,58,58.36,626,626.57,108.71,522,567.0,0.92,45.8,40.26,10.0,11.6,4.58,3.47,0.63,36.12,39.21,4735,7076,5462.09
1822,0,1012,1012.22,619,619.46,114.43,563,616.0,0.91,48.08,42.76,10.77,11.85,4.46,3.61,2.85,163.07,165.22,4573,6685,5343.6
1823,0,1213,1213.3,625,625.47,92.23,439,467.0,0.94,37.64,33.13,11.4,11.53,3.3,2.87,0.88,50.39,47.5,4649,6992,5473.32
1824,0,1447,1447.23,624,624.18,76.97,361,375.0,0.96,30.36,26.56,12.65,11.73,2.4,2.26,1.87,107.24,95.08,4263,6308,5073.22
1825,0,1801,1801.43,634,634.1,128.81,632,702.0,0.9,54.78,48.76,9.85,11.9,5.56,4.1,1.2,68.59,68.44,4535,6623,5344.46
1826,0,1907,1907.24,625,625.21,86.08,414,442.0,0.94,35.0,29.9,11.4,12.2,3.07,2.45,2.21,126.87,125.39,4652,6476,5288.99
1827,0,1977,1977.64,619,619.45,93.01,443,472.0,0.94,37.95,33.16,12.65,11.59,3.0,2.86,2.82,161.57,162.27,4552,6784,5301.61
1828,0,171,171.79,625,625.34,75.46,341,357.0,0.96,29.83,26.38,11.18,11.19,2.67,2.36,1.33,76.43,79.68,4668,6757,5376.61
1829,0,1167,1167.37,625,625.99,77.25,347,368.0,0.94,30.81,26.37,12.21,11.3,2.52,2.33,0.95,54.25,56.51,4645,6727,5319.95
1830,0,1283,1283.26,625,625.23,69.46,302,312.0,0.97,27.46,23.79,11.18,10.86,2.46,2.19,1.75,100.49,92.09,4590,6689,5363.3
1831,0,1859,1859.79,631,631.83,110.37,537,581.0,0.92,46.86,41.75,10.0,11.45,4.69,3.65,2.27,129.81,128.16,4588,6666,5333.6
1832,0,1526,1526.37,619,619.97,82.87,391,414.0,0.94,33.54,29.33,12.17,11.55,2.76,2.54,2.96,169.7,172.01,4573,6708,5347.07
1833,0,1646,1646.42,624,624.78,91.5,435,465.0,0.94,36.72,32.47,11.18,11.72,3.28,2.77,2.63,150.64,152.63,4580,6635,5332.0
1834,0,1489,1489.92,620,620.85,85.46,403,426.0,0.95,35.23,30.88,12.17,11.23,2.9,2.75,3.03,173.48,177.16,4476,6695,5248.36
1835,0,345,345.5,627,627.49,70.77,300,320.0,0.94,27.86,23.78,11.7,10.83,2.38,2.2,1.94,111.04,114.73,4551,6425,5296.37
1836,0,523,523.48,621,622.0,74.28,350,370.0,0.95,29.15,25.03,13.15,12.02,2.22,2.08,0.1,5.91,4.66,4504,6523,5205.02
1837,0,467,467.49,629,629.4,108.23,544,589.0,0.92,44.94,39.91,10.82,12.14,4.16,3.29,0.56,32.28,30.11,4441,6758,5140.13
1838,0,725,724.98,625,625.94,108.43,556,587.0,0.95,45.22,39.78,12.65,12.19,3.58,3.26,2.83,161.97,164.4,4480,6774,5271.98
1839,0,900,900.92,629,629.4,68.87,302,318.0,0.95,26.93,23.18,12.37,11.21,2.18,2.07,1.83,105.07,103.71,4554,6506,5236.79
1840,0,946,946.86,629,629.71,113.64,546,595.0,0.92,48.37,42.45,11.18,11.42,4.33,3.72,2.62,150.26,150.57,4610,6747,5338.09
1841,0,964,964.23,625,625.11,82.77,391,411.0,0.95,33.12,28.69,12.53,11.74,2.64,2.44,2.64,151.11,156.2,4607,6565,5333.01
1842,0,1095,1095.0,624,624.72,94.18,449,478.0,0.94,38.9,33.95,11.7,11.5,3.32,2.95,2.83,162.03,164.46,4620,6769,5340.53
1843,0,1308,1308.84,626,626.78,97.6,467,494.0,0.95,40.85,35.72,10.77,11.45,3.79,3.12,2.77,158.46,161.24,4581,6471,5227.55
1844,0,781,781.71,632,632.59,96.47,486,514.0,0.95,39.2,35.0,11.4,12.2,3.44,2.87,0.66,37.75,40.99,4573,6856,5419.65
1845,0,1598,1598.65,639,639.49,109.5,551,589.0,0.94,45.22,39.86,12.65,12.07,3.58,3.3,1.89,108.03,109.14,4423,6643,5172.58
1846,0,1953,1953.82,627,627.4,91.01,438,463.0,0.95,37.0,32.37,12.65,11.65,2.93,2.78,2.81,161.08,160.73,4528,6723,5292.03
1847,0,609,609.98,628,628.16,126.43,641,697.0,0.92,54.13,48.52,10.2,11.81,5.31,4.11,2.94,168.27,169.54,4455,6348,5031.59
1848,0,1271,1271.71,637,637.34,88.28,408,436.0,0.94,36.35,31.99,11.18,11.13,3.25,2.87,1.71,97.91,91.93,4659,6668,5448.64
1849,0,1401,1401.34,638,638.54,96.77,488,525.0,0.93,39.56,34.57,12.37,12.33,3.2,2.8,1.29,73.86,75.17,4277,6245,5005.08
1851,0,1547,1547.82,638,638.26,93.6,466,495.0,0.94,37.64,33.01,12.65,12.41,2.98,2.66,1.27,73.01,73.61,4506,6671,5225.15
1852,0,1823,1823.17,639,639.66,128.51,667,712.0,0.94,55.97,50.11,10.63,11.87,5.27,4.22,0.72,41.38,39.55,4538,6767,5330.48
1853,0,997,997.39,630,630.56,84.18,403,426.0,0.95,33.62,29.29,12.08,11.91,2.78,2.46,2.74,157.25,157.63,4515,6714,5248.66
1854,0,2018,2018.91,633,633.65,119.05,571,640.0,0.89,49.77,44.22,9.85,12.16,5.05,3.64,0.39,22.44,24.62,4438,6500,5277.01
1855,0,183,183.2,638,638.24,99.3,484,514.0,0.94,41.23,36.29,11.4,11.74,3.62,3.09,0.89,50.91,48.12,4617,6645,5291.21
1856,0,1248,1248.35,636,636.57,74.63,332,349.0,0.95,29.83,26.37,11.18,10.92,2.67,2.41,1.81,103.57,98.75,4650,6822,5459.74
1857,0,1706,1706.52,628,628.39,70.04,320,334.0,0.96,27.07,23.33,13.04,11.69,2.08,1.99,0.07,4.24,4.73,4484,6422,5228.95
1858,0,1784,1784.83,643,643.81,113.25,543,594.0,0.91,47.43,42.33,10.44,11.54,4.54,3.67,1.25,71.57,74.25,4669,6875,5391.94
1859,0,1934,1934.76,635,635.27,72.18,325,342.0,0.95,28.23,24.49,12.08,11.42,2.34,2.14,1.97,112.93,116.61,4589,6605,5314.86
1860,0,263,263.57,630,630.67,82.28,393,409.0,0.96,33.14,28.91,12.04,11.74,2.75,2.46,0.09,5.19,3.34,4473,6506,5179.17
1861,0,237,237.46,634,634.97,75.84,334,357.0,0.94,30.23,26.08,11.66,11.03,2.59,2.36,2.54,145.78,146.85,4595,6573,5289.15
1862,0,328,328.54,633,633.8,79.6,361,385.0,0.94,31.95,27.28,11.7,11.34,2.73,2.41,2.79,159.86,157.49,4417,6440,5139.16
1863,0,935,935.51,638,639.02,94.23,450,483.0,0.93,38.42,33.65,11.4,11.73,3.37,2.87,2.47,141.34,141.86,4491,6880,5332.2
1864,0,1505,1505.51,632,632.58,73.7,320,340.0,0.94,28.44,25.17,11.18,11.04,2.54,2.28,0.18,10.12,14.65,4570,6534,5278.01
1865,0,1678,1678.72,632,632.69,77.36,348,371.0,0.94,30.08,26.19,11.4,11.53,2.64,2.27,0.27,15.42,15.0,4508,6577,5298.16
1866,0,93,92.94,652,652.46,129.74,663,744.0,0.89,54.82,48.71,9.22,12.47,5.95,3.9,1.83,104.8,105.59,4296,6720,5094.43
1867,0,705,705.05,634,634.37,113.36,544,584.0,0.93,48.51,42.85,11.4,11.11,4.25,3.86,2.89,165.68,168.78,4743,6569,5409.06
1868,0,754,754.59,636,636.52,71.84,331,343.0,0.97,28.65,24.46,11.18,11.61,2.56,2.11,0.51,29.25,34.61,4551,6541,5315.81
1869,0,856,856.45,638,638.68,72.63,314,335.0,0.94,28.16,24.89,11.4,11.07,2.47,2.25,1.28,73.5,81.54,4570,6459,5226.35
1870,0,1025,1025.31,648,648.19,123.68,633,682.0,0.93,53.01,47.45,10.0,12.0,5.3,3.96,0.95,54.21,51.91,4458,6446,5204.47
1871,0,217,217.45,637,637.7,90.08,431,460.0,0.94,36.25,31.9,10.77,11.76,3.37,2.71,2.71,155.56,154.36,4514,6560,5287.7
1872,0,824,824.71,635,635.01,121.36,630,680.0,0.93,51.62,46.1,10.2,12.18,5.06,3.78,2.99,171.09,172.73,4409,6496,5201.8
1873,0,1519,1519.99,641,641.56,87.64,432,437.0,0.99,36.88,32.66,11.4,11.5,3.23,2.84,0.86,49.4,45.06,4562,6488,5219.81
1874,0,554,554.93,638,638.72,72.67,340,354.0,0.96,28.6,24.79,12.21,11.76,2.34,2.11,0.64,36.47,40.48,4495,6374,5180.42
1875,0,870,870.09,645,645.45,82.87,401,415.0,0.97,34.13,29.72,12.17,11.7,2.81,2.54,1.66,95.04,94.28,4416,6402,5165.68
1876,0,68,68.03,646,646.7,88.04,416,437.0,0.95,36.35,32.17,12.17,11.24,2.99,2.86,1.43,82.09,84.17,4588,6894,5323.31
1877,0,467,467.83,650,650.35,120.02,618,661.0,0.93,51.4,45.62,10.0,12.12,5.14,3.76,0.92,52.91,51.76,4582,6796,5335.78
1878,0,1211,1211.51,645,645.69,105.64,517,566.0,0.91,44.1,38.77,10.82,12.15,4.08,3.19,0.58,32.97,32.76,4605,6949,5426.94
1879,0,1479,1479.18,640,640.14,73.94,338,357.0,0.95,28.18,24.35,13.42,12.02,2.1,2.03,0.48,27.47,21.81,4483,6566,5218.39
1880,0,1099,1099.2,638,638.81,76.28,338,356.0,0.95,30.59,26.84,11.18,10.85,2.74,2.47,2.94,168.69,167.96,4558,6730,5348.03
1881,0,1296,1296.57,649,649.55,85.46,402,428.0,0.94,35.36,31.32,11.18,11.24,3.16,2.79,1.71,98.13,91.85,4663,6663,5359.64
1882,0,511,511.28,648,648.93,85.6,418,439.0,0.95,34.54,29.83,12.65,12.11,2.73,2.46,1.18,67.89,68.96,4538,6567,5208.14
1883,0,1562,1562.04,646,646.74,70.28,307,328.0,0.94,27.17,23.32,12.17,11.39,2.23,2.05,1.68,96.34,97.47,4499,6727,5322.06
1884,0,1828,1828.71,650,651.01,118.85,565,604.0,0.94,51.61,46.1,10.0,10.77,5.16,4.28,0.62,35.54,38.82,4764,6769,5442.47
1885,0,22,22.45,640,640.88,76.28,333,356.0,0.94,30.27,26.37,11.18,11.06,2.71,2.38,0.13,7.59,10.05,4521,6795,5375.98
1886,0,931,931.46,651,651.42,123.2,620,687.0,0.9,52.2,46.1,10.0,12.44,5.22,3.71,2.51,143.57,143.61,4513,6521,5253.0
1887,0,787,787.81,649,649.09,88.57,449,471.0,0.95,36.12,31.56,12.04,12.43,3.0,2.54,0.84,48.37,43.0,4521,6996,5440.09
1888,0,1643,1643.23,642,642.58,94.63,455,487.0,0.93,39.2,35.05,12.17,11.32,3.22,3.1,0.1,5.86,1.33,4608,6666,5344.37
1889,0,440,440.71,645,645.81,85.36,390,415.0,0.94,34.18,30.26,10.77,11.3,3.17,2.68,2.78,159.44,160.83,4578,6837,5360.35
1890,0,1128,1128.0,644,644.97,74.53,332,351.0,0.95,29.15,25.39,11.7,11.29,2.49,2.25,2.75,157.83,163.18,4525,6403,5190.17
1891,0,1332,1332.69,646,646.59,92.43,446,474.0,0.94,37.95,33.01,11.7,11.77,3.24,2.8,2.82,161.57,163.08,4528,6488,5226.45
1892,0,1701,1701.54,643,643.38,86.63,421,444.0,0.95,35.51,31.48,11.18,11.7,3.18,2.69,2.97,170.27,176.63,4517,6806,5261.0
1893,0,1151,1151.12,650,650.11,73.25,335,354.0,0.95,28.02,24.42,11.66,11.84,2.4,2.06,0.96,55.18,52.77,4482,6437,5242.47
1894,0,1976,1976.73,649,649.56,77.74,375,384.0,0.98,31.24,27.33,11.4,11.82,2.74,2.31,0.69,39.81,43.13,4413,6475,5123.33
1895,0,706,706.19,646,646.9,111.94,542,579.0,0.94,47.3,42.31,12.37,11.24,3.82,3.76,2.91,166.55,170.01,4644,6411,5383.09
1897,0,264,264.87,646,646.95,76.87,354,372.0,0.95,30.81,26.78,11.18,11.37,2.76,2.36,2.91,166.87,169.86,4580,6498,5232.34
1898,0,966,966.21,659,659.53,103.15,503,539.0,0.93,42.38,37.37,12.65,11.82,3.35,3.16,1.23,70.71,65.73,4566,6631,5317.54
1899,0,1284,1284.72,653,653.07,68.38,289,299.0,0.97,27.66,24.36,10.2,10.26,2.71,2.37,1.79,102.53,93.63,4838,6676,5473.85
1900,0,1952,1952.68,649,649.6,86.43,404,428.0,0.94,34.44,30.06,12.08,11.64,2.85,2.58,0.45,25.82,22.19,4581,6714,5291.23
1901,0,2012,2012.36,649,649.58,73.6,329,346.0,0.95,29.15,25.29,11.66,11.21,2.5,2.26,0.54,30.96,30.25,4599,6574,5325.36
1902,0,303,303.02,666,666.03,119.6,608,653.0,0.93,51.48,45.29,11.18,11.87,4.6,3.82,1.71,97.82,97.92,4523,6615,5159.19
1903,0,1743,1743.72,655,655.32,87.15,428,456.0,0.94,35.0,30.59,12.81,12.38,2.73,2.47,0.93,53.13,50.63,4494,7030,5204.77
1904,0,331,331.13,653,653.19,109.5,543,598.0,0.91,44.6,39.63,11.7,12.3,3.81,3.22,0.34,19.65,20.18,4539,6668,5252.33
1905,0,1368,1368.31,649,649.36,88.87,449,471.0,0.95,35.9,31.67,12.17,12.27,2.95,2.58,0.22,12.88,7.84,4418,6309,5081.36
1906,0,1667,1667.94,650,650.62,76.77,336,357.0,0.94,30.08,26.41,10.77,10.98,2.79,2.4,0.37,21.45,23.7,4559,6800,5440.68
1907,0,762,762.97,659,659.14,83.11,394,416.0,0.95,33.53,28.98,12.65,11.73,2.65,2.47,1.87,107.35,102.6,4510,6757,5350.2
1908,0,906,906.39,658,658.46,82.04,385,406.0,0.95,33.24,29.11,11.4,11.48,2.92,2.54,1.84,105.71,98.58,4457,6498,5103.51
1909,0,1620,1620.54,660,660.17,87.11,421,447.0,0.94,35.36,30.96,12.17,11.84,2.91,2.61,1.71,98.13,97.82,4505,6612,5215.61
1910,0,27,27.1,652,652.78,98.77,466,500.0,0.93,40.8,36.36,10.44,11.33,3.91,3.21,0.3,17.1,12.77,4583,6528,5270.89
1911,0,397,397.29,656,656.67,78.33,370,384.0,0.96,31.24,27.23,11.4,11.75,2.74,2.32,0.88,50.19,45.27,4413,6514,5119.94
1912,0,1224,1224.16,657,657.07,71.6,312,333.0,0.94,27.31,23.43,12.08,11.42,2.26,2.05,1.16,66.25,63.71,4717,6887,5442.55
1913,0,78,78.58,663,663.08,88.87,434,461.0,0.94,35.9,31.93,12.37,11.95,2.9,2.67,1.35,77.12,81.96,4490,6641,5181.61
1914,0,640,640.33,655,654.83,123.84,616,690.0,0.89,52.77,46.75,10.2,12.08,5.17,3.87,0.17,9.82,11.74,4282,6184,4984.1
1915,0,986,986.23,656,656.04,63.7,271,285.0,0.95,23.77,19.84,12.65,11.69,1.88,1.7,1.83,104.62,100.07,4548,6548,5232.44
1916,0,1078,1078.45,661,661.23,118.95,614,669.0,0.92,49.93,44.23,10.82,12.46,4.62,3.55,0.57,32.74,33.58,4571,6707,5328.99
1917,0,1236,1236.21,663,663.34,93.01,435,470.0,0.93,37.85,33.15,12.17,11.49,3.11,2.89,1.36,77.8,75.79,4582,6779,5407.06
1918,0,219,218.98,653,653.42,72.28,324,341.0,0.95,28.16,24.43,11.4,11.46,2.47,2.13,2.85,163.5,170.67,4551,6637,5244.88
1919,0,536,536.08,657,657.48,69.84,323,337.0,0.96,26.42,22.82,13.42,12.22,1.97,1.87,1.06,60.52,50.23,4455,6251,5078.07
1920,0,1324,1324.96,657,657.12,112.08,536,588.0,0.91,47.13,41.86,10.77,11.5,4.38,3.64,2.84,162.72,161.51,4660,6668,5344.7
1921,0,192,192.89,653,653.38,66.63,299,311.0,0.96,25.5,21.96,13.15,11.6,1.94,1.89,0.2,11.31,3.44,4550,6700,5268.42
1922,0,55,55.79,664,664.55,87.94,411,437.0,0.94,35.44,30.87,11.4,11.43,3.11,2.7,1.86,106.39,102.97,4509,6499,5240.12
1923,0,253,253.16,661,661.48,75.01,327,349.0,0.94,29.41,25.17,12.81,11.27,2.3,2.23,2.19,125.31,121.97,4677,6608,5349.79
1924,0,425,425.28,662,662.55,76.87,357,379.0,0.94,29.83,26.24,12.17,11.78,2.45,2.23,1.33,76.43,78.08,4525,6620,5312.48
1925,0,1755,1755.71,663,663.72,87.5,426,450.0,0.95,34.89,30.68,11.18,12.09,3.12,2.54,1.09,62.7,59.86,4549,6866,5374.81
1926,0,1870,1870.78,658,658.18,83.84,402,427.0,0.94,33.24,29.05,11.7,12.08,2.84,2.4,0.37,21.16,23.44,4475,6394,5206.24
1927,0,409,409.21,664,664.66,86.67,399,423.0,0.94,35.85,30.96,11.18,11.16,3.21,2.77,1.04,59.86,59.52,4595,6601,5321.94
1928,0,1262,1262.19,665,665.93,83.21,364,392.0,0.93,34.37,30.98,10.2,10.34,3.37,3.0,1.72,98.37,90.77,4841,6987,5478.5
1929,0,484,484.16,666,666.78,90.08,423,451.0,0.94,36.06,31.87,11.7,11.54,3.08,2.76,1.91,109.44,114.18,4601,6916,5367.43
1930,0,699,699.49,658,658.16,118.18,551,602.0,0.92,51.2,45.95,9.22,10.81,5.55,4.25,2.93,167.59,169.51,4626,6485,5395.77
1931,0,1049,1049.42,660,660.37,98.43,473,507.0,0.93,40.5,35.28,11.7,11.74,3.46,3.0,0.35,20.22,17.77,4476,6529,5222.96
1932,0,1460,1460.13,656,656.41,108.53,574,597.0,0.96,46.04,40.43,11.0,12.51,4.19,3.23,0.04,2.49,0.22,4380,6723,5130.4
1933,0,1832,1832.81,662,662.9,81.5,351,377.0,0.93,33.3,28.91,10.63,10.63,3.13,2.72,0.72,41.35,41.95,4761,6558,5382.22
1934,0,570,570.71,657,657.66,88.28,434,457.0,0.95,36.22,31.53,12.17,11.87,2.98,2.66,0.11,6.34,5.2,4521,6334,5132.43
1935,0,812,812.67,668,668.9,114.95,581,635.0,0.91,48.17,42.93,9.9,12.34,4.87,3.48,2.41,138.37,137.39,4492,6692,5213.79
1936,0,749,749.85,668,669.07,93.74,434,465.0,0.93,38.95,33.74,10.3,11.25,3.78,3.0,2.08,119.2,120.48,4512,6669,5316.86
1937,0,1250,1250.58,665,665.6,68.38,300,305.0,0.98,27.29,24.14,11.18,10.72,2.44,2.25,1.72,98.43,91.35,4768,6743,5416.53
1938,0,1668,1668.53,664,664.72,129.05,618,702.0,0.88,54.78,48.44,9.85,11.96,5.56,4.05,0.37,21.41,22.4,4612,6819,5426.7
1939,0,1918,1918.15,672,672.7,108.67,551,602.0,0.92,44.94,39.13,11.7,12.61,3.84,3.1,1.93,110.85,109.07,4473,6854,5324.61
1940,0,1934,1934.62,663,663.9,76.91,361,382.0,0.95,30.0,26.4,12.81,11.85,2.34,2.23,2.21,126.87,137.48,4553,6892,5294.12
1942,0,1642,1642.38,663,663.34,74.43,337,355.0,0.95,28.84,25.24,11.66,11.54,2.47,2.19,0.59,33.69,30.17,4529,6795,5327.56
1943,0,342,342.0,674,674.59,116.12,557,616.0,0.9,49.09,43.42,9.43,11.68,5.2,3.72,0.99,56.63,57.59,4534,6759,5407.99
1944,0,501,501.84,676,676.15,111.4,542,585.0,0.93,46.24,40.39,10.77,11.75,4.29,3.44,1.95,111.57,114.29,4676,6676,5355.06
1945,0,1098,1098.33,664,664.64,79.84,375,396.0,0.95,31.76,27.53,11.18,11.81,2.84,2.33,0.49,28.18,30.39,4513,6685,5268.28
1946,0,1558,1558.29,671,671.65,97.74,479,511.0,0.94,39.96,34.84,11.66,11.96,3.43,2.91,2.12,121.7,119.16,4411,6593,5076.85
1947,0,181,181.9,668,668.31,76.91,346,365.0,0.95,30.81,26.35,12.21,11.29,2.52,2.33,2.19,125.75,127.52,4511,7004,5259.1
1948,0,521,521.15,675,675.91,99.7,493,527.0,0.94,41.59,36.21,12.17,11.82,3.42,3.06,1.74,99.69,98.1,4506,6804,5307.75
1949,0,1725,1725.14,670,670.01,81.6,392,413.0,0.95,32.57,27.96,12.65,12.05,2.58,2.32,1.88,107.88,110.56,4484,6508,5172.61
1950,0,833,833.27,663,663.82,87.11,425,450.0,0.94,35.17,30.9,12.65,11.94,2.78,2.59,2.88,165.17,167.51,4473,6504,5090.68
1951,0,1274,1274.37,674,674.2,88.87,424,450.0,0.94,37.12,31.93,12.0,11.48,3.09,2.78,1.65,94.64,92.91,4592,6699,5315.8
1952,0,1902,1901.94,675,675.5,114.12,570,618.0,0.92,48.55,42.25,10.82,12.21,4.49,3.46,2.14,122.38,122.68,4571,6958,5371.59
1953,0,325,325.87,676,676.28,103.88,531,562.0,0.94,43.42,37.68,11.4,12.18,3.81,3.09,0.9,51.55,52.58,4513,6740,5322.04
1954,0,794,794.52,683,683.3,121.5,586,632.0,0.93,52.17,45.83,11.18,11.23,4.67,4.08,1.78,102.17,103.72,4595,6689,5397.49
1955,0,1993,1993.95,670,670.32,71.36,324,340.0,0.95,28.3,24.03,13.04,11.5,2.17,2.09,1.01,57.99,62.26,4537,6649,5238.17
1956,0,199,199.52,678,678.3,100.43,487,522.0,0.93,41.23,36.02,12.37,11.87,3.33,3.04,1.33,75.96,73.89,4670,6703,5348.15
1957,0,36,36.54,673,673.49,91.4,459,477.0,0.96,38.6,33.59,11.4,11.82,3.39,2.84,2.5,143.43,140.56,4393,6477,5108.12
1958,0,213,213.02,677,677.26,89.25,411,440.0,0.93,36.69,31.93,11.7,11.38,3.13,2.81,1.27,72.55,71.36,4654,6659,5379.69
1959,0,977,977.91,682,682.02,108.53,518,569.0,0.91,45.89,40.18,11.18,11.77,4.1,3.41,1.77,101.31,99.01,4524,6694,5303.5
1960,0,1209,1209.22,671,671.28,87.5,412,440.0,0.94,35.23,30.66,11.66,11.69,3.02,2.62,2.54,145.41,147.69,4469,6830,5297.81
1961,0,238,238.73,670,670.83,79.84,361,381.0,0.95,31.78,27.88,10.77,11.22,2.95,2.49,2.72,155.85,152.66,4544,6626,5328.07
1962,0,473,473.81,676,676.77,83.36,398,420.0,0.95,33.24,29.01,12.65,11.95,2.63,2.43,1.94,111.16,109.46,4499,6712,5307.32
1963,0,1849,1849.94,679,679.16,92.18,442,469.0,0.94,37.36,32.94,11.4,11.61,3.28,2.84,1.84,105.52,107.65,4432,6422,5085.6
1964,0,575,575.69,670,670.37,122.77,589,654.0,0.9,52.17,47.03,9.22,11.55,5.66,4.07,0.21,12.17,9.75,4542,6529,5184.71
