,scale,red_mean,red_std,green_mean,green_std
0,-16.19400679241421,0.0,0.0,0.0,0.0
1,-12.955205433931367,0.0,0.0,0.0,0.0
2,-9.716404075448525,0.0,0.0,0.0,0.0
3,-6.477602716965683,0.0,0.0,0.0,0.0
4,-3.2388013584828417,0.0,0.0,0.0,0.0
5,0.0,0.19986169160064352,0.01570920554591965,0.034035739367741125,0.009201826609759753
6,3.2388013584828417,0.4482214523889519,0.0380599340446584,0.0565366332398285,0.010077384176883364
7,6.477602716965683,0.43262846908245883,0.037599792209194544,0.0445477729089531,0.008708291925934985
8,9.716404075448525,0.4006474725514025,0.06299431447742872,0.04324919865607282,0.012090964345584597
9,12.955205433931367,0.3759631475994478,0.0738001480366707,0.026486872881157253,0.007657896548924224
10,16.19400679241421,0.3211603191081642,0.04940559785215138,0.02180275983030686,0.001329318430126274
11,19.43280815089705,0.36399836163718774,0.030380419424416428,0.021161483286240772,0.01085656355315447
12,22.67160950937989,0.37046981874331414,0.027934799950188802,0.018395660254000194,0.00854153069436911
13,25.910410867862733,0.3303496449958637,0.019049968742814862,0.021611205001738302,0.006777883244097485
14,29.149212226345576,0.29302285835325087,0.06178790214351647,0.02142923259235167,0.005341686152952327
15,32.38801358482842,0.3488334824954397,0.05160899641914589,0.016300697321262467,0.004087164028285093
16,35.62681494331126,0.3544444181366336,0.013266698805397879,0.016531047201656705,0.004215130109221276
17,38.8656163017941,0.32734345597964637,0.04676807956978984,0.017642281579515088,0.008236222396990666
18,42.104417660276944,0.34297845125022736,0.01535619324268016,0.016400844556598026,0.004711560628596673
19,45.34321901875978,0.3293745862511595,0.020815353160514194,0.023432218790210135,0.010478903412705961
20,48.58202037724263,0.380260042265334,0.042205223514015934,0.02402228754662904,0.008750052641127829
21,51.82082173572547,0.37966736887305047,0.04594920715236986,0.03013605892589098,0.009313754740009306
22,55.05962309420831,0.3658217016413288,0.046673700169307906,0.02324834310425643,0.005856295888885157
23,58.29842445269115,0.3986912750455896,0.026154909901442046,0.026486408292971192,0.004080536718702669
24,61.537225811174,0.42726531807090323,0.04163387511113461,0.02734105316263229,0.007735553093502761
25,64.77602716965684,0.39686022475544425,0.0479730816602141,0.017008584343376005,0.00574209498944886
26,68.01482852813967,0.3816924832239865,0.05269630971938491,0.023264756686694015,0.00304169024145098
27,71.25362988662252,0.4123567131112016,0.04634872135577204,0.021576457683037172,0.004311619890070632
28,74.49243124510537,0.4301271316300375,0.02838980954863989,0.0208529632724818,0.0041696186414250935
29,77.7312326035882,0.4528843376582765,0.02782160140133427,0.025721185439668514,0.009922358083308342
30,80.97003396207104,0.454859938773585,0.014981487168274426,0.025156809732452653,0.002583961057871446
31,84.20883532055389,0.45261980556783227,0.03468410254743308,0.04209169733563254,0.008548341370097905
32,87.44763667903673,0.4744455393369649,0.011209368114495057,0.03710128903005772,0.011144255735106749
33,90.68643803751957,0.47538191933076196,0.03330941575211278,0.03197485594665505,0.004487356886815518
34,93.92523939600241,0.5001007874155393,0.010782074254151543,0.029259735497796747,0.0061122279887049795
35,97.16404075448526,0.5109831700083167,0.02369807544826587,0.032755329876775374,0.007599217161572511
36,100.4028421129681,0.5087557052944001,0.040563512637120734,0.04000990437589403,0.014898209819996757
37,103.64164347145093,0.5590548655816973,0.06979570482284131,0.046940158652018976,0.007627857155576936
38,106.88044482993378,0.5259220431352846,0.05399818354913244,0.04360977199064504,0.007871508480227184
39,110.11924618841662,0.5314519154858982,0.054023272613389274,0.05266823544410378,0.01064106178433866
40,113.35804754689946,0.5542755568728969,0.016805418062604875,0.06027836288850854,0.018189144123090948
41,116.5968489053823,0.5687524448170697,0.009771018048011462,0.04933612653786356,0.02042882973310787
42,119.83565026386515,0.6007081594554222,0.02031065311568441,0.05248420253125929,0.008225985048356463
43,123.074451622348,0.6312772787540596,0.031171575068912927,0.07761892179052336,0.005772929440190079
44,126.31325298083082,0.6534314477860765,0.029761721200913575,0.07860542337097415,0.013305949120785629
45,129.55205433931368,0.641215676719491,0.0586479900715175,0.09879571323589119,0.009903761378414032
46,132.7908556977965,0.6464984657116074,0.03568096337815698,0.09804446606607593,0.017733167295398523
47,136.02965705627935,0.6604853112161412,0.030786978557625577,0.12355372224441402,0.03855720167035777
48,139.2684584147622,0.6995834415102782,0.05647892680930586,0.11138845567863709,0.027934245224710507
49,142.50725977324504,0.6929298564558112,0.05111804200043442,0.09951507113382614,0.03238042090314263
50,145.74606113172788,0.7058747083627597,0.028264695819733458,0.10549971842054973,0.016761242882942822
51,148.98486249021073,0.733495465207934,0.08239266436862315,0.11244683971097151,0.017048815785110902
52,152.22366384869358,0.7217999540856317,0.04202946213855173,0.1258886266395238,0.016718287067535018
