,Abscissa,red_250319_2619+2624_0p5agarose_LB_OD0p5_still_mix50pc_2h30_20X_048.tif,red_250404_2619+2624_5_0p5agarose_LB_OD0p5_Still_mix50pc_2h30_20X_086.tif,red_250506_2619+2624_2_0p5Agar_LB_OD0p5_Still_mix50pc_2h30_20X126.tif,green_250319_2619+2624_0p5agarose_LB_OD0p5_still_mix50pc_2h30_20X_048.tif,green_250404_2619+2624_5_0p5agarose_LB_OD0p5_Still_mix50pc_2h30_20X_086.tif,green_250506_2619+2624_2_0p5Agar_LB_OD0p5_Still_mix50pc_2h30_20X126.tif
0,-16.19400679241421,0.0,0.0,0.0,0.0,0.0,0.0
1,-12.955205433931367,0.0,0.0,0.0,0.0,0.0,0.0
2,-9.716404075448525,0.0,0.0,0.0,0.0,0.0,0.0
3,-6.477602716965683,0.0,0.0,0.0,0.0,0.0,0.0
4,-3.2388013584828417,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,92.03333333333333,87.63333333333334,101.0,0.0,1.2,1.6333333333333333
6,3.2388013584828417,247.36666666666667,194.9666666666667,307.70000000000005,0.0,2.6000000000000005,14.833333333333332
7,6.477602716965683,242.03333333333336,150.8,311.03333333333336,0.0,0.2333333333333333,10.533333333333333
8,9.716404075448525,257.56666666666666,156.50000000000003,300.7,0.0,2.166666666666667,5.133333333333335
9,12.955205433931367,239.9333333333333,140.76666666666668,306.2333333333333,0.0,0.8,5.766666666666667
10,16.19400679241421,231.26666666666668,134.4,278.6,0.0,4.366666666666667,6.699999999999999
11,19.43280815089705,204.03333333333336,128.29999999999998,242.0,1.666666666666667,4.966666666666667,3.3666666666666667
12,22.67160950937989,181.26666666666668,127.63333333333334,216.36666666666667,0.9,7.200000000000001,3.400000000000001
13,25.910410867862733,186.73333333333332,131.0,222.23333333333335,0.13333333333333333,7.366666666666666,4.166666666666667
14,29.149212226345576,173.33333333333334,120.2,216.89999999999998,1.3,10.566666666666666,4.733333333333334
15,32.38801358482842,176.0666666666667,122.83333333333336,194.7666666666667,1.0333333333333332,6.633333333333334,5.466666666666667
16,35.62681494331126,162.5666666666667,119.80000000000001,172.13333333333333,0.5,12.400000000000002,2.6666666666666674
17,38.8656163017941,153.36666666666665,139.0666666666667,164.76666666666665,1.3,15.200000000000003,2.8666666666666667
18,42.104417660276944,162.4,136.10000000000002,184.9666666666667,5.700000000000001,27.366666666666664,3.5333333333333337
19,45.34321901875978,173.13333333333333,136.13333333333333,226.5,6.066666666666666,20.033333333333335,2.9666666666666663
20,48.58202037724263,161.06666666666666,136.56666666666666,238.56666666666666,2.7666666666666675,23.3,2.2666666666666666
21,51.82082173572547,171.96666666666667,134.9,240.16666666666663,0.9333333333333332,26.500000000000007,1.6
22,55.05962309420831,158.66666666666669,120.66666666666666,226.0666666666667,1.5333333333333332,32.9,4.733333333333334
23,58.29842445269115,145.43333333333334,137.63333333333333,217.20000000000002,6.5,34.400000000000006,4.733333333333334
24,61.537225811174,160.33333333333334,151.70000000000002,237.03333333333336,2.4,29.733333333333334,7.866666666666668
25,64.77602716965684,159.33333333333331,143.63333333333333,246.86666666666667,3.8666666666666667,30.700000000000003,6.466666666666667
26,68.01482852813967,169.53333333333336,133.0,216.50000000000003,6.833333333333333,46.83333333333333,8.3
27,71.25362988662252,133.13333333333335,135.73333333333332,223.90000000000003,3.333333333333333,46.06666666666666,3.2333333333333334
28,74.49243124510537,150.53333333333333,139.73333333333335,252.0666666666667,2.633333333333334,39.93333333333334,0.7666666666666667
29,77.7312326035882,158.76666666666668,144.20000000000002,277.3666666666667,2.9333333333333336,45.66666666666668,0.8999999999999999
30,80.97003396207104,164.13333333333335,135.23333333333335,268.7,5.566666666666666,47.56666666666667,7.333333333333334
31,84.20883532055389,157.13333333333333,149.0,285.40000000000003,2.533333333333333,46.56666666666666,5.033333333333333
32,87.44763667903673,142.0,152.7,267.8,7.366666666666667,50.36666666666666,4.9333333333333345
33,90.68643803751957,147.93333333333334,150.43333333333334,280.4666666666667,6.566666666666667,52.63333333333334,4.133333333333334
34,93.92523939600241,153.83333333333331,159.60000000000002,282.1333333333333,5.366666666666667,57.26666666666667,7.0
35,97.16404075448526,170.4666666666667,173.2,286.3666666666667,5.466666666666667,56.53333333333333,7.566666666666668
36,100.4028421129681,166.33333333333331,161.7,279.83333333333337,13.73333333333333,60.766666666666666,6.9
37,103.64164347145093,155.66666666666669,168.53333333333333,326.0,20.1,55.70000000000001,4.7
38,106.88044482993378,166.83333333333331,166.63333333333335,330.59999999999997,17.666666666666668,64.33333333333334,12.266666666666667
39,110.11924618841662,169.43333333333334,150.5,314.1333333333334,22.233333333333334,78.76666666666667,7.4
40,113.35804754689946,171.70000000000002,167.66666666666666,313.1333333333333,21.266666666666666,71.60000000000001,2.333333333333334
41,116.5968489053823,169.63333333333338,173.9666666666667,357.73333333333335,25.16666666666667,74.53333333333333,3.8333333333333335
42,119.83565026386515,168.96666666666667,191.00000000000003,322.6,16.200000000000003,78.53333333333333,7.2
43,123.074451622348,178.66666666666669,157.36666666666667,339.7666666666667,23.466666666666665,77.93333333333334,10.366666666666665
44,126.31325298083082,178.7,181.79999999999998,341.6666666666667,23.400000000000002,77.36666666666667,6.366666666666667
45,129.55205433931368,188.76666666666668,156.56666666666666,348.5333333333334,27.93333333333333,76.33333333333334,19.333333333333336
46,132.7908556977965,198.63333333333333,172.43333333333337,390.16666666666663,24.1,91.9,10.800000000000004
47,136.02965705627935,206.93333333333337,181.60000000000002,377.1333333333333,27.66666666666667,79.73333333333335,5.733333333333334
48,139.2684584147622,177.73333333333335,177.4,334.53333333333336,38.53333333333334,81.30000000000001,6.833333333333333
49,142.50725977324504,158.70000000000002,180.0,335.16666666666674,45.733333333333334,80.50000000000003,5.666666666666668
50,145.74606113172788,184.0,182.16666666666669,372.0333333333334,38.23333333333334,82.13333333333333,4.933333333333334
51,148.98486249021073,185.16666666666666,165.8,402.93333333333334,50.46666666666667,95.56666666666666,8.633333333333335
52,152.22366384869358,166.86666666666667,174.86666666666667,383.73333333333335,59.13333333333333,98.9,6.333333333333333
53,155.4624652071764,188.20000000000005,170.76666666666665,365.3666666666667,66.96666666666667,113.0,9.966666666666667
54,158.70126656565924,198.2,179.10000000000002,352.13333333333344,55.66666666666666,109.4,8.466666666666667
55,161.94006792414208,183.4,171.20000000000002,406.8333333333334,63.400000000000006,125.49999999999999,13.566666666666666
56,165.17886928262493,189.33333333333334,171.39999999999998,399.9000000000001,68.6,124.86666666666667,9.733333333333336
57,168.41767064110778,181.76666666666665,186.4,408.36666666666673,67.36666666666667,127.00000000000001,6.166666666666666
58,171.65647199959062,193.5,165.23333333333335,415.4333333333333,64.10000000000001,133.8,9.733333333333336
59,174.89527335807347,170.66666666666666,186.0,447.0666666666667,89.56666666666668,130.0666666666667,9.366666666666669
60,178.13407471655628,165.79999999999998,179.03333333333333,425.5333333333334,92.36666666666667,140.63333333333335,11.633333333333335
61,181.37287607503913,184.16666666666669,179.60000000000002,421.36666666666673,117.96666666666668,157.73333333333335,14.56666666666667
62,184.61167743352198,188.36666666666667,192.43333333333337,452.7666666666667,123.16666666666666,156.56666666666666,8.066666666666666
63,187.85047879200482,180.3,211.03333333333333,431.0,101.1,149.86666666666667,15.3
64,191.08928015048767,163.33333333333334,198.86666666666667,439.73333333333335,105.66666666666667,165.13333333333335,8.966666666666667
65,194.3280815089705,169.33333333333331,180.86666666666667,471.46666666666675,119.30000000000001,180.93333333333334,15.833333333333336
66,197.56688286745336,174.33333333333334,190.23333333333332,464.4666666666667,166.1,173.53333333333336,20.233333333333338
67,200.8056842259362,180.16666666666669,171.70000000000005,456.6666666666667,151.29999999999998,153.93333333333334,11.333333333333332
68,204.04448558441902,178.13333333333335,166.4666666666667,479.03333333333336,143.83333333333334,180.03333333333336,19.733333333333334
69,207.28328694290187,174.66666666666669,168.56666666666666,443.43333333333334,151.50000000000003,189.63333333333338,25.266666666666666
70,210.5220883013847,173.06666666666666,152.23333333333335,470.80000000000007,161.8,179.0333333333333,17.666666666666668
71,213.76088965986756,163.99999999999997,178.56666666666666,477.3333333333333,160.93333333333334,191.8,18.16666666666667
72,216.9996910183504,157.3666666666667,182.4,473.73333333333335,172.53333333333333,189.26666666666668,19.033333333333335
73,220.23849237683325,173.00000000000003,212.86666666666667,470.13333333333344,192.3,180.23333333333335,23.5
74,223.4772937353161,151.13333333333335,226.16666666666666,459.43333333333334,199.3666666666667,204.00000000000003,19.933333333333334
75,226.7160950937989,152.96666666666667,214.03333333333333,465.2666666666667,212.29999999999998,221.20000000000002,23.366666666666667
76,229.95489645228176,155.20000000000005,186.96666666666667,459.4333333333334,213.3,251.33333333333334,22.9
77,233.1936978107646,159.23333333333338,199.8,475.5,220.46666666666664,271.00000000000006,26.86666666666667
78,236.43249916924745,156.66666666666669,193.39999999999998,462.0666666666666,215.36666666666667,243.36666666666667,35.0
79,239.6713005277303,157.6,185.63333333333333,470.4666666666667,231.26666666666665,239.03333333333336,33.46666666666667
80,242.91010188621314,178.5,184.46666666666667,453.1333333333333,240.83333333333337,252.13333333333333,35.0
81,246.148903244696,165.9,208.06666666666666,474.50000000000006,244.00000000000006,245.63333333333335,40.43333333333334
