,Abscissa,red_250326_2619+2621_2_0p5agarose_LB_OD0p5_still_mix50pc_30min_20X_020.tif,red_250402_2619+2621_2_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_024.tif,red_250404_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_051.tif,red_250506_2619+2621_3_0p5Agarose_LB_OD0p5_Still_mix50pc_30min_20X038.tif,green_250326_2619+2621_2_0p5agarose_LB_OD0p5_still_mix50pc_30min_20X_020.tif,green_250402_2619+2621_2_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_024.tif,green_250404_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_051.tif,green_250506_2619+2621_3_0p5Agarose_LB_OD0p5_Still_mix50pc_30min_20X038.tif
33,90.68643803751957,74.86666666666666,78.16666666666667,103.3,124.53333333333333,86.00000000000001,60.73333333333335,77.50000000000001,100.86666666666667
34,93.92523939600241,88.63333333333334,88.73333333333335,87.43333333333334,125.50000000000003,91.06666666666669,65.0,77.4,125.30000000000003
35,97.16404075448526,86.19999999999999,82.83333333333334,79.73333333333335,134.23333333333335,81.93333333333334,42.666666666666664,72.19999999999999,112.63333333333333
36,100.4028421129681,87.23333333333333,77.1,104.46666666666667,139.23333333333335,94.73333333333335,60.233333333333334,95.63333333333335,127.06666666666668
37,103.64164347145093,74.43333333333334,82.80000000000001,109.73333333333335,136.63333333333335,89.86666666666666,63.60000000000001,82.4,140.73333333333335
38,106.88044482993378,80.16666666666667,89.9,104.26666666666665,124.2666666666667,69.7,79.7,91.53333333333333,132.96666666666667
39,110.11924618841662,80.13333333333333,98.56666666666666,82.16666666666667,101.53333333333336,94.76666666666667,84.96666666666667,94.4,122.56666666666669
40,113.35804754689946,90.8,66.0,86.93333333333334,121.16666666666669,112.83333333333334,89.06666666666666,103.9,131.03333333333333
41,116.5968489053823,86.13333333333333,80.30000000000001,109.33333333333333,147.2666666666667,104.60000000000001,73.36666666666667,98.53333333333335,145.16666666666666
42,119.83565026386515,80.43333333333335,71.86666666666667,113.03333333333333,129.06666666666666,112.16666666666667,82.16666666666669,107.0,155.2
43,123.074451622348,85.96666666666667,74.10000000000001,107.83333333333336,125.03333333333333,102.93333333333335,85.8,121.9,145.16666666666666
44,126.31325298083082,82.8,92.60000000000001,102.26666666666668,117.2,101.03333333333335,81.96666666666667,115.33333333333336,147.0
45,129.55205433931368,71.86666666666667,116.73333333333335,96.5,120.0,110.6,84.36666666666666,115.93333333333335,154.63333333333333
46,132.7908556977965,94.03333333333333,96.86666666666666,107.86666666666667,119.80000000000001,113.50000000000003,100.13333333333334,120.69999999999999,142.13333333333333
47,136.02965705627935,91.1,97.93333333333335,92.63333333333334,120.50000000000001,124.16666666666669,99.06666666666665,139.3,155.4
48,139.2684584147622,84.89999999999999,95.43333333333334,112.36666666666667,136.63333333333335,113.86666666666667,119.50000000000001,138.70000000000002,158.63333333333333
49,142.50725977324504,93.83333333333334,115.13333333333334,108.10000000000001,138.73333333333335,122.03333333333333,117.33333333333334,149.50000000000003,168.66666666666669
50,145.74606113172788,88.70000000000002,92.33333333333334,112.33333333333334,129.60000000000002,113.43333333333335,115.33333333333333,143.70000000000002,147.73333333333332
51,148.98486249021073,91.30000000000001,91.96666666666667,106.43333333333335,142.03333333333333,109.23333333333333,137.3,127.50000000000001,125.10000000000001
52,152.22366384869358,84.66666666666667,95.10000000000001,109.93333333333335,128.76666666666668,130.70000000000002,115.33333333333334,133.6,134.03333333333336
53,155.4624652071764,90.73333333333335,84.03333333333336,100.10000000000002,130.2666666666667,143.36666666666667,122.76666666666667,110.80000000000001,149.6
54,158.70126656565924,109.93333333333334,96.46666666666667,94.2,134.53333333333333,124.83333333333333,138.4666666666667,132.13333333333335,148.5666666666667
55,161.94006792414208,88.26666666666667,113.46666666666667,112.46666666666665,123.46666666666667,121.43333333333334,129.43333333333334,123.30000000000001,148.6
