SPOT_ID;TRACK_ID;PREV_TRACK_ID;POSITION_X;POSITION_Y;FRAME;ELLIPSE_MAJOR;ELLIPSE_MINOR;ELLIPSE_THETA;ELLIPSE_ASPECTRATIO;AREA;ANGLE;ANGULAR_VELOCITY;TOTAL_DISPLACEMENT_VECTOR;TOTAL_DISPLACEMENT;FRAME_GAP;STEP_SPEED;MSD_LAG_TIME;MSD;file;condition;CLASS;SPOT_LABEL;NEIGHBOUR;NEIGHBOUR_UNCERTAIN;CONTACT;UPDATE_NEIGHBOUR;CONTACT_ANGLE (deg);DISP_RELATIVE_ANGLE (deg);REVERSAL;CONTACT_REVERSAL;UPDATE_NEIGHBOUR_CORRECTED;REVERSAL_CORRECTED;CONTACT_CORRECTED;CONTACT_REVERSAL_CORRECTED
31699;0;;84.23865538316501;93.10351551480592;46;2.0254791568059165;0.5143793590698988;2.595829179145065;3.937714686818673;2.995524999999991;0.0545334838491238;-0.5204721155535446;[-0.25136369169176476, 0.11472319245203266];0.2763062004141396;1;0.2763062004141396;46;51.65971593857324;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;453;[];[];0.0;[];;19.031767361151566;0;0.0;[];0;0.0;0.0
30990;0;;84.02726782752575;93.48893330963952;47;2.139126534600929;0.4592148782838592;2.7288953936777016;4.65822567116096;2.972287499999994;0.640967558757016;0.5864340749078922;[-0.21138755563926281, 0.38541779483360017];0.4395811361438722;1;0.4395811361438722;47;54.16286869798391;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;457;[];[];0.0;[];;21.15378653372483;0;0.0;[];0;0.0;0.0
31438;0;;83.97033070677429;93.91626193886722;49;2.107996272523427;0.4544909665507206;-0.5842750230713054;4.638147790970841;2.949049999999997;1.7994574431855304;0.7790196515386985;[-0.25709406988373473, 0.07675206583340355];0.2683062436453498;1;0.2683062436453498;49;58.29150628223531;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;459;[];[];0.0;[];;34.366940221490935;0;0.0;[];0;0.0;0.0
33064;0;;82.93584275618586;95.06694051825907;54;2.1156910033405905;0.4700753927218115;2.431234947862812;4.500748254637203;2.9891875000000008;0.6393347829150241;0.3077363742554425;[-0.0851419847692938, 0.21369530888527777];0.2300322642805329;1;0.2300322642805329;54;69.08885589752707;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;464;[];[];0.0;[];;23.596935073741;0;0.0;[];0;0.0;0.0
33754;0;;82.51181133429886;95.25970707796328;55;2.050403429421604;0.4684277712516315;2.3591031784383083;4.377202965449633;2.9448250000000056;0.7649703405555828;0.1256355576405586;[-0.42403142188700826, 0.19276655970419654];0.4657913624013541;1;0.4657913624013541;55;72.2838238853109;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;470;[];[];0.0;[];;47.66719424261361;0;0.0;[];0;0.0;0.0
35670;0;;82.31901978203489;95.8570984363825;58;2.128426459635205;0.4589824025584997;2.5664829589527494;4.637272470078907;2.9722875000000077;2.7212761644777514;0.1588420392326242;[0.09168836166273309, 0.30044611691978673];0.314125173834531;1;0.314125173834531;58;81.70954062965461;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;472;[];[];0.0;[];;;0;0.0;[];0;0.0;0.0
35854;0;;81.9572040498489;96.16271806853942;59;2.0872116358931927;0.4636872950572996;2.544602125098508;4.501334537611749;2.938487500000004;1.1655939644945192;-1.5556821999832322;[-0.3618157321859883, 0.3056196321569189];0.4736179722276312;1;0.4736179722276312;59;89.99568104648824;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;476;[];[];0.0;[];;;0;0.0;[];0;0.0;0.0
9731;1;;112.32836073500772;78.60480174081013;9;1.4403689264430832;0.5132545007727319;-0.0739663446353009;2.8063444631747627;2.18432500000001;0.8554165313797408;-2.1869594175159683;[0.14066124983776263, -0.007135196107682873];0.1408421038944554;1;0.1408421038944554;9;2.389318990577941;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;385;[384];[384];1.0;[384];[161.61885001527014];;0;0.0;[];0;0;0.0
17633;1;;111.9460202638583;78.02331055604901;16;1.4239578768195569;0.5234578763522912;0.179563668733095;2.720291242425058;2.2413625000000046;0.6960536408710614;0.3389064001505985;[-0.07467789133194458, -0.011215525356774947];0.0755153988456274;1;0.0755153988456274;16;5.256403213843465;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;390;[];[];0.0;[];;;0;0.0;[];0;0.0;0.0
15773;1;;111.54320099453427;77.89772457490295;17;1.418405229989378;0.5108082116107368;0.1988636652832447;2.77678627271223;2.194887499999991;0.1531462384607246;-0.5429074024103367;[-0.4028192693240129, -0.12558598114605957];0.4219421789761602;1;0.4219421789761602;17;5.750406228481529;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;384;[];[];0.0;[];;16.71856270662265;0;0.0;[];0;0.0;0.0
14967;1;;111.2393409163817;77.69250322681656;18;1.4244483707665592;0.4936936634906688;0.2912735560688372;2.885287934819691;2.182212499999998;0.2917939654316687;0.1386477269709441;[-0.30386007815258154, -0.20522134808639692];0.3666698089634475;1;0.3666698089634475;18;6.262277224375044;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;382;[];[];0.0;[];;2.020320689880179;0;0.0;[];0;0.0;0.0
15706;1;;110.40487301586757;77.17078571428172;22;1.440058358019914;0.514696249772616;0.2529374174169252;2.7978800285724;2.218124999999989;0.5724517377032682;0.2178727309194921;[-0.11044448184668454, -0.044373426560653684];0.1190251425334847;1;0.1190251425334847;22;7.512744024694572;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;384;[];[];0.0;[];;86.94465882635744;0;0.0;[];0;0.0;0.0
22490;1;;110.61477449078288;76.79146863885939;28;1.4270304500407525;0.5100514106566371;0.2876834177929077;2.797816887132225;2.1779875000000057;0.211221397096565;-2.049889045341107;[0.0005735440292511385, -0.025724472448175106];0.0257308654244354;1;0.0257308654244354;28;9.981536856639046;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;392;[];[];0.0;[];;115.83783903407567;1;0.0;[];1;0.0;0.0
22832;1;;110.26093310429866;76.77217615305518;29;1.4196037879060543;0.4957752766591916;0.3396890829381135;2.8634017361094144;2.1526375000000053;1.5386192456960517;1.3273978485994864;[-0.353841386484234, -0.01929248580420051];0.3543669380706816;1;0.3543669380706816;29;10.455877464540151;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;385;[];[];0.0;[];;25.068307133552192;0;0.0;[];0;0.0;0.0
21950;1;;109.24009540694132;76.22505656871556;35;1.4264890666306855;0.4815382271644322;0.591744414207541;2.9623589284503025;2.085037500000001;1.39673573094668;-0.6148431592752834;[-0.2835381282660734, -0.07592476331316789];0.2935275793938089;1;0.2935275793938089;35;12.663354786666911;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;383;[];[];0.0;[];;17.800700241941346;0;0.0;[];0;0.0;0.0
23317;1;;108.78767094014448;76.14211538459732;36;1.4306037759479937;0.4969130652882057;0.6123968323269655;2.87898201090417;2.1420750000000064;0.0803252648004781;-1.3164104661462015;[-0.4524244667968276, -0.08294118411824059];0.4599642792427795;1;0.4599642792427795;36;12.862085715192014;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;381;[];[];0.0;[];;22.80369749666409;0;0.0;[];0;0.0;0.0
21616;1;;108.40829250713789;75.89393131599633;37;1.4141853160958544;0.5064949359859757;0.6692087921732484;2.792101590004864;2.1991124999999982;0.3979996029455716;0.3176743381450934;[-0.37937843300659324, -0.24818406860099174];0.4533468069126327;1;0.4533468069126327;37;12.899615640614131;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;376;[];[];0.0;[];;3.9990971329118836;0;0.0;[];0;0.0;0.0
24543;1;;107.9248702983097;75.62383268482255;40;1.413772949401515;0.4989792943252393;0.7652280656964973;2.833329890598636;2.171650000000006;2.117739672972415;1.419490966836221;[0.04191778076850028, 0.06145696779559273];0.0743912577873541;1;0.0743912577873541;40;11.45052216468914;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;376;[385];[];1.0;[385];[0.8012873301070158];151.46273064413518;1;1.0;[];1;0;0
25562;1;;108.4802663734174;75.63018980124154;41;1.445405763495777;0.4916096726234148;0.9439848614997632;2.9401491548824623;2.1610875000000016;0.9607618779144224;-1.1569777950579925;[0.5553960751076943, 0.006357116418996611];0.5554324559964031;1;0.5554324559964031;41;10.663720479802867;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;378;[388];[388];1.0;[388];[9.54452556555816];23.908797874763852;0;0.0;[];1;0;0.0
29199;1;;109.04202640266504;75.88696369638693;45;1.4086731099305994;0.5019759924005087;1.145528615736077;2.8062559390423383;2.1336249999999963;1.9521391209623216;1.3911869842604974;[0.131914413175096, 0.10749729320431811];0.1701678008601659;1;0.1701678008601659;45;8.4145845693643;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;384;[393];[];1.0;[393];[12.15245673476062];8.301025346747334;0;0.0;[365];0;1.0;0.0
31284;1;;109.44653182578622;76.14830569513694;46;1.3977888030424348;0.5044797551672385;1.1079479847807905;2.770753015805477;2.101937500000002;0.110148526473766;-1.841990594488556;[0.40450542312119353, 0.2613419987500123];0.4815851717454631;1;0.4815851717454631;46;7.690662139747999;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;386;[396];[];1.0;[396];[11.053768251589858];17.59421630734631;0;0.0;[368];0;1.0;0.0
30479;1;;109.69407662085634;76.44817288803785;47;1.39907152723876;0.5242237001063588;1.0833764810570394;2.668844477948832;2.150525000000007;0.3070770038712868;0.1969284773975207;[0.2475447950701124, 0.2998671929009049];0.3888428460761139;1;0.3888428460761139;47;7.154908514808885;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;388;[398];[];1.0;[398];[14.020135574194796];20.351810473102194;0;0.0;[371];0;1.0;0.0
32844;1;;110.10624458873706;76.68717532466894;53;1.4056275961349711;0.5007298904982463;1.038402012456424;2.807157357305583;2.1146125000000078;0.4954825387246023;0.4719602990454792;[0.07224936949390326, -0.04271010229318506];0.0839292811250096;1;0.0839292811250096;53;5.133781274829247;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;386;[397];[397];1.0;[397];[6.483073692897236];40.31007079270449;0;0.0;[];0;0;0.0
33679;1;;110.30171130956047;77.23665839949531;55;1.39472232978152;0.5169570928680367;1.053721415576606;2.6979460172288414;2.1294000000000066;0.5867871966279328;-1.345141766546885;[0.1220057111036823, 0.12848433256937142];0.1771824406020868;1;0.1771824406020868;55;3.891123737709944;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;394;[405];[];1.0;[405];[4.573921259900857];;0;0.0;[];0;0;0.0
34714;1;;110.8630254350418;77.52220214187942;56;1.4310174559223436;0.4778922493991212;1.2601421292104131;2.9944353726632653;2.10404999999999;0.3406682308934455;-0.2461189657344872;[0.561314125481303, 0.28554374238410674];0.629768827649925;1;0.629768827649925;56;3.156482433344072;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;392;[405];[405];1.0;[405];[12.475109712208962];;0;0.0;[];0;0;0.0
4045;2;;62.261491113998055;28.020550498481697;0;2.362581484021052;0.4605915505513636;0.2995524072450792;5.1294503366222415;3.249025;;;[0.0, 0.0];0.0;0;0.0;0;0.0;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;142;[145];[145];1.0;[145];[62.1226866939912];;0;0.0;[145];0;1.0;0.0
4421;2;;63.04321184995968;27.77342497868816;3;2.245054846147562;0.5177465779521918;3.1177829944835;4.33620412331314;3.303950000000005;0.0572337598617341;-0.9371679295778504;[0.29547926689375714, 0.023824228420092908];0.2964381740327735;1;0.2964381740327735;3;2.801146761946723;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;136;[139];[139];1.0;[139];[74.94392596943305];;0;0.0;[139];0;1.0;0.0
4023;2;;63.167523564696985;27.44829691516764;4;2.336840856002545;0.4663252209989381;3.065538067924896;5.011182648445828;3.2870500000000007;1.2860551847131874;1.2288214248514533;[0.12431171473730984, -0.3251280635205198];0.3480828351262576;1;0.3480828351262576;4;4.785021537239339;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;131;[134];[134];1.0;[134];[71.58755983021709];68.34568048951438;0;0.0;[134];0;1.0;0.0
4011;2;;63.49422406181069;27.444133554084047;5;2.318908266009293;0.4698450176898204;-0.1042594380378243;4.935474845324796;3.189875;1.192857154058046;-0.0931980306551414;[0.3267004971137055, -0.004163361083595163];0.3267270242723346;1;0.3267270242723346;5;7.244851569977444;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;134;[];[];0.0;[];;14.784106851949952;0;0.0;[];0;0.0;0.0
3816;2;;64.14110537634484;27.264564516129457;6;2.323822940906985;0.4697650853101041;-0.1052249440152503;4.946776620005655;3.2743749999999983;0.2580313415331692;-0.9348258125248768;[0.6468813145341485, -0.17956903795458956];0.6713422930855503;1;0.6713422930855503;6;10.28780772313593;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;134;[];[];0.0;[];;13.961788820738706;0;0.0;[];0;0.0;0.0
4506;2;;64.59988794604185;27.005251305483664;7;2.319214310658294;0.4609139204452527;2.976281222416892;5.031773196213911;3.236349999999998;0.2436791843900267;-0.0143521571431424;[0.45878256969700715, -0.25931321064579294];0.5269960032801184;1;0.5269960032801184;7;13.940700345681233;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;132;[];[];0.0;[];;22.15194783513311;0;0.0;[];0;0.0;0.0
4431;2;;65.14857650273159;26.934728415300174;8;2.3192819573474;0.4585567955713772;-0.1359036070363534;5.057785599835015;3.2215625;0.3866244254531089;0.1429452410630821;[0.5486885566897399, -0.07052289018348645];0.5532021423332542;1;0.5532021423332542;8;18.22415354643018;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;132;[];[];0.0;[];;1.6223133572621122;0;0.0;[];0;0.0;0.0
5877;2;;65.90069269102969;26.859633997784968;9;2.3267793028948773;0.4447863267178309;-0.1620395244981003;5.231229386174383;3.1793125;0.028314709583299;-0.3583097158698098;[0.7521161882981033, -0.07509441751520995];0.7558557615325935;1;0.7558557615325935;9;23.133172931679283;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;131;[];[];0.0;[];;9.940678272038962;0;0.0;[];0;0.0;0.0
4161;2;;66.43974354732119;26.708697882197907;10;2.341811242921917;0.4580585738812406;-0.1998339895612385;5.112471147694468;3.1919875000000006;0.1734975657285359;0.1451828561452369;[0.539050856291496, -0.15093611558706144];0.5597834730117582;1;0.5597834730117582;10;28.668337808407955;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;131;[];[];0.0;[];;0.7879208881127178;0;0.0;[];0;0.0;0.0
5231;2;;66.88372002200333;26.590942244225086;11;2.3646736879052708;0.4521120313748571;2.9681341111562096;5.230282593264284;3.200437500000005;0.0137518137428047;-0.1597457519857312;[0.4439764746821453, -0.11775563797282018];0.4593272257830701;1;0.4593272257830701;11;34.730793993377446;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;136;[];[];0.0;[];;32.9098502399222;0;0.0;[];0;0.0;0.0
3682;2;;67.38266149870512;26.04137381567524;12;2.361345437022732;0.4590285095651592;-0.1316616564804458;5.144223915982147;3.27015;0.5743852430248881;0.5606334292820834;[0.4989414767017877, -0.549568428549847];0.7422722242089548;1;0.7422722242089548;12;41.37556764312055;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;132;[];[];0.0;[];;0.8548019776390964;0;0.0;[];0;0.0;0.0
4663;2;;67.80973672758978;25.556625326371076;13;2.316770537209325;0.4762302024222833;-0.1004617939276154;4.86481228075282;3.23635;0.0149191089623686;-0.5594661340625195;[0.4270752288846609, -0.4847484893041667];0.6460451601935868;1;0.6460451601935868;13;48.556448797938415;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;132;[];[];0.0;[];;47.39305952623632;0;0.0;[];0;0.0;0.0
12486;2;;68.170214532126;25.548910090556436;14;2.4413384840380723;0.4646934371216554;2.997946435175609;5.25365389096067;3.265924999999997;0.8271649313264915;0.8122458223641229;[0.3604778045362167, -0.0077152358146399536];0.360560358923338;1;0.360560358923338;14;56.26498802129945;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;135;[];[];0.0;[];;13.84180601678036;0;0.0;[];0;0.0;0.0
11947;2;;68.71231829980673;25.670240644603936;15;2.417028050576834;0.4399473892564963;-0.2328402055813099;5.493902474706284;3.255362499999995;0.2415850894151847;-0.5855798419113067;[0.5421037676807288, 0.12133055404750337];0.5555156147932439;1;0.5555156147932439;15;64.7745602646779;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;138;[];[];0.0;[];;25.46628103686643;0;0.0;[];0;0.0;0.0
13588;2;;69.43309931138602;25.50581396600046;16;2.439990228495709;0.4516805521568388;2.9357517828501702;5.402026314492419;3.2722625;0.4444704523315211;0.2028853629163363;[0.720781011579291, -0.16442667860347626];0.7392979097020611;1;0.7392979097020611;16;73.9425633070265;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;139;[];[];0.0;[];;1.8767625535236068;0;0.0;[];0;0.0;0.0
11683;2;;70.1108333333338;25.327668067226966;17;2.3839789198283774;0.4547780118939425;2.9066816059986698;5.242071642602498;3.2680374999999984;0.0327556858371232;-0.4117147664943979;[0.677734021947785, -0.17814589877349363];0.7007562812813999;1;0.7007562812813999;17;83.74580590703377;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;132;[];[];0.0;[];;14.293465285682029;0;0.0;[];0;0.0;0.0
12608;2;;70.99787711313525;24.835550498483247;18;2.2861653298030427;0.4827533349331978;2.9988300895469786;4.735680034441184;3.2490250000000045;0.2494680307546633;0.21671234491754;[0.887043779801445, -0.49211756874371915];1.0144093694119074;1;1.0144093694119074;18;94.14961740418823;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;128;[];[];0.0;[];;20.27193041263677;0;0.0;[];0;0.0;0.0
12018;2;;71.83238150098627;24.707124753126703;19;2.29427324033436;0.4669445968399053;-0.0837013208116608;4.9133735690724025;3.2088875000000003;0.3538119314356885;0.1043439006810252;[0.8345043878510268, -0.12842574535654094];0.8443285766886017;1;0.8443285766886017;19;104.8495493855629;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;135;[];[];0.0;[];;16.51272992353908;0;0.0;[];0;0.0;0.0
10362;2;;72.3495991222446;24.77764236780169;20;2.3877184980546726;0.4659432623081945;0.0088308984119476;5.124483367838325;3.289162499999997;0.2882015056583371;-0.0656104257773513;[0.5172176212583253, 0.07051761467498352];0.5220026836325363;1;0.5220026836325363;20;115.93338864900028;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;134;[];[];0.0;[];;46.717023688243;0;0.0;[];0;0.0;0.0
11627;2;;72.85123912097035;24.372100739772144;22;2.369339157709117;0.4660016821936605;3.060157524876703;5.08440043940543;3.236350000000006;0.485785515861833;-0.1364303992135899;[0.1493683838935027, -0.21912973327625096];0.2651956902226687;1;0.2651956902226687;22;140.18904143712328;240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5_CH1;Strain232_CoverageUnknown;moving;133;[];[];0.0;[];;50.85396728505406;0;0.0;[];0;0.0;0.0
