Number of tracks,Number of tracks with contact reversals,Number of contacts,Number of reversals,Number of contact reversals,Probability of contact reversals (%),Total tracked time (h),Contacts frequency (/h),Reversals frequency (/h),Contact reversals frequency (/h)
183,123,3162.0,824,540.0,17.077798861480076,15.13611111111111,296.31124977060017,54.439346669113604,35.67627087538998
