LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Mean intensity ch3,Median intensity ch3,Min intensity ch3,Max intensity ch3,Sum intensity ch3,Std intensity ch3,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Contrast ch3,Signal/Noise ratio ch3,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Mean ch3,Median ch3,Min ch3,Max ch3,Sum ch3,Std ch3,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,Ctrst ch3,SNR ch3,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(sec),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID237699,237699,0,576.0,38.20792737902118,97.49048451301019,0.0,20.0,4,0.8805176928472278,1,,2560.8697916666665,2570.0,0.0,2570.0,1475061.0,151.31909982822947,6026.852430555556,5963.0,5295.0,7928.0,3471467.0,425.46985681121004,159.78472222222223,162.0,110.0,208.0,92036.0,20.867503571678366,0.0816935266783763,2.5562725580317607,-0.024789253273828388,-0.7201396486735865,0.11204383324655418,1.542981800425935,-0.03580930283132811,1.9651081807690324E-5,1.9676350750337754,0.41031019450291867,0.10183399594470718,4.795481812041058,2.4357126217856258,8.176834509558965,0.45778914892926426,0.9209265175718859,5.239286949214559
ID285574,285574,0,604.0,32.380583454139746,93.84345689153218,0.0,85.0,17,0.9020198991727066,1,,2438.6738410596026,2459.0,0.0,2482.0,1472959.0,222.99214580866644,6085.9668874172185,5988.0,5342.0,7988.0,3675924.0,446.51756874757575,158.3725165562914,160.0,108.0,217.0,95657.0,22.755065544147854,0.07756151414568035,1.574339368118569,-0.023142599803337105,-0.6458058933171609,0.10724123536062204,1.3481905528816538,-0.019014573522354423,0.0019187943776669402,2.031215364821017,0.4196600948945264,0.17030722776235918,4.840144177471829,2.5561251278062658,8.10928152344767,0.4884579902174731,0.9482758620689643,5.072141057843186
ID398853,398853,0,605.0,28.257550498970794,86.92957271266116,0.0,280.0,56,0.9001542924202572,1,,2318.559068219634,2330.0,0.0,2387.0,1393454.0,164.3904404817892,6112.4059900166385,6016.0,5269.0,7977.0,3673556.0,483.76026248965496,159.85357737104826,162.0,110.0,217.0,96072.0,21.71417028918567,0.11006033091323018,2.7967640747049187,-0.029808768587062384,-0.7764235281115087,0.1146725210466567,1.5146810134314141,-0.0061366462585790895,-0.002591408564546163,2.0425259917224285,0.41777034395494256,0.5493747670070657,4.889111975700025,2.5455626272781338,8.530144139595386,0.4396235113040128,0.9026217228464387,5.346437283302734
ID337409,337409,0,595.0,35.43226537856416,91.1496037280265,0.0,205.0,41,0.8967864200292894,1,,2399.879598662207,2416.0,0.0,2435.0,1435128.0,197.1105996498164,6069.2959866220735,5995.0,5282.0,7845.0,3629439.0,433.5275095364818,160.30602006688963,161.0,94.0,210.0,95863.0,19.86845341452182,0.08973775211726728,2.005222921113341,-0.02782899297964192,-0.8015054478800372,0.11464357618433765,1.6596995365492633,0.005610410701998098,-9.220262126019479E-4,2.083743854616478,0.4023651075725985,0.26801851499067286,5.178738949774638,2.526550126327502,8.279749152417107,0.46313054410525023,0.9365700861393907,5.208986356003838
ID237958,237958,0,587.0,38.087553523943434,97.17303525115452,0.0,25.0,5,0.8881216137335577,1,,2556.887755102041,2570.0,0.0,2570.0,1503450.0,183.2584335806366,6070.391156462585,5992.0,5233.0,7947.0,3569390.0,434.31270977321316,160.03401360544217,161.0,108.0,218.0,94100.0,22.082211258180678,0.05838585559693845,1.5393639457380521,-0.012901612845449797,-0.3653656347468545,0.1106114593382824,1.4435695229819145,0.04854065438492436,-0.020089919921042632,1.9306392390343419,0.4496334111513069,0.02211567048331209,4.293807335382065,2.4779626238981223,8.042214036450117,0.48145240546838725,0.9444444444444424,5.108909993702666
ID235654,235654,0,589.0,38.45920720971293,97.85924827627991,0.0,15.0,3,0.8903901272980348,1,,2585.6706281833617,2599.0,0.0,2599.0,1522960.0,185.17628162182288,6032.0899830220715,5960.0,5252.0,8162.0,3552901.0,472.5821424314165,156.16129032258064,157.0,106.0,224.0,91979.0,23.11387358435909,0.09348835574153401,2.387597950796083,-0.037327391363585205,-0.9898503150839552,0.09626432061238922,1.1865354586274253,0.008871857243381524,0.0021211395846491587,1.9887964390025217,0.4112481126103982,0.10845996464249896,4.836001377316075,2.490637624531883,8.205425650844276,0.4648557197571736,0.9379474940334105,5.1993115588896615
ID236554,236554,0,582.0,39.221964353631684,98.45479377312319,0.0,0.0,0,0.8885001015469179,1,,2565.923469387755,2588.0,0.0,2599.0,1508763.0,237.83616236745988,6043.367346938776,5941.0,5094.0,7885.0,3553500.0,535.0055368419587,158.3656462585034,159.0,82.0,209.0,93119.0,21.9216657920383,0.0967930610607382,1.904212169983549,-0.03480947105068161,-0.8147701036341896,0.1039855854785838,1.3609029613845378,0.0033890675293673164,-3.436779614303052E-4,1.9656347863234822,0.4104310972422326,0.19148432895441686,4.789195554457178,2.4800751240037475,8.035792807136836,0.4826332510031852,0.9273301737756677,5.1026562511824105
ID322318,322318,0,598.0,32.71413010910857,91.29154851707301,0.0,150.0,30,0.8997807068916439,1,,2426.8388704318936,2439.0,0.0,2465.0,1460957.0,171.89415236715095,6038.029900332226,5949.0,5266.0,8011.0,3634894.0,442.17613332417744,161.6079734219269,164.0,113.0,216.0,97288.0,20.295056557648742,0.10857723364728601,2.7655572436468185,-0.03364630707134669,-0.9508921253769684,0.11760456117263786,1.675863005715822,-0.043093698256625276,-0.012924173993179336,2.0433873659727406,0.42036949627163245,0.19831168068906171,4.860931594932745,2.5434501271725,8.264193619841262,0.46798520462830484,0.9347826086956532,5.181898123647762
ID372616,372616,0,607.0,35.273502792842784,91.43930681779626,0.0,225.0,45,0.9061107133532692,1,,2434.257328990228,2438.0,0.0,2457.0,1494634.0,98.42315791053647,6024.340390879479,5943.0,5242.0,7907.0,3698945.0,381.69531646835316,159.63029315960912,162.0,103.0,218.0,98013.0,21.245211591664656,0.11286695604372585,5.016753379541055,-0.03906920040372474,-1.2834089888406799,0.11394304123500501,1.537124583005775,0.006594606022784736,0.0018922403016187566,2.0334184086902827,0.4158544004892286,0.26875122472357105,4.889736422887635,2.5793626289681355,8.484402242306412,0.45027700337190285,0.8931967812728605,5.282810695421333
ID380309,380309,0,587.0,29.919191224168962,88.06711844817279,0.0,265.0,53,0.8945341274316168,1,,2361.8020134228186,2370.0,0.0,2376.0,1407634.0,137.19683852094232,6140.835570469799,6103.0,5491.0,7574.0,3659938.0,327.28856510770777,159.6795302013423,161.0,109.0,219.0,95169.0,21.170845271902063,0.050450972570189344,1.6535720982936957,-0.004129693453826947,-0.15561149107732034,0.11353114822924844,1.5379906815650801,0.012670040113542249,0.005903121572694819,1.9167408953226894,0.5263606531968127,0.5015297842497748,3.6414972959728367,2.5138751256937626,8.1981152666389,0.47002994182443286,0.9949832775919734,5.170614620865974
ID240274,240274,0,570.0,35.73646872966685,96.24628164591672,0.0,45.0,9,0.8755397316687644,1,,2544.446208112875,2549.0,0.0,2550.0,1442701.0,107.05031766050273,6064.841269841269,6044.0,5477.0,7509.0,3438765.0,313.353337277325,158.352733686067,160.0,104.0,213.0,89786.0,22.512636940595332,0.05616861262401525,2.5281087348416955,-0.013977598984334195,-0.5487327804463672,0.10392448022569323,1.3243649855851305,-0.045501349234548814,-0.008495232687745826,1.9187416753823179,0.426556621463191,-0.018478176825906727,4.498210973259718,2.408250120412528,7.996127793045669,0.4733168897422622,0.9283387622149885,5.152629682441195
ID329236,329236,0,584.0,32.67756765425051,91.06966097980425,0.0,155.0,31,0.8877429645525322,1,,2392.1811965811967,2417.0,0.0,2432.0,1399426.0,243.7286232044034,6027.822222222222,5965.0,5315.0,8166.0,3526276.0,391.05241194613404,161.77094017094018,162.0,108.0,220.0,94636.0,19.929726969881365,0.12480472746382984,2.1780680080753774,-0.03888180247272272,-1.247168265287677,0.11844605321428654,1.7192328817692561,-0.01852013910173323,-0.0052372677275708554,2.0320871712148705,0.40278045535194984,0.1880175992696218,5.045148403338566,2.4758501237925117,8.309565967070391,0.45058583549577486,0.9398556535685647,5.280999962401426
ID237850,237850,0,572.0,37.32521692846347,96.75143995527947,0.0,30.0,6,0.8763074124227069,1,,2571.9595782073816,2572.0,2549.0,2572.0,1463445.0,0.9642101587457106,6017.859402460457,5937.0,5337.0,7416.0,3424162.0,383.68185441690787,157.91739894551844,159.0,103.0,224.0,89855.0,23.148826429294225,0.06584329119203364,329.56463849144234,-0.024850376230233864,-0.7993969425073242,0.1024632370424761,1.2680458439749642,-0.0011714076268055928,0.0014652058524649327,1.9823429149493053,0.42118962289023343,0.055762318344584824,4.70653313190939,2.4124751206237742,7.98183730301996,0.47584659390021766,0.9508742714404672,5.138915179875851
ID371999,371999,0,610.0,33.76352270201261,90.80111292576818,0.0,235.0,47,0.905739584640851,1,,2399.533551554828,2415.0,0.0,2450.0,1466115.0,194.97831767725,6073.860883797054,5959.0,5193.0,8115.0,3711129.0,524.6540580372513,160.21931260229132,162.0,105.0,215.0,97894.0,22.14440728384799,0.12806778511892358,2.7943139911995267,-0.046418041313732734,-1.12706920789504,0.11591011337561392,1.503048229574856,0.009316239126686316,0.002272719853005937,2.0143512490986777,0.43229333576094464,0.4825929942619904,4.659686103078398,2.5772501288624974,8.474517442370614,0.4509583971955142,0.9249431387414684,5.278818048429621
ID326554,326554,0,572.0,31.84907658045238,91.13713874866708,0.0,145.0,29,0.8743869467953259,1,,2401.6042031523643,2423.0,0.0,2423.0,1371316.0,225.94683643411275,6086.903677758319,6015.0,5263.0,7972.0,3475622.0,446.3603879926023,164.48511383537652,164.0,121.0,219.0,93921.0,18.749625655566053,0.1140341585040473,2.1760136752759314,-0.036953592674023865,-1.0465265014485832,0.12307847593792741,1.922808352304343,-0.017120766331665465,-8.490417547092383E-4,1.9280017145293604,0.40772949727775015,0.30207782848832876,4.728629464882652,2.401912620095635,8.075447596801386,0.4628431722824076,0.9327317473338801,5.210603192670463
ID327332,327332,0,607.0,36.50790871412018,91.27349518964878,0.0,185.0,37,0.906481690119416,1,,2399.1704918032788,2427.0,0.0,2440.0,1463494.0,258.7072772178478,6061.259016393443,6009.0,5147.0,7696.0,3697368.0,554.8173608499546,157.772131147541,160.0,106.0,217.0,96241.0,21.462508887201025,0.11500016009354612,1.9129603870353444,-0.026717071743603993,-0.599780784016137,0.10638101476541004,1.4136412635076432,0.0038019805196747997,-6.20625203593473E-4,2.018919950349329,0.42348254500479626,0.27388756658035873,4.767421878808401,2.5814751290737536,8.20919443685355,0.4813674554755524,0.9531981279251213,5.109360774822516
ID238370,238370,0,572.0,39.27843466433369,98.03507080456941,0.0,10.0,2,0.8778407598988044,1,,2587.3821989528797,2601.0,0.0,2601.0,1482570.0,187.87244267729847,6021.848167539267,5915.0,5245.0,7820.0,3450519.0,510.69410772187894,157.76439790575915,160.0,109.0,212.0,90399.0,22.27251723495246,0.11764382906925334,2.899300473504818,-0.04400463574158981,-1.085529409027953,0.10311964221431746,1.3243063946075666,-0.01395340556283393,0.006045839121627147,1.963609735173747,0.4070135518269606,0.010052430510099953,4.824433305376927,2.4209251210462464,8.001189581601723,0.47520620130230595,0.962216624685141,5.142376640668758
ID235297,235297,0,564.0,34.14287681568336,95.37401363362018,0.0,65.0,13,0.8701470027392018,1,,2489.662522202487,2503.0,0.0,2503.0,1401680.0,182.38668728740973,6035.596802841918,5980.0,5291.0,7862.0,3398041.0,392.48455661130424,159.98401420959146,162.0,103.0,220.0,90071.0,20.138791383224113,0.07475366627137665,1.8988947957794928,-0.020560816748726063,-0.6456401513272647,0.1132036845382721,1.6156939899969622,0.02985468754497041,-0.02693510775056672,1.875274819424013,0.44507296166044724,0.01021352171336755,4.2134098922295085,2.378675118933749,7.9833649215573335,0.46900020334311576,0.9117408906882554,5.176287818293117
ID277155,277155,0,556.0,32.940339388532664,94.38473404871193,0.0,75.0,15,0.8658862974005229,1,,2473.0770609318997,2473.0,2473.0,2486.0,1379977.0,0.914364108760921,6031.252688172043,5968.0,5293.0,7507.0,3365439.0,358.4261061313684,159.98566308243727,162.0,109.0,213.0,89272.0,20.64689392025218,0.07892791977596754,395.71881454574554,-0.0296386564060863,-1.0279285079420855,0.10821111708235485,1.513232683097923,-0.025771206176070056,-2.021881307760159E-4,1.9790709116413536,0.38850735556514315,0.17510037825068875,5.094037174051682,2.3554376177718823,8.00242633254655,0.46220868423873346,0.9354026845637567,5.2141783436060525
ID241835,241835,0,569.0,35.18065543034275,95.44785404103992,0.0,60.0,12,0.8709194369816216,1,,2486.678507992895,2500.0,0.0,2500.0,1400000.0,182.16808558471413,6044.4653641207815,5996.0,5194.0,8060.0,3403034.0,445.19127416805276,158.40674955595026,160.0,113.0,215.0,89183.0,19.793590318778126,0.10118286838618011,2.5085622514632946,-0.03188024125679613,-0.8941981374062892,0.10529202667626882,1.5247461626379128,-0.016819608451496423,-0.017701749576497238,1.8832883856903992,0.44141107841624627,-0.05980596498313062,4.266518168160875,2.382900119144995,7.9979584372314525,0.46812023801011765,0.9306930693069283,5.181150687797887
ID280237,280237,0,576.0,31.771670349464323,92.51830242850515,0.0,115.0,23,0.8808994477720998,1,,2424.78856152513,2446.0,0.0,2483.0,1399103.0,226.90885577091507,6091.247833622184,6011.0,5219.0,7933.0,3514650.0,442.7499128705293,158.27036395147314,159.0,108.0,219.0,91322.0,23.692907372526964,0.10379976857939302,2.009826235790478,-0.0351869288437835,-1.0034967386147056,0.09979025119677254,1.2122424566314183,0.003333469768627854,-0.0036191629569467805,1.9109994643772712,0.42217024052756363,0.30401192287941203,4.5266086543409525,2.4378251218912528,8.15039465161946,0.46116372191646887,0.8952676493405727,5.220082468977436
ID325805,325805,0,630.0,36.853320332631036,91.24011962388626,0.0,180.0,36,0.9193715749946924,1,,2410.602870813397,2430.0,0.0,2450.0,1511448.0,216.3073858366002,6037.8102073365235,5992.0,5067.0,8134.0,3785707.0,570.7013990909763,159.6395534290271,160.0,108.0,217.0,100094.0,19.99946241589649,0.10731320776567405,2.1600659604144217,-0.031806256789463146,-0.695105628054853,0.11585538018196301,1.6575264707299466,0.016189951792482168,0.010595117636958045,2.0341564333234228,0.44065809462283667,0.23367783305174594,4.6161785251317715,2.6554126327706364,8.313211656766546,0.48284107173835267,0.931111111111111,5.101558009994542
ID398767,398767,0,625.0,26.889604363879553,85.92248586141781,0.0,290.0,58,0.9087043702606805,1,,2303.0,2303.0,2303.0,2303.0,1414042.0,0.0,6068.122149837133,5952.0,5275.0,7580.0,3725827.0,470.7462019882885,160.86644951140065,163.0,108.0,229.0,98772.0,20.968983886987687,0.08951766072757886,Infinity,-0.02458606467816917,-0.6498266964223272,0.12022162605273622,1.6466326839379897,-0.009347293245581865,-0.0018474202672563306,2.0786062840347523,0.41405175040019254,0.5240201623709455,5.020160600759981,2.5941501297074994,8.60061801357533,0.44070263919948954,0.9198501872659153,5.339887486114314
ID321333,321333,0,606.0,31.633816797447288,90.99969836960462,0.0,140.0,28,0.9027650623722134,1,,2399.0726072607263,2415.0,0.0,2422.0,1453838.0,195.71981493742564,5972.003300330033,5874.0,5172.0,7799.0,3619034.0,496.9021188237873,162.48349834983497,163.0,110.0,223.0,98465.0,19.040857982244308,0.12438179585369996,2.711949564968801,-0.05334189653674704,-1.3544235048197655,0.12004180964631561,1.8291572475229474,0.010072097383432276,-4.123400578806757E-4,1.979941613487673,0.4321033581929822,0.40934324835613944,4.582101888232512,2.5603501280175065,8.193384138392457,0.4792725873261936,0.9337442218798122,5.120514935236282
ID276787,276787,0,591.0,31.85415342202339,91.75861855345089,0.0,125.0,25,0.8934058518586551,1,,2420.6053962900505,2437.0,0.0,2473.0,1435419.0,199.65284762664197,6100.0607082630695,6012.0,5286.0,8220.0,3617336.0,435.62511742311517,158.72849915682968,160.0,105.0,227.0,94126.0,22.792293934078863,0.08055634173333175,1.8077185016911557,-0.026251625905543155,-0.7550239040138991,0.1105828503157681,1.3868633951639333,-0.03862056310635613,-0.028331398400417384,1.9870825763845903,0.4367848385603094,0.34425869587034086,4.549339631234068,2.5075376253768855,8.150686480495432,0.474317279093249,0.9166023166023206,5.147193071874545
ID373170,373170,0,609.0,31.36782894323275,88.67152590958608,0.0,255.0,51,0.9072231885584308,1,,2388.756137479542,2401.0,0.0,2401.0,1459530.0,167.97089260181156,6103.924713584288,6026.0,5347.0,7615.0,3729498.0,374.8791992026164,160.51554828150572,162.0,107.0,223.0,98075.0,21.174009829998244,0.07479571628618059,1.979331700368434,-0.019121660422000576,-0.6348312215581959,0.11387930724225188,1.550067720524266,-0.011026026661064761,-0.0027686504432697973,2.0659162113498604,0.4224550474714627,0.4877731911343175,4.890262819003045,2.5857001292850152,8.392800301366277,0.46129021456593,0.9510489510489497,5.219366707713238
ID374585,374585,0,624.0,30.302712902889365,88.22778064643212,0.0,260.0,52,0.9193715749946904,1,,2355.5693779904304,2367.0,0.0,2380.0,1476942.0,163.4786956059562,6125.567783094099,6090.0,5337.0,7690.0,3840731.0,367.09988949135663,159.73365231259967,160.0,106.0,242.0,100153.0,20.779710241617096,0.07663867855485107,2.0513641509954086,-0.01944688101749132,-0.6618672976388261,0.11295984635234793,1.560384139224555,-0.01501101951072042,-0.009393025345480728,2.0812219099616485,0.42781942144684365,0.45995071698933576,4.864720500353066,2.655412632770625,8.532343129991071,0.45835846495044147,0.9331848552338525,5.236032142090126
ID386233,386233,0,611.0,28.868532856787407,87.34469036443808,0.0,270.0,54,0.907223188558431,1,,2338.364975450082,2342.0,0.0,2380.0,1428741.0,94.8132557177225,6086.908346972176,6015.0,5263.0,7976.0,3719101.0,440.9694440687982,158.2962356792144,159.0,108.0,213.0,96719.0,19.75677436596479,0.10026842516292449,4.495093992090237,-0.03429591058737942,-0.9804298580008686,0.10858349325390361,1.569567309088297,-0.00902508682366413,-0.010574276132453327,2.0384772336204064,0.4102035502461866,0.554585477236291,4.969428549306801,2.5857001292850166,8.571995081434633,0.4422055559391016,0.92099322799097,5.330805468996823
ID235714,235714,0,580.0,36.377472074372314,96.51424405068568,0.0,35.0,7,0.8816624617287281,1,,2536.110726643599,2545.0,0.0,2545.0,1465872.0,149.577851453921,6051.641868512111,5972.0,5286.0,8046.0,3497849.0,437.4514914762201,158.90484429065745,162.0,109.0,216.0,91847.0,21.025847196304206,0.06817796003768545,2.164369003051616,-0.022583283375097244,-0.6392645692161412,0.10689552303314435,1.459709769153292,-0.006778239851763301,7.15584467911971E-4,2.013288926216347,0.4075733024796307,0.09525317913099142,4.9396977524477705,2.4420501221025064,8.119723135155589,0.4654596037359896,0.9383116883116833,5.195937689310431
ID235329,235329,0,595.0,35.87465279560306,96.414630399121,0.0,40.0,8,0.8926528758699646,1,,2533.1300675675675,2546.0,0.0,2565.0,1499613.0,180.93876737097463,6008.4746621621625,5937.0,5329.0,7906.0,3557017.0,374.415880368297,156.20101351351352,157.0,107.0,209.0,92471.0,22.735702053625296,0.07030996099906565,1.8393447960047915,-0.026515798690908848,-0.8742100093639591,0.09506268452139903,1.1928245477177035,-0.023571312396364605,-0.0012454272703890364,2.032989338530823,0.42221564658589056,0.05671789356810769,4.815049738137205,2.5033126251656315,8.173457886000195,0.47088330743548695,0.9564164648910398,5.165927232748117
ID398912,398912,0,603.0,27.86446323732756,86.50494515936427,0.0,285.0,57,0.9087043702606808,1,,2288.7824675324673,2323.0,0.0,2332.0,1409890.0,278.9387695454444,6144.725649350649,6037.0,5252.0,8489.0,3785151.0,549.1389485111536,155.31493506493507,158.0,107.0,209.0,95674.0,23.010315911993935,0.09280073345252444,1.393593345096426,-0.025462379455648346,-0.5847235990075396,0.10134374956933505,1.2422091131507478,-0.028591687793038865,-0.01444154422685501,2.0582605531316713,0.421380362060833,0.5017237958293006,4.884566862739865,2.594150129707501,8.40267596813529,0.46171048574509654,0.9593750000000033,5.2169907070976445
ID340429,340429,0,595.0,35.097154755664334,90.77653201643193,0.0,195.0,39,0.8979104477360225,1,,2383.085141903172,2395.0,0.0,2426.0,1427468.0,169.23295702102322,6081.121869782972,6001.0,5391.0,7694.0,3642592.0,384.2945021557472,161.8280467445743,164.0,111.0,215.0,96935.0,21.081831675175177,0.07837482704800683,2.046875678765591,-0.02026405526649639,-0.6545862083380496,0.11569424957341395,1.5919961944578238,-0.010151825694228993,-0.014545587329310154,1.9738755249528939,0.4388829613547945,0.2451822585916812,4.497498647155742,2.53288762664438,8.27174670411911,0.46519103045255317,0.9230177059276372,5.197437383623687
ID277965,277965,0,588.0,31.445553268408972,93.5110399264295,0.0,90.0,18,0.8888784281987439,1,,2442.529711375212,2455.0,0.0,2465.0,1438650.0,174.91339319541817,6078.797962648557,6044.0,5193.0,8001.0,3580412.0,376.87819212117125,159.96943972835314,161.0,110.0,220.0,94222.0,21.7000050908765,0.10316970907070941,2.6119007102575265,-0.03423265477534192,-1.1434436329260267,0.11290959390009266,1.4958158912724375,-0.037680414834067616,-0.0073718722155278775,2.0720995195009575,0.40630233132968246,0.25195344602698944,5.099895717358342,2.4821876241093763,8.18174292701255,0.46596447831887494,0.9362549800796827,5.19312201561709
ID321224,321224,0,591.0,33.7127023080194,91.06383927293408,0.0,160.0,32,0.8918992641899373,1,,2409.6677966101697,2422.0,0.0,2434.0,1421704.0,172.4149399699733,6049.594915254237,5960.0,5219.0,7680.0,3569261.0,384.5738809684917,156.67796610169492,158.0,110.0,219.0,92440.0,21.251458096757457,0.1983060318167849,4.625731843856331,-0.04792449427177441,-1.583662569721689,0.09665221458896096,1.2995472580603724,0.034780658113442234,-0.0042253892193099855,2.040144831352556,0.4079171850294221,0.09645781674038857,5.00137014625997,2.4990876249543894,8.28525281871906,0.4574881166769794,0.9220576773187824,5.241010420191935
ID283339,283339,0,573.0,31.62009338309307,93.11724191126024,0.0,105.0,21,0.8801357723378941,1,,2418.991304347826,2436.0,0.0,2437.0,1390920.0,202.64128274192632,6119.923478260869,6064.0,5357.0,7626.0,3518956.0,388.22515072234256,159.67304347826087,161.0,112.0,213.0,91812.0,21.695410173643605,0.11016492089483217,2.369148063891347,-0.03033490551040973,-0.9863094732795814,0.11070084173448111,1.467058918247566,-0.021963117537643975,0.001729763042894879,1.9815686286773369,0.39952647216667225,0.2973795025372721,4.959793071861023,2.433600121680004,8.160477761381369,0.45922752553331486,0.9327935222672045,5.231075357288093
ID282326,282326,0,557.0,32.01140008727028,92.17156647540477,0.0,120.0,24,0.8686000735109801,1,,2415.776785714286,2442.0,0.0,2442.0,1352835.0,251.6331809967838,6107.839285714285,6030.0,5323.0,8076.0,3420390.0,407.78775201078287,161.85,164.0,99.0,230.0,90636.0,22.405013175283198,0.08616693295347196,1.5232211079887137,-0.024548775222301616,-0.753889492315957,0.1154671259117,1.4955435910154395,-0.012835673778507617,-0.018231650227841338,1.9378710997035584,0.41707731019035893,0.26909063156153157,4.646311492752007,2.3702251185112573,8.097601649813708,0.45424132644588,0.9174161896974606,5.259707708839226
ID371670,371670,0,627.0,34.7013377011352,91.06995515773852,0.0,215.0,43,0.9123968046922938,1,,2409.289855072464,2417.0,0.0,2450.0,1496169.0,137.07332524487944,6055.219001610306,5972.0,5391.0,7731.0,3760291.0,387.01106555777295,160.24315619967794,162.0,103.0,221.0,99511.0,19.828388064795977,0.13581245404688425,4.2033840268085845,-0.04502601148309604,-1.475395326131733,0.11466864693791096,1.6627271123897815,-0.02595182761158333,-0.012612454640816052,2.0529410852405245,0.4231887580886192,0.3504172652083106,4.851123868490433,2.6152751307637505,8.472808785802718,0.4577964676136564,0.9343396226415117,5.239245069423444
ID368081,368081,0,605.0,35.06498232757093,91.3123291583195,0.0,220.0,44,0.903137413413979,1,,2415.113673805601,2427.0,0.0,2446.0,1465974.0,170.36246137298068,6065.67215815486,5997.0,5301.0,8005.0,3681863.0,355.02275704373096,161.3986820428336,163.0,109.0,218.0,97969.0,20.437521265746625,0.09464635755934542,2.4514539245116,-0.02649798804689346,-0.9300981559190128,0.11415287567924652,1.618243341465552,-0.039709768409874856,-0.01206762016571178,2.036203757924064,0.40811114192012865,0.31377979534817413,4.98933635662064,2.5624626281231353,8.292329363802502,0.46828938893955646,0.9259541984732833,5.180214860902971
ID328275,328275,0,619.0,36.71027869553457,91.08147797148234,0.0,175.0,35,0.9160743560948288,1,,2407.630225080386,2439.0,0.0,2439.0,1497546.0,275.0426140361925,6001.237942122187,5983.0,4964.0,8062.0,3732770.0,554.7544651116364,161.7186495176849,162.0,113.0,246.0,100589.0,18.933214416922365,0.18483985148767013,2.73121414726473,-0.04987584475503125,-1.135742664884211,0.11847335695714249,1.8095092166521898,0.012684155743025283,4.863825687274839E-4,2.058650436695086,0.41378103255784104,0.19397514630583992,4.975217022320408,2.6364001318200008,8.318609461406787,0.4787620493354122,0.9454545454545477,5.123244392228887
ID334931,334931,0,608.0,35.28441436190928,90.8573178396576,0.0,200.0,40,0.9090742886029978,1,,2397.189935064935,2405.0,0.0,2425.0,1476669.0,136.94789690841435,6096.941558441558,6023.0,5379.0,7880.0,3755716.0,400.7284665407536,161.58766233766235,164.0,114.0,221.0,99538.0,18.34587595640367,0.07488326870281004,2.438936900664844,-0.015643401547541777,-0.48358249290240257,0.11485557988654892,1.8148186265148882,-0.025500706567823026,-2.0995826031855385E-4,2.0376968796041117,0.41429657253137947,0.2522370770475775,4.918449764509634,2.59626262981313,8.340343403475078,0.46901919953598886,0.9388846447670024,5.176182992352605
