File,Number of tracks,Number of tracks with contact reversals,Number of contacts,Number of reversals,Number of contact reversals,Probability of contact reversals (%),Total tracked time (h),Contacts frequency (/h),Reversals frequency (/h),Contact reversals frequency (/h)
240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h30_1001-CH1.tif,38,17,96.0,42,18.0,18.75,1.0819444444444446,267.11168164313216,38.81899871630295,16.636713735558406
