File,Number of tracks,Number of tracks with contact reversals,Number of contacts,Number of reversals,Number of contact reversals,Probability of contact reversals (%),Total tracked time (h),Contacts frequency (/h),Reversals frequency (/h),Contact reversals frequency (/h)
241004_459+2624_0p5pagarose_2xTrpNC_OD0p5_5s_mix10pc_1h_3-CH1.tif,76,26,274.0,229,48.0,17.51824817518248,2.7208333333333337,105.4823889739663,84.16539050535987,17.641653905053598
