File,Number of tracks,Number of tracks with contact reversals,Number of contacts,Number of reversals,Number of contact reversals,Probability of contact reversals (%),Total tracked time (h),Contacts frequency (/h),Reversals frequency (/h),Contact reversals frequency (/h)
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001-CH1.tif,14,10,450.0,30,24.0,5.333333333333334,0.8763888888888889,492.9318541996831,34.23137876386688,27.385103011093502
