File,Number of tracks,Number of tracks with contact reversals,Number of contacts,Number of reversals,Number of contact reversals,Probability of contact reversals (%),Total tracked time (h),Contacts frequency (/h),Reversals frequency (/h),Contact reversals frequency (/h)
240917_232+2621_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_1h_5-CH1.tif,33,2,54.0,36,3.0,5.555555555555555,1.0138888888888888,151.8904109589041,35.50684931506849,2.9589041095890414
