,Abscissa,red_mean,red_std,green_mean,green_std
0,-16.19400679241421,0.0,0.0,0.0,0.0
1,-12.955205433931367,0.0,0.0,0.0,0.0
2,-9.716404075448525,0.0,0.0,0.0,0.0
3,-6.477602716965683,0.0,0.0,0.0,0.0
4,-3.2388013584828417,0.0,0.0,0.0,0.0
5,0.0,31.866666666666664,12.367550133162844,42.68888888888889,14.476912227900016
6,3.2388013584828417,105.31111111111113,39.53625933834834,91.08888888888889,34.211383565008
7,6.477602716965683,139.72222222222223,38.44520230466882,59.92222222222222,19.446228489584705
8,9.716404075448525,172.80000000000004,38.891939562883245,44.922222222222224,14.901387788548131
9,12.955205433931367,181.42222222222222,40.38588251075913,36.02222222222222,7.578787811474739
10,16.19400679241421,169.85555555555553,31.78658386143825,28.88888888888889,3.3654379862814556
11,19.43280815089705,147.0222222222222,23.561964536929132,25.488888888888894,1.9362685254037306
12,22.67160950937989,137.54444444444445,26.263399872055903,22.333333333333332,1.2131990157644583
13,25.910410867862733,127.56666666666668,14.642808878485441,23.622222222222224,1.2502839183734287
14,29.149212226345576,125.10000000000002,11.492122906099164,23.03333333333333,5.2822554105440815
15,32.38801358482842,137.1888888888889,25.794261970781104,26.433333333333337,5.7748496853934554
16,35.62681494331126,127.64444444444446,19.374177800157057,22.900000000000002,2.9941919085431365
17,38.8656163017941,125.42222222222222,25.12417064536228,25.26666666666667,9.487340492974292
18,42.104417660276944,134.81111111111113,24.957005003914873,22.633333333333336,8.247064573172329
19,45.34321901875978,133.7111111111111,37.52192774536505,27.777777777777782,12.077046896008774
20,48.58202037724263,126.25555555555555,29.64374062133001,32.68888888888889,7.465790292484647
21,51.82082173572547,132.4888888888889,34.523050091993916,27.3,11.531984506869001
22,55.05962309420831,132.34444444444446,36.943323291258864,29.53333333333333,8.654221834200667
23,58.29842445269115,141.95555555555555,40.09307997308757,26.333333333333332,8.885110307991972
24,61.537225811174,134.11111111111111,38.38597673469497,29.588888888888892,13.727569808218284
25,64.77602716965684,142.65555555555557,38.31897637747236,35.644444444444446,12.6273170468817
26,68.01482852813967,140.6,37.977488458686004,41.05555555555555,10.118275849809564
27,71.25362988662252,137.01111111111112,42.446710236207274,46.31111111111111,6.17967596737308
28,74.49243124510537,141.01111111111112,39.510498682917685,37.03333333333334,2.7897962224798745
29,77.7312326035882,151.38888888888889,34.38921378414107,40.23333333333334,3.3603350802936105
30,80.97003396207104,153.6888888888889,33.083847836282914,42.37777777777779,3.300093526545967
31,84.20883532055389,151.85555555555553,28.85702088437036,36.22222222222222,2.7683841166434884
32,87.44763667903673,151.15555555555554,38.03043940040207,45.088888888888896,8.293698336614698
33,90.68643803751957,156.5666666666667,54.49481796634598,38.97777777777778,4.491418429201722
34,93.92523939600241,161.33333333333334,36.51986775360421,44.4,8.536761464179277
35,97.16404075448526,171.2111111111111,50.2602437197178,45.411111111111104,12.58724614171419
36,100.4028421129681,167.34444444444446,54.02332372385874,53.555555555555564,16.87580633647391
37,103.64164347145093,165.57777777777778,35.3084433647181,55.699999999999996,14.415500916259086
38,106.88044482993378,169.38888888888889,45.4999416632376,57.344444444444456,10.058986523330436
39,110.11924618841662,185.5333333333333,48.60699538132345,63.87777777777777,14.616234843065914
40,113.35804754689946,188.84444444444446,38.92342276195881,65.01111111111112,14.496112718608986
41,116.5968489053823,188.72222222222226,50.80884534637743,70.52222222222223,4.581794354417578
42,119.83565026386515,179.0111111111111,55.91974628600667,77.71111111111111,5.950059653191993
43,123.074451622348,183.30000000000004,51.390811976028914,74.95555555555556,8.314304199449737
44,126.31325298083082,189.37777777777782,65.6515850325333,84.31111111111112,11.649490001023677
45,129.55205433931368,205.81111111111113,69.704797291378,84.06666666666668,21.398355769302217
46,132.7908556977965,215.0666666666667,64.90035096635113,79.32222222222221,27.413085998307764
47,136.02965705627935,218.5666666666667,65.6987287773741,86.02222222222224,22.9635674950293
48,139.2684584147622,212.58888888888887,66.94505393913417,93.04444444444444,21.241893152244174
49,142.50725977324504,224.11111111111117,79.2233426755736,92.14444444444443,19.944521819719913
50,145.74606113172788,227.93333333333337,85.87805307527645,93.71111111111111,25.711106309420472
51,148.98486249021073,228.44444444444446,85.15224854399776,99.41111111111111,17.805457618035383
52,152.22366384869358,233.4555555555556,67.6692519119355,105.88888888888891,19.91123511866146
53,155.4624652071764,247.86666666666667,72.42794120135315,115.13333333333333,33.42507375542432
54,158.70126656565924,237.83333333333334,63.371760272222225,123.82222222222224,38.225668449290225
55,161.94006792414208,237.8888888888889,70.91478628311762,135.4888888888889,35.018051782149215
56,165.17886928262493,237.7222222222222,80.15308193207467,134.7111111111111,27.02868617863638
57,168.41767064110778,247.4666666666667,97.43244953413736,134.40000000000003,38.63400919742433
