,scale,red_260427_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix60pc_2h30_20X_01002.tif,red_260427_2619+2621_3_0p5agarose_LB_OD0p5_Still_mix60pc_2h30_20X_01.tif,red_260427_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix60pc_2h30_20X_01.tif,green_260427_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix60pc_2h30_20X_01002.tif,green_260427_2619+2621_3_0p5agarose_LB_OD0p5_Still_mix60pc_2h30_20X_01.tif,green_260427_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix60pc_2h30_20X_01.tif
0,-16.19400679241421,0.0,0.0,0.0,0.0,0.0,0.0
1,-12.955205433931367,0.0,0.0,0.0,0.0,0.0,0.0
2,-9.716404075448525,0.0,0.0,0.0,0.0,0.0,0.0
3,-6.477602716965683,0.0,0.0,0.0,0.0,0.0,0.0
4,-3.2388013584828417,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.1816249660139127,0.21996800635202354,0.1979921024359943,0.021262027759172925,0.038269774176221946,0.04257541616782851
6,3.2388013584828417,0.49743695166349455,0.44248733098246185,0.4047400745208994,0.04233505971604209,0.06467037201373159,0.06260446798971184
7,6.477602716965683,0.484490739205687,0.4168632213166438,0.39653144672504553,0.042051566012586444,0.05623992900679573,0.035351823707477144
8,9.716404075448525,0.4896881237690405,0.3586266084397842,0.3536276854453828,0.032412780095094726,0.060122369865253024,0.037212446007870686
9,12.955205433931367,0.46303971564421037,0.3822540342355386,0.2825956929185944,0.017576609614249616,0.0362730903061582,0.025610918723063945
10,16.19400679241421,0.3474687825354615,0.36406202564162443,0.25195014914740677,0.022018010968387965,0.020077765582307748,0.023312502940224872
11,19.43280815089705,0.40360053581967803,0.35862660843978417,0.3297679406521011,0.006047865673720299,0.03105952686765839,0.026377057317343622
12,22.67160950937989,0.40671896655768996,0.365947782630018,0.3387427070422345,0.01483617048084511,0.030172111814296722,0.010178698466858746
13,25.910410867862733,0.3570130705518014,0.32035683426356226,0.31367903017222754,0.026837403927133824,0.0259568903108288,0.01203932076725228
14,29.149212226345576,0.3709987599222796,0.28818803857920183,0.21988177655827118,0.02343547948566616,0.026733378482520255,0.014118839808868586
15,32.38801358482842,0.4173972293878525,0.33621937834240206,0.2928838397560646,0.017765605416553375,0.020410546227318367,0.010725940319915667
16,35.62681494331126,0.37288871794531714,0.34819948156278463,0.3422450549017989,0.010583764929010524,0.01985591181896733,0.019153464856992264
17,38.8656163017941,0.39339476249527505,0.29728404287615884,0.2913515625675052,0.0062368614760240585,0.02129796128068004,0.02539202198184117
18,42.104417660276944,0.36334442992897725,0.3393253310291679,0.3262655927925368,0.010678262830162405,0.016306251605520655,0.02221801923411102
19,45.34321901875978,0.3576745558598645,0.32224259125195576,0.30820661164165825,0.00878830480712481,0.03272343009271151,0.02878492147079409
20,48.58202037724263,0.40681346445884203,0.3206896149085729,0.4132770474285873,0.015875647393515782,0.036162163424488,0.02002905182188334
21,51.82082173572547,0.38687440731579537,0.32013498050022193,0.43199271880313406,0.041295582803371415,0.030615819340977565,0.018496774633323956
22,55.05962309420831,0.4312884208571788,0.32579225146540247,0.34038443260140533,0.024474956398336835,0.02972840428761589,0.015541668626816578
23,58.29842445269115,0.39878114286093214,0.3666133439200392,0.4306793383557974,0.022773994177602997,0.03216879568436048,0.024516435016950097
24,61.537225811174,0.4378087760366586,0.37182690735853907,0.47216027081751205,0.022301504671843598,0.038269774176221946,0.021451880639831337
25,64.77602716965684,0.4634177072488179,0.3521928493029121,0.37497011771460276,0.015308659986604507,0.010981761285350644,0.024735331758172864
26,68.01482852813967,0.4560468709589713,0.34886504285280584,0.34016553586018256,0.018994078131527814,0.02584596342915859,0.024954228499395638
27,71.25362988662252,0.4760804260031698,0.39379042992924035,0.36719928340119457,0.02201801096838796,0.02662245160085005,0.0160889104798735
28,74.49243124510537,0.4657801547776148,0.4282886901286751,0.3963125499838228,0.016348136899275185,0.026400597837509636,0.019810155080660568
29,77.7312326035882,0.4913890859897742,0.426624786903622,0.44063914008143346,0.015025166283148865,0.0389353354662432,0.023203054569613482
30,80.97003396207104,0.4622837324349953,0.46833329441162047,0.433962789474139,0.021829015166084206,0.025513182784147968,0.028128231247125785
31,84.20883532055389,0.4909165964840148,0.4600137782863548,0.406929041933127,0.04630397156442103,0.030172111814296722,0.04979900862817988
32,87.44763667903673,0.4635122051499697,0.48985310945564087,0.46997130340528437,0.02211250886953984,0.040377384927955916,0.04881397329267742
33,90.68643803751957,0.43176091036293823,0.5125931201980336,0.4817917274313139,0.028443868246715777,0.029173769879264847,0.03830692971398452
34,93.92523939600241,0.5011223698084178,0.48641437612386446,0.5127656163143357,0.024285960596033072,0.025624109665818174,0.03786913623153899
35,97.16404075448526,0.5043352984475817,0.4858597417155134,0.542754469861855,0.04148457860567518,0.02296186450573317,0.03381954651891777
36,100.4028421129681,0.4721115141547908,0.488854767520609,0.5653008342078002,0.03288526960085412,0.026400597837509632,0.06074384568931833
37,103.64164347145093,0.5397720113795366,0.4848613997804815,0.6525311855850736,0.057265728098039086,0.04448167954975362,0.03907306830826422
38,106.88044482993378,0.5556476587730524,0.4501412858177063,0.5719771848150947,0.053107820447356374,0.03383269890941361,0.04388879661516513
39,110.11924618841662,0.5778546655437442,0.45568762990121664,0.5608134510127335,0.05934468192338043,0.06100978491861469,0.03765023949031623
40,113.35804754689946,0.537882053356499,0.5773744190934356,0.547570198168756,0.04441401354138345,0.0857464795310712,0.05067459559307096
41,116.5968489053823,0.5577266125983938,0.5814787137152331,0.5670520081375823,0.04157907650682705,0.07731603652413536,0.029113266582628246
42,119.83565026386515,0.5789886403575667,0.6278461502533803,0.5952896877553195,0.0464929673667248,0.06411573760538054,0.046843902621672505
43,123.074451622348,0.5980772163902465,0.672993391093155,0.622761228778777,0.06992844685239097,0.0790908666308587,0.08383745188832041
44,126.31325298083082,0.6316239712991635,0.6955115480722075,0.6331588239868585,0.06728250562013832,0.09728287522477289,0.07125088926801122
45,129.55205433931368,0.5895724052865773,0.7232432684897596,0.610831356382136,0.08901702288507064,0.11236893113192127,0.09500118569068162
46,132.7908556977965,0.6705571065737381,0.672882464211485,0.5960558263495993,0.07314137549155486,0.10793185586511292,0.11306016684156005
47,136.02965705627935,0.7000404517331246,0.6564652857242942,0.6249501961910046,0.07229089438118795,0.16528105368861076,0.13308921866344336
48,139.2684584147622,0.7164830865335516,0.7587398706242264,0.6235273673730566,0.07191290277658043,0.13244669671422898,0.12980576754510187
49,142.50725977324504,0.7268778556602584,0.7312300039700146,0.6206817097371607,0.07399185660192178,0.14520328810630298,0.07935006869325366
50,145.74606113172788,0.6825583400200268,0.7456504985871418,0.6894152864811102,0.08627658375166614,0.12712220639405897,0.10310036511592406
51,148.98486249021073,0.6712185918818012,0.8499217673571378,0.6793460363848627,0.12284727149744357,0.08840872469115621,0.12608452294431477
52,152.22366384869358,0.7304687759040298,0.7683905093295346,0.6665405770233307,0.149212185918818,0.11758249457042105,0.11087119942933235
53,155.4624652071764,0.7500298414424689,0.7088227738726325,0.6325021337631902,0.1793570163862676,0.14376123864459026,0.11568692773623326
54,158.70126656565924,0.715443609620881,0.8107645781275542,0.6784704494199717,0.20657241191800896,0.14087713972116483,0.12652231642676032
55,161.94006792414208,0.7490848624309501,0.7940146189953526,0.6955443952353475,0.1927757183498345,0.17182573970715304,0.18485829796262818
56,165.17886928262493,0.6976780042043275,0.8210807781228836,0.7694220453980322,0.2279289375783338,0.19301277410616283,0.1898929230107519
57,168.41767064110778,0.7815921404271968,0.8097662361925224,0.83093202968163,0.16612731022500446,0.1880210644310035,0.2147377031395361
58,171.65647199959062,0.7554162218081261,0.816421849092735,0.7893416488493039,0.19939057143046612,0.13921323649611173,0.22338412441783545
59,174.89527335807347,0.752297791070114,0.8370542490833937,0.7283789064187629,0.1854993799611398,0.16639032250531285,0.20740466230857338
60,178.13407471655628,0.7245154081314613,0.884641881319913,0.8175793284670412,0.22613347745644802,0.19722799560963078,0.22655812716556561
61,181.37287607503913,0.6729195541025351,0.7901321781368954,0.7996297956867742,0.22188107190461348,0.22041171387870437,0.25008952684701324
62,184.61167743352198,0.6509960410352991,0.8004483781322249,0.8218478149208851,0.2387961962107999,0.24836528805959693,0.2433037278691074
63,187.85047879200482,0.6387113138855547,0.8036652577006609,0.8203155377323257,0.23029138510713074,0.2318371826907359,0.23805020607976096
64,191.08928015048767,0.5824850627001862,0.8078804792041288,0.8154998094254249,0.29303799147197884,0.2612328063333411,0.2021511405192269
65,194.3280815089705,0.603936086261663,0.8615690899325096,0.7757700508934923,0.37052627041652014,0.291515845029308,0.2593926383489809
66,197.56688286745336,0.6566659151044119,0.9636218210691017,0.8162659480197044,0.36684085227159685,0.2788701805189043,0.3599756909408432
67,200.8056842259362,0.6838813106361532,0.9470937157002405,0.8264446464865634,0.35928102017944646,0.3151432708250625,0.346841886467477
68,204.04448558441902,0.6907796574202404,0.9636218210691015,0.8615775734528177,0.4323278977698495,0.3103734149132435,0.32998683739332385
69,207.28328694290187,0.6977725021054795,0.947315569463581,0.8110124262303581,0.41371181124292916,0.280312229980617,0.37092052800198166
