radius,mean_nematic_correlation,std_nematic_correlation,n_points
0.65,0.9848350256907848,0.03423007699178926,537
0.7450003150820447,0.9784473701390195,0.03953768038483441,2011
0.8538853376497628,0.9534989807642557,0.08454514594347494,3080
0.9786843778354023,0.8793771423385283,0.18616495937447652,3440
1.1217233382357688,0.7276656402844109,0.3390812681763484,3832
1.2856680621854324,0.5383229299194221,0.47572418351725043,4661
1.4735740175677985,0.4500073068715141,0.5295291142914873,5749
1.688943242130345,0.42174652249141814,0.5048310060938348,6521
1.9357896116043034,0.35277052077401855,0.467520836589868,6799
2.2187136470427,0.3096127086280264,0.43236570929397605,6920
2.5429882555748367,0.2694176012197025,0.40810380548439534,6964
2.914657002543373,0.2323755033298628,0.3791984119100684,6979
3.3406467465398495,0.19342050096199745,0.35616721793066436,6982
3.8288967365384523,0.16079065693293793,0.3286847113883208,6982
4.388506577135017,0.13750731866094953,0.30469027360894835,6982
5.029905819546482,0.10772431143214949,0.28673942139632463,6982
5.765048339069445,0.08403091015049897,0.26740312279594775,6982
6.607635121646088,0.05937745998362259,0.24450967033972434,6982
7.573369611651565,0.039745414311128636,0.22694325258661396,6982
8.680250379866456,0.03108072408536547,0.20924414276953243,6982
9.948906566140847,0.021363717639488314,0.19168861490576497,6982
11.40298234845655,0.010801274861835363,0.17521303019787082,6982
13.069577603807877,0.003672653852397665,0.15763430376986268,6982
14.979752973578629,0.0010216352284779903,0.1412498988732392,6982
17.169108746411197,-0.0015841220907251712,0.12932152341162093,6982
19.678448347314195,-0.005289603630133277,0.11696082630751736,6982
22.554538798576626,-0.007734373921917447,0.10853517080410073,6982
25.850982325338155,-0.008660863791936872,0.10106634810291197,6982
29.629215350088156,-0.007878503418739092,0.0921773955133775,6982
33.95965349453758,-0.006362799519816489,0.08558588931420989,6982
38.92300392847318,-0.004013660495858821,0.07966863403205389,6982
44.6117695240803,0.001109080500457172,0.07149847463485663,6982
51.1319728489344,0.005166616046856245,0.06754788601804068,6982
58.605132128034874,0.004540229859927524,0.06539935300580382,6982
67.17052600124748,0.0024585136653406192,0.060508134813508745,6982
76.9877892848555,0.00043918095757646865,0.05479405345204001,6982
88.23988811490366,-0.00018254150466203052,0.05505768750866625,6982
101.13652992062714,-0.001274138547877458,0.06898129390349271,6982
115.91807178026433,0.0018501679892339634,0.1150054787440575,6885
132.86000000000007,0.008697548417293156,0.16684226172663474,6210
