condition,slope,intercept,r_squared
Strain232_CoverageSC70pc,1.7164492891260281,-1.2911654488992317,0.9996971480927822
Strain177_CoverageSC70pc,1.1987331542767956,-0.8355137041246057,0.9993171001793998
Strain459_CoverageSC70pc,1.0646826488837957,-0.8673903806246133,0.9974358004897816
