condition,slope,intercept,r_squared
Strain232_CoverageSC70pc,1.7164492891260283,-0.06393997875701496,0.9996971480927815
Strain177_CoverageSC70pc,1.198733154276796,0.08001559435993566,0.9993171001794009
Strain459_CoverageSC70pc,1.064682648883796,-0.03256752825449061,0.9974358004897821
