File,Number of tracks,Number of tracks with contact reversals,Number of contacts,Number of reversals,Number of contact reversals,Probability of contact reversals (%),Total tracked time (h),Contacts frequency (/h),Reversals frequency (/h),Contact reversals frequency (/h)
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005-CH1.tif,159,90,1093.0,242,189.0,17.29185727355901,5.368055555555555,325.07115135834414,45.081500646830534,35.20827943078913
