SPOT_ID,TRACK_ID,PREV_TRACK_ID,POSITION_X,POSITION_Y,FRAME,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,ANGLE,ANGULAR_VELOCITY,TOTAL_DISPLACEMENT_VECTOR,TOTAL_DISPLACEMENT,FRAME_GAP,STEP_SPEED,MSD_LAG_TIME,MSD,CLASS,SPOT_LABEL,NEIGHBOUR,NEIGHBOUR_UNCERTAIN,CONTACT,UPDATE_NEIGHBOUR,CONTACT_ANGLE (deg),DISP_RELATIVE_ANGLE (deg),REVERSAL,CONTACT_REVERSAL,UPDATE_NEIGHBOUR_CORRECTED,CONTACT_CORRECTED,REVERSAL_CORRECTED,CONTACT_REVERSAL_CORRECTED,CONTACT_ANGLE_CORRECTED (deg),RESCALED_ANGLE (deg)
299824,0,,84.0337313332316,120.45203613432972,1,2.089734762147958,0.5309203102365191,1.4460540819907688,3.936061065768994,3.348312667415633,,,"[0.11015400067776682, 0.17993700643663146]",0.2109768474280858,1,0.2109768474280858,1,0.3597998259185695,moving,1845,[],[],0.0,[],,,0,0.0,[],0.0,0,0.0,,
304560,0,,84.0089475187,120.80482299504914,2,2.102260920544411,0.5439209083167271,1.5541014742734998,3.865012152318765,3.373662668683122,0.6194642373714911,,"[-0.02478381453160239, 0.35278686071941934]",0.3536563396278933,1,0.3536563396278933,2,1.0288312936536042,moving,1859,[],[],0.0,[],,,0,0.0,[],0.0,0,0.0,,
306158,0,,84.10224234854758,121.7370365464225,3,2.116866278477641,0.511061445730823,1.6632693798236475,4.142097386059911,3.3208501660424905,0.1698829835347798,-0.4495812538367113,"[0.09329482984757931, 0.9322135513733656]",0.936870338222121,1,0.936870338222121,3,1.8525984021684556,moving,1884,[],[],0.0,[],,23.332061813205613,0,0.0,[],0.0,0,0.0,,
299879,0,,83.88493421168872,122.42137413167914,9,2.1714519652981603,0.505028629450603,1.8243685993144576,4.299661125470018,3.293387664669386,1.940406109976921,1.4813406499445578,"[0.019501532179248215, -0.04655350985042617]",0.0504731516425513,1,0.0504731516425513,9,7.880484239666976,moving,1921,[],[],0.0,[],,176.02369604304457,1,0.0,[1936],1.0,1,1.0,[44.36731158764455],[44.36731158764455]
297896,0,,84.11980760582499,121.82794896597824,10,2.155681279007967,0.5025585534329856,1.7464540242890734,4.289413172420354,3.3398626669931235,0.0198232386487343,-1.9205828713281867,"[0.2348733941362724, -0.5934251657008929]",0.6382154327186275,1,0.6382154327186275,10,9.133632899389244,moving,1923,[],[],0.0,[],,24.567219316344893,0,0.0,[],0.0,0,0.0,,
293736,0,,84.05637989348513,120.60704231927126,13,2.0875825208261034,0.5266829889972945,1.535784393125599,3.963641439797531,3.278600163930007,0.7592160099475163,0.4946641157817872,"[-0.1146574341687625, -0.08482388532648599]",0.1426233456768034,1,0.1426233456768034,13,13.409195204662224,moving,1901,[1883],[],1.0,[1883],[73.559058867864],40.70887647895982,0,0.0,[1883],1.0,0,0.0,[73.559058867864],[73.559058867864]
328595,0,,83.33533363586716,119.85205673608912,15,2.115362713527399,0.524805130483598,0.8239523615610599,4.030758448527613,3.360987668049372,0.921096904001118,0.5978449337295151,"[-0.19811994112326659, -0.00775002888612164]",0.1982714654669762,1,0.1982714654669762,15,16.763866303602548,moving,1899,[],[],0.0,[],,156.42926297738788,1,0.0,[],0.0,1,0.0,,
322990,0,,83.60510638715584,120.58876500886494,17,2.137842403313192,0.5409877274234776,1.0327414210657937,3.951739189158572,3.375775168788768,0.0559271307912772,-1.9139748968726205,"[0.037763028122441256, 0.12033607121649936]",0.1261222277348394,1,0.1261222277348394,17,20.274597718014597,moving,1919,[],[],0.0,[],,1.375781224639833,0,0.0,[],0.0,0,0.0,,
327210,0,,83.7749924294056,121.0203144515957,18,2.0785240956207485,0.5168044688755924,1.3528825910587907,4.021877171733785,3.278600163930013,0.0709528906900879,0.0150257598988107,"[0.16988604224975745, 0.4315494427307556]",0.4637846363049471,1,0.4637846363049471,18,21.98242063825135,moving,1937,[],[],0.0,[],,172.8892570151947,0,0.0,[1982],1.0,1,1.0,[24.454850275882265],[24.454850275882265]
325591,0,,83.43927013896005,119.71058906768012,19,2.1716500606303915,0.5139394771442285,1.089319103297651,4.225497665011933,3.403237670161883,3.017486776241851,2.946533885551763,"[-0.33572229044554547, -1.309725383915577]",1.3520687991277696,1,1.3520687991277696,19,23.77891558518314,moving,1916,[],[],0.0,[],,166.04430263398967,0,0.0,[1887],1.0,1,1.0,[38.602904497074604],[38.602904497074604]
