File,Number of tracks,Number of tracks with contact reversals,Number of contacts,Number of reversals,Number of contact reversals,Probability of contact reversals (%),Total tracked time (h),Contacts frequency (/h),Reversals frequency (/h),Contact reversals frequency (/h)
240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7-CH1.tif,55,49,882.0,163,180.0,20.408163265306122,2.7,439.25925925925924,60.37037037037037,66.66666666666666
