LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,MEAN_INTENSITY_CH4,MEDIAN_INTENSITY_CH4,MIN_INTENSITY_CH4,MAX_INTENSITY_CH4,TOTAL_INTENSITY_CH4,STD_INTENSITY_CH4,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3,CONTRAST_CH4,SNR_CH4,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Mean intensity ch3,Median intensity ch3,Min intensity ch3,Max intensity ch3,Sum intensity ch3,Std intensity ch3,Mean intensity ch4,Median intensity ch4,Min intensity ch4,Max intensity ch4,Sum intensity ch4,Std intensity ch4,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Contrast ch3,Signal/Noise ratio ch3,Contrast ch4,Signal/Noise ratio ch4,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Mean ch3,Median ch3,Min ch3,Max ch3,Sum ch3,Std ch3,Mean ch4,Median ch4,Min ch4,Max ch4,Sum ch4,Std ch4,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,Ctrst ch3,SNR ch3,Ctrst ch4,SNR ch4,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(µm),(µm),(µm),(sec),,(µm),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,,,,(µm),(µm),(µm),(µm),(radians),,(µm^2),(µm),,,
ID297696,297696,1,485.0,58.22810145570168,100.37105806483105,0.0,250.0,50,0.809702986582194,1,,4460.3613963039015,4516.0,0.0,4516.0,2172196.0,498.6771644976959,6635.889117043122,6369.0,5634.0,9058.0,3231678.0,734.2597011053554,185.18891170431212,186.0,111.0,256.0,90187.0,32.669331590820065,251.8583162217659,255.0,0.0,255.0,122655.0,28.15825441694222,0.19850064417994653,2.9628127941357034,-0.06989684081423467,-1.3583317450620938,0.21521535837576372,2.0078198203162367,0.19685787551984932,2.9423259002469067,-1.8053764909847675E-4,0.008596059875437202,1.387987608055855,0.5406788296933683,0.5430015149426152,2.567120315850013,2.0596876029843862,6.357131276447606,0.6404553523101154,0.983854692230073,4.429559118408053
ID217451,217451,1,458.0,60.959709269192594,100.20639501329622,0.0,190.0,38,0.7869610691756936,1,,4410.830802603037,4449.0,0.0,4516.0,2033393.0,413.13043208979434,6854.438177874186,6668.0,5902.0,9063.0,3159896.0,634.9496616269283,192.3882863340564,196.0,124.0,266.0,88691.0,32.53077127710089,252.7874186550976,255.0,0.0,255.0,116535.0,23.675485717812776,0.14783648909313687,2.7502034383754004,-0.054352004296256196,-1.240933819817449,0.23377704180162487,2.2411939216718872,0.148820168676884,2.766281002271061,0.0061650643055638716,6.266999517339578E-4,1.4128110498185467,0.4594397680170714,0.4566323823359486,3.0750734876874017,1.945612597280643,6.328841385263442,0.6104046181233598,0.9633891213389099,4.537284657844255
ID293741,293741,1,477.0,58.35951387034408,100.4789617318471,0.0,245.0,49,0.7950370356742235,1,,4487.0,4487.0,4487.0,4487.0,2104403.0,0.0,6821.857142857143,6679.0,5806.0,8724.0,3199451.0,655.8986681504718,185.9594882729211,187.0,121.0,265.0,87215.0,31.572742973692907,255.0,255.0,255.0,255.0,119595.0,0.0,0.13461434159904712,Infinity,-0.0443486780813386,-0.9653328413865977,0.2122168097120462,2.062222416421274,0.13381410256410253,Infinity,-0.016050156981629107,-0.00540135399513837,1.4810039894167257,0.4606736285239242,0.5495602447639423,3.214866008636335,1.985750099287504,6.481199849555991,0.594050862082159,0.9572301425661892,4.599314597853683
ID66539,66539,1,493.0,61.911701547787345,100.8146358536907,0.0,65.0,13,0.8097029865821919,1,,4393.756097560976,4448.0,0.0,4448.0,2161728.0,488.6920127892098,6632.717479674797,6300.0,5579.0,8997.0,3263297.0,774.3437977851833,189.510162601626,189.0,114.0,270.0,93239.0,33.65001820849071,251.890243902439,255.0,0.0,255.0,123930.0,28.016291200820117,0.2750424008572579,3.878874451184832,-0.09101133235302383,-1.7152391221615526,0.23242515492414775,2.1242213591319823,0.2782460965941267,3.9142206617790007,-0.03197864774461214,0.04055447509129667,1.4745092458194613,0.46874635014901717,-0.711476362443789,3.145644217497814,2.059687602984375,6.468995169318916,0.6184969543569179,0.9447674418604622,4.507504296058326
ID220783,220783,1,439.0,60.21726233407325,99.84449496318447,0.0,195.0,39,0.7714274148249433,1,,4425.321995464853,4476.0,0.0,4507.0,1951567.0,474.4404318310278,6880.113378684808,6731.0,6080.0,9268.0,3034130.0,506.8517228285215,189.83446712018142,192.0,107.0,289.0,83717.0,34.13199365896825,252.10884353741497,255.0,0.0,255.0,111180.0,27.0285528953013,0.12112661410843484,2.015478151493833,-0.03669042199053069,-1.034026078841985,0.22075958145420868,2.0115592413546928,0.1205497240558381,2.0069214246653044,-0.04223896150161369,-0.0027647181922074416,1.489057081656043,0.41960505027727085,0.15313933912826672,3.548711057390965,1.8695625934781268,6.324614893783541,0.587329346290444,0.9598698481561808,4.625557472355851
ID62956,62956,1,485.0,61.61041777781276,101.45704767888536,0.0,45.0,9,0.8080403503584365,1,,4391.292783505155,4465.0,0.0,4465.0,2129777.0,569.2813114984173,6732.529896907216,6412.0,5593.0,9089.0,3265277.0,776.5825388865641,190.3237113402062,191.0,120.0,273.0,92307.0,32.68735499057915,250.79381443298968,255.0,0.0,255.0,121635.0,32.512533547737476,0.22760956454461911,2.8603930046761885,-0.07584139277627869,-1.4229198966207208,0.2374899451461434,2.234841164912103,0.22759848236451352,2.8602831139007745,-0.00147148343859216,0.004429992013813368,1.456777189723117,0.4737437315576138,2.0268054826349675,3.0750321169071824,2.0512376025618835,6.431057506076202,0.623248220535023,0.961386138613861,4.4902901872602285
ID300138,300138,1,471.0,57.627272717290296,99.94474008729345,0.0,265.0,53,0.7950370356742239,1,,4452.929936305733,4472.0,0.0,4472.0,2097330.0,291.09844312753205,6651.870488322717,6438.0,5734.0,8750.0,3133031.0,627.6409718732648,191.04670912951167,194.0,117.0,264.0,89983.0,32.605343916497596,253.9171974522293,255.0,0.0,255.0,119595.0,16.59901116643659,0.2938415794218906,6.948132964511333,-0.08373844289415276,-1.9371707808285572,0.23336187077382978,2.2172780154517566,0.2984784430543534,7.032635704458448,0.0014248347075858645,0.0041068400501835505,1.499208149572472,0.4393566612379026,1.4148575443337235,3.4122804587698776,1.9857500992875061,6.489861746860463,0.5924661831202986,0.955284552845528,4.605461421226254
ID142067,142067,1,469.0,61.87149047140034,100.58023384712064,0.0,110.0,22,0.7920712596833474,1,,4451.731182795699,4471.0,0.0,4471.0,2070055.0,292.9022337399489,6650.7591397849465,6422.0,5548.0,9516.0,3092603.0,742.1034222230217,185.94838709677418,191.0,114.0,288.0,86466.0,35.978284916592266,253.90322580645162,255.0,0.0,255.0,118065.0,16.705528016075323,0.175594128788337,4.540344703288272,-0.06290196345780234,-1.2031394170619047,0.21512213689858653,1.8299832940037406,0.17567118391011283,4.542057854171097,0.005890593511745529,-0.007905822702212517,1.3895807270369538,0.46621112377478247,-0.1846914924080887,2.980582521896739,1.9709625985481336,6.284176252812926,0.6271790351180314,0.9598765432098758,4.476196730623232
ID281846,281846,1,477.0,57.80442398277663,100.21572893369016,0.0,220.0,44,0.7996753181408621,1,,4395.9177215189875,4481.0,0.0,4481.0,2083665.0,612.2135448563414,6682.778481012659,6423.0,5700.0,9055.0,3167637.0,752.5523613236754,190.23628691983123,190.0,119.0,259.0,90172.0,28.53378013152192,250.15822784810126,255.0,0.0,255.0,118575.0,34.839199718448654,0.17058397477998966,2.092725528968951,-0.06973137158042023,-1.3312823388033193,0.22911798372733044,2.485590907926717,0.17083449290343097,2.0953504587134004,-8.587492704891142E-4,0.010300426970094161,1.4148045728755057,0.47271075101357446,0.433312031808033,2.992960430542181,2.0089876004493807,6.336085576949055,0.6288470843456493,0.9500499500499542,4.470256117561131
ID61811,61811,1,485.0,61.817127922845415,101.52393676676007,0.0,35.0,7,0.8067911246430689,1,,4436.699792960662,4474.0,0.0,4474.0,2142926.0,405.86852589374587,6714.492753623188,6435.0,5651.0,9164.0,3243100.0,720.7758019593329,190.79296066252587,191.0,125.0,263.0,92153.0,31.052468516485586,252.88819875776397,255.0,0.0,255.0,122145.0,23.133473561723378,0.31336223630138366,5.2163508970256816,-0.09233850330391834,-1.8954045773703037,0.23541997679863053,2.3416657603859257,0.3129736862707738,5.211581253702625,0.008618170662382027,0.008274035129024982,1.4523701835658263,0.48230449245603213,-0.706580360069361,3.0113138199686733,2.044900102245,6.473242896941748,0.6132508428355226,0.92987512007685,4.526743171406071
ID65018,65018,1,471.0,62.54450800138076,101.74050862362611,0.0,20.0,4,0.7916466703954341,1,,4461.854077253219,4491.0,0.0,4491.0,2079224.0,359.56875029351323,6698.6695278969955,6506.0,5666.0,8949.0,3121580.0,661.2811240024374,192.39484978540773,196.0,121.0,294.0,89656.0,32.74552740170934,253.35836909871244,255.0,0.0,255.0,118065.0,20.41605695085259,0.24784654375408272,4.929298342455989,-0.08494333164675445,-1.8806748768209882,0.23719473104218283,2.252881890820561,0.24563582194651049,4.894338410037291,-0.015224069742988849,0.015626324942907867,1.4413067477925838,0.4455943016324665,2.2669346929403233,3.234571767440144,1.9688500984424993,6.4184699437247295,0.6005642718521623,0.9404641775983856,4.57430570983771
ID27649,27649,2,467.0,75.92926283739043,34.48224650417253,0.0,30.0,6,0.793767345693372,1,,1473.715498938429,1480.0,0.0,1480.0,694120.0,96.33935892677039,7125.070063694267,6948.0,5881.0,9496.0,3355908.0,651.4069530523062,194.0700636942675,198.0,111.0,315.0,91407.0,54.9127874867995,253.9171974522293,255.0,0.0,255.0,119595.0,16.59901116643659,0.1298989597280359,3.517272033619149,-0.034850068459080515,-0.7899063342468723,0.20588164845674312,1.2067797250905827,0.12855323545666433,3.484984540919154,0.011067368046776644,0.006436536119741268,1.5532367191098762,0.42038129176649786,0.15772890202801126,3.6948283606603183,1.979412598970626,6.676543871841426,0.5580110254452649,0.9360639360639369,4.745517092671694
ID176128,176128,2,490.0,70.10303453945338,34.76474472157352,0.0,190.0,38,0.810118112467747,1,,1504.5910020449899,1517.0,0.0,1517.0,735745.0,136.77984435036797,6888.126789366053,6682.0,5935.0,9016.0,3368294.0,698.3109630419889,212.47034764826176,216.0,119.0,314.0,103898.0,41.476682666310765,252.91411042944785,255.0,0.0,255.0,123675.0,22.991997567134884,0.17949530688103765,3.347982902387698,-0.049015143575326194,-1.0168079797654734,0.2744153642630468,2.206082426315001,0.1773682997222927,3.31428625085792,-0.02375777390311301,0.0029559921401125047,1.5828376571799836,0.4336947862948367,0.06940386764199176,3.6496580249501327,2.061800103089998,6.803917290661383,0.5596781725676241,0.9466537342386039,4.738443942474441
ID247040,247040,2,488.0,72.73935748858553,35.995504336313104,0.0,220.0,44,0.8076241564856756,1,,1552.0785123966941,1565.0,0.0,1579.0,751206.0,141.83322823123663,6957.225206611571,6719.0,5861.0,9214.0,3367297.0,699.5400240466792,215.150826446281,218.0,120.0,322.0,104133.0,42.0197131512274,252.89256198347107,255.0,0.0,255.0,122400.0,23.109712818400414,0.23598532016082566,4.178663208949981,-0.06864579684958978,-1.4660627582937678,0.27945505744396765,2.23669552740661,0.23259694037721468,4.130041499108875,-0.02380309818522184,-0.020730747893066597,1.6229444165050975,0.4236464750011979,0.6188348338530303,3.83089323828437,2.0491251024562556,6.9343083996849,0.5355154833421133,0.9229305423406298,4.844164871484155
ID249863,249863,2,486.0,73.43510880621132,36.49759062949071,0.0,230.0,46,0.8059572317849503,1,,1554.4377593360996,1594.0,0.0,1653.0,749239.0,248.6516680885177,7076.732365145228,6910.0,6044.0,9003.0,3410985.0,674.0410674840972,205.11410788381744,215.0,111.0,309.0,98865.0,48.408490605636395,248.65145228215766,255.0,0.0,255.0,119850.0,39.772571854218235,0.12072128872344567,1.3467847719907857,-0.029865765364976614,-0.6464251243095533,0.242918168054261,1.656233053949274,0.12059044489758852,1.3455607278068251,-0.003532748655456471,0.016745017928750244,1.5821834829969483,0.43471939367731205,0.5782093685167773,3.6395511817708037,2.040675102033755,6.837029421871157,0.5485911941747358,0.9369544131910794,4.786086196765453
ID263936,263936,2,478.0,77.60076936977705,38.05736567567851,0.0,270.0,54,0.8038687151056048,1,,1673.9438669438669,1695.0,0.0,1750.0,805167.0,188.34856585379276,7010.345114345115,6815.0,5928.0,9045.0,3371976.0,650.4382764577197,210.66943866943868,222.0,113.0,301.0,101332.0,45.05932295199951,251.8191268191268,255.0,0.0,255.0,121125.0,28.33149249044194,0.13711082688970047,2.1432731524814206,-0.03182106938306148,-0.7084716021428702,0.2659981634889245,1.9646827605945894,0.13286030895438455,2.0848180226760595,0.009254411304229703,0.0020762172014953057,1.6459245549259451,0.41536436218148687,0.15637402483891433,3.9626041730724713,2.030112601505629,6.878148593506161,0.539245938933709,0.9312015503875982,4.82738004058291
ID238598,238598,2,476.0,72.64136841229114,35.91288984536996,0.0,215.0,43,0.7979917892879287,1,,1563.2135306553912,1580.0,0.0,1594.0,739400.0,161.75919428328277,6940.443974630021,6728.0,5878.0,9064.0,3282830.0,666.0434701758059,212.74207188160676,218.0,118.0,307.0,100627.0,41.574023546366135,252.3044397463002,255.0,0.0,255.0,119340.0,26.106373039886748,0.2445087650017264,3.7973077751156272,-0.05307576641119929,-1.1681422084257427,0.27001183795046585,2.175887105078348,0.24556384086336303,3.8107176764498005,-4.6271648623424054E-4,0.009248683000301086,1.566682445903933,0.4425503897956183,0.5155082022171829,3.5401221692008207,2.00053760002688,6.750652360700246,0.5516518704882827,0.9479479479479499,4.7727906416903325
ID17287,17287,2,453.0,74.55183373673653,34.107048132702815,0.0,5.0,1,0.7835357599067625,1,,1423.938596491228,1434.0,0.0,1488.0,649316.0,116.25041444522066,7110.335526315789,6971.0,6161.0,9321.0,3242313.0,624.4294726352582,218.68201754385964,224.0,112.0,324.0,99719.0,43.7707537599226,253.32236842105263,255.0,0.0,255.0,115515.0,20.637723479643128,0.22984035084753687,4.578300405953498,-0.05204146508873059,-1.250250021570708,0.2830028542202077,2.2040540233482426,0.22137174559752795,4.4495497491884635,-0.003485491667037034,-0.0014331491360106763,1.534760872039856,0.41301558079047634,0.4189274250337376,3.7159878305376655,1.9287125964356266,6.6298599600813,0.5514024237357098,0.9540229885057476,4.773870091523731
ID20616,20616,2,500.0,76.58051121993691,34.91311237166782,0.0,20.0,4,0.8212471961530794,1,,1451.6254980079682,1478.0,0.0,1540.0,728716.0,196.34891747210568,6977.380478087649,6731.0,5887.0,9438.0,3502645.0,795.4716904056969,206.63545816733068,216.0,112.0,320.0,103731.0,48.2442283237708,250.42828685258965,255.0,0.0,255.0,125715.0,33.8699201898388,0.175670404713869,2.2093732349689024,-0.05459594868560971,-1.0130727435325295,0.25702887908152167,1.7515645461065172,0.17828683435120762,2.237522718539719,-9.76830871678681E-4,-0.0014695893886344372,1.5465457212256757,0.44790819025992046,0.2957213654806422,3.4528185794687465,2.118837605941877,6.7471948410428295,0.5848722728445105,0.9471199244570374,4.6352633717533696
ID98187,98187,2,486.0,71.13276069464226,32.52057523002391,0.0,85.0,17,0.808456329974332,1,,1366.441908713693,1375.0,0.0,1375.0,658625.0,108.25177468446888,6776.387966804979,6556.0,5697.0,8587.0,3266219.0,671.5615068516353,208.5331950207469,216.0,110.0,309.0,100513.0,45.121503069499745,253.41286307053943,255.0,0.0,255.0,122145.0,20.07578366875581,0.1894483865167082,4.020975745023928,-0.05892158251723821,-1.2635459860704903,0.25668595434580055,1.8879782145056796,0.18653110666503342,3.9687914877403947,-0.017312505727725417,-0.016250698583279984,1.5522213629431496,0.43383182677243404,0.7030138958433221,3.5779333537863405,2.0533501026674976,6.6958089959848275,0.5755283948000796,0.9427740058195889,4.672739329135984
ID27403,27403,2,480.0,73.29832393954783,32.98298787121064,0.0,60.0,12,0.8055399616395661,1,,1383.1043841336118,1392.0,0.0,1440.0,662507.0,110.14168111109122,6910.006263048017,6842.0,5966.0,8449.0,3309893.0,526.4574012759074,204.68893528183716,214.0,113.0,306.0,98046.0,49.39238865687916,253.40292275574112,255.0,0.0,255.0,121380.0,20.138289468986702,0.23842933956677853,4.835280980430618,-0.05232929457073103,-1.4495480812879868,0.24520388439686222,1.632116713327697,0.2365215545389291,4.813800301583103,0.002901461258688243,0.006708691870184778,1.5433623381701604,0.44016996969391975,0.4878053692551261,3.5062872172841906,2.038562601928125,6.89556393433339,0.5387587512978379,0.919047619047621,4.82956219393523
ID288278,288278,2,489.0,73.89452225552631,37.56427474863065,0.0,255.0,51,0.8117764931439237,1,,1633.7331975560082,1654.0,0.0,1654.0,802163.0,181.9023625121704,6890.448065173116,6612.0,5794.0,9011.0,3383210.0,748.2155034775797,194.88391038696537,197.0,106.0,306.0,95688.0,50.22749029577691,251.88391038696537,255.0,0.0,255.0,123675.0,28.044512100647438,0.20179057462066222,3.0160940054837004,-0.06161175717855496,-1.2092937097917396,0.21399284432116567,1.3678788257896475,0.2023249876343891,3.0228053570424165,0.0036847278431061353,0.003415388377873521,1.5980480864333773,0.43242001807023017,0.3310793648306798,3.6955922937264094,2.0702501035125067,6.889214333632909,0.5481422599675828,0.9377990430621986,4.7880457227953634
ID261648,261648,2,490.0,74.6209927191805,37.66415405813338,0.0,260.0,52,0.8134314928091879,1,,1656.8688524590164,1667.0,0.0,1724.0,808552.0,130.46928097583532,6871.579918032787,6615.0,5798.0,9220.0,3353331.0,738.1185178357655,192.48360655737704,193.0,102.0,315.0,93932.0,52.815083031178375,253.43237704918033,255.0,0.0,255.0,123675.0,19.952498438224513,0.213722261402033,4.472396548280607,-0.06903831059392675,-1.3807620513692325,0.20313484810068547,1.2306538192500056,0.21345260935977367,4.4686203148175165,-0.00652564789904678,0.007579922061454266,1.5689802392542582,0.4514319040392874,0.18819992970189636,3.475563479708586,2.0787001039350006,6.731053946331997,0.5765481186299258,0.9544131910766259,4.668605231527908
