Cell ID,Area [microns²],Mean Area [microns²],Normalized Area
28,12.806253391451014,23.112519634180327,0.5540829643044316
30,15.217096280668136,23.112519634180327,0.65839192444272
31,6.822341226231955,23.112519634180327,0.2951794669821556
36,8.5275154724739,23.112519634180327,0.3689565485479499
40,7.604704245395781,23.112519634180327,0.32902964998024015
41,6.238454179317002,23.112519634180327,0.26991666326553
43,16.00957403748158,23.112519634180327,0.6926797376866503
47,13.566283077379346,23.112519634180327,0.5869668600439663
48,3.8833512736242635,23.112519634180327,0.16801938235592911
49,5.629538995857281,23.112519634180327,0.2435709773300504
52,31.487780593150998,23.112519634180327,1.3623690143494689
53,12.918397268322916,23.112519634180327,0.5589350478784811
54,5.98979277042516,23.112519634180327,0.25915793107935564
57,4.367327587262085,23.112519634180327,0.18895938895400183
59,7.057035608992388,23.112519634180327,0.30533389352132667
60,11.176982127064399,23.112519634180327,0.4835899462270282
61,9.188450618812023,23.112519634180327,0.39755296108969157
63,13.436791136663798,23.112519634180327,0.5813641848374065
65,21.5844991051421,23.112519634180327,0.9338877563665327
66,37.191935590616,23.112519634180327,1.6091683719162362
67,21.414464308310244,23.112519634180327,0.9265309298706279
68,18.7106795248178,23.112519634180327,0.8095473717693334
69,11.594537435680234,23.112519634180327,0.5016561421773099
70,9.343759526405382,23.112519634180327,0.4042726485167463
71,14.55630885724808,23.112519634180327,0.6298019033684776
72,24.434443598752033,23.112519634180327,1.0571951472835854
73,26.422117747476925,23.112519634180327,1.1431950373944582
74,11.916459620343815,23.112519634180327,0.5155846185943728
75,20.30012708795286,23.112519634180327,0.8783173539388447
76,7.904710766348448,23.112519634180327,0.342009910276439
77,15.721731003376128,23.112519634180327,0.680225750035742
78,9.335761717303233,23.112519634180327,0.4039266105585862
79,17.07503354221405,23.112519634180327,0.7387785413478831
80,5.306771764305661,23.112519634180327,0.2296059386124936
81,34.3648485147148,23.112519634180327,1.486849943607783
82,16.811786043693182,23.112519634180327,0.727388718745783
83,22.69171658816771,23.112519634180327,0.981793285514821
84,9.186927415850798,23.112519634180327,0.397487057285808
85,31.922282429202074,23.112519634180327,1.38116842881956
86,10.693765171267797,23.112519634180327,0.4626827944562629
87,19.165601319369838,23.112519634180327,0.8292302882904413
88,15.730033979403958,23.112519634180327,0.680584991527334
89,25.54143024043699,23.112519634180327,1.1050906887133427
90,15.240215876069087,23.112519634180327,0.6593922305870471
91,23.32081549632274,23.112519634180327,1.0090122524691931
92,16.499891191670248,23.112519634180327,0.7138940908575417
93,30.988117589099467,23.112519634180327,1.340750298088322
94,12.225663466221363,23.112519634180327,0.5289628158126577
95,14.296843591157607,23.112519634180327,0.6185757250808124
96,22.436158116545943,23.112519634180327,0.9707361409167119
97,33.84626961917767,23.112519634180327,1.4644128011523054
98,41.95748435339208,23.112519634180327,1.8153574347360455
99,22.927808158863325,23.112519634180327,0.9920081636169239
100,19.662534001159628,23.112519634180327,0.8507308728071936
101,26.581896728735785,23.112519634180327,1.1501081296833044
102,30.079265280602343,23.112519634180327,1.3014273543815245
103,31.79330732582565,23.112519634180327,1.3755881154042418
105,19.2596633017511,23.112519634180327,0.833300029879418
107,29.18814492220733,23.112519634180327,1.2628716117580692
108,10.788497505778576,23.112519634180327,0.4667815398985678
109,19.755870007338526,23.112519634180327,0.8547692038786734
110,25.12019036555549,23.112519634180327,1.086865074130909
111,23.521136791800952,23.112519634180327,1.0176794726013487
112,32.81473376368822,23.112519634180327,1.419781758244982
113,20.17689651040523,23.112519634180327,0.8729855865894559
114,18.013573821252976,23.112519634180327,0.7793859824185204
115,5.286232832927263,23.112519634180327,0.228717289010309
116,24.220544590696502,23.112519634180327,1.047940465775854
117,24.69446705068523,23.112519634180327,1.0684454763714042
118,7.373411567031188,23.112519634180327,0.3190224036035819
119,16.131258725275046,23.112519634180327,0.6979446196518995
120,17.054175167780755,23.112519634180327,0.7378760705327821
121,6.89209787510655,23.112519634180327,0.29819759957776554
122,12.842788883588776,23.112519634180327,0.5556637306040839
123,21.905691816882676,23.112519634180327,0.9477846709749069
125,50.5486002781429,23.112519634180327,2.187065758221716
126,11.230647774947752,23.112519634180327,0.4859118760180143
127,21.29349695798163,23.112519634180327,0.9212970846541282
128,22.158188768076094,23.112519634180327,0.9587093540120608
129,35.284903654627456,23.112519634180327,1.5266575956714732
130,8.326412086792265,23.112519634180327,0.360255490036604
131,49.543213280385025,23.112519634180327,2.1435660873216626
132,25.48450238279122,23.112519634180327,1.1026276142174931
133,5.478080894560082,23.112519634180327,0.23701790117502952
134,15.309357925350593,23.112519634180327,0.6623837715516788
136,28.440235967128928,23.112519634180327,1.230512138757456
137,26.01378674399432,23.112519634180327,1.1255279457079792
138,17.200528304962596,23.112519634180327,0.7442082722787746
139,6.849938488025566,23.112519634180327,0.2963735064997164
140,25.110708326258816,23.112519634180327,1.0864548185877336
141,9.581651356595499,23.112519634180327,0.4145654177152333
142,83.59198832634553,23.112519634180327,3.616740608528209
143,2.127486027027281,23.112519634180327,0.09204907386562103
144,11.615192425107983,23.112519634180327,0.5025498132159796
145,23.69111271916642,23.112519634180327,1.0250337520159607
146,20.07628154512939,23.112519634180327,0.8686323197510346
147,31.989246884106187,23.112519634180327,1.384065752692682
148,14.502665933834784,23.112519634180327,0.6274809567879082
149,5.87581971464732,23.112519634180327,0.2542267051644931
150,17.893932893855254,23.112519634180327,0.7742095270042527
151,56.21578492502492,23.112519634180327,2.432265534645097
152,14.676245171281504,23.112519634180327,0.6349911391563428
153,10.941823693346818,23.112519634180327,0.47341544178356576
154,11.746519305794871,23.112519634180327,0.5082318800250294
156,21.706858701969807,23.112519634180327,0.9391818393468562
157,15.72822350547163,23.112519634180327,0.6805066584870172
158,22.77973877534157,23.112519634180327,0.9856017057375858
159,25.75037203757344,23.112519634180327,1.11413088858958
160,3.045508118479382,23.112519634180327,0.1317687628472788
161,11.787703376558985,23.112519634180327,0.5100137744881155
162,12.501543775356033,23.112519634180327,0.5408992171008444
163,8.374080208519478,23.112519634180327,0.36231792729925183
164,7.65966336096665,23.112519634180327,0.3314075437123277
165,6.18025587415149,23.112519634180327,0.2673986208328285
166,19.88171576688235,23.112519634180327,0.860214121245351
167,14.853848632485887,23.112519634180327,0.6426754359796857
168,15.99442410548899,23.112519634180327,0.6920242517321813
169,15.592501696234658,23.112519634180327,0.6746344380893649
170,10.551892479123525,23.112519634180327,0.45654444630600494
171,14.495458455026215,23.112519634180327,0.6271691137295723
172,9.03251417402009,23.112519634180327,0.3908061222655365
173,39.349746742570844,23.112519634180327,1.7025295106457294
174,15.028051104178816,23.112519634180327,0.6502125835711282
175,17.755527162977927,23.112519634180327,0.7682211824590459
176,10.90870096197361,23.112519634180327,0.4719823340178411
177,11.817272802502078,23.112519634180327,0.5112931428309492
178,20.64658369915126,23.112519634180327,0.8933073514242784
179,20.576231498953632,23.112519634180327,0.8902634513514545
181,17.4404367890045,23.112519634180327,0.7545882952204149
