IDs,Frame,Center_position_x_PIX,Ellipse_center_x_PIX,Center_position_y_PIX,Ellipse_center_y_PIX,Perimeter_PIX,Surface_area_PIX^2,Convex_hull_area_PIX^2,Solidity,Length_PIX,Ellipse_major_axis_PIX,Width_PIX,Ellipse_minor_axis_PIX,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
676,0,1976,1976.37,194,194.32,134.75,647,721.0,0.9,58.41,52.32,8.6,11.36,6.79,4.61,0.66,38.05,38.07,2862,5781,3798.49
677,0,551,551.72,191,191.15,74.63,333,349.0,0.95,30.15,25.68,12.17,11.14,2.48,2.3,1.67,95.71,93.37,2942,5643,3782.98
678,0,842,842.25,188,188.44,99.98,441,468.0,0.94,42.06,37.75,10.3,10.27,4.09,3.68,0.5,28.39,29.65,3055,5189,3713.22
679,0,1362,1362.72,191,191.63,98.95,436,469.0,0.93,41.77,37.79,8.49,10.52,4.92,3.59,2.31,132.09,135.54,3013,5630,3777.48
680,0,1863,1863.74,183,183.52,75.11,323,347.0,0.93,29.43,25.95,11.18,10.92,2.63,2.38,2.97,170.22,166.57,2788,4827,3477.99
681,0,1790,1790.48,183,183.42,94.87,427,467.0,0.91,39.46,35.43,11.18,10.71,3.53,3.31,0.15,8.75,2.95,2949,5778,3729.51
682,0,183,183.17,184,184.2,84.87,376,407.0,0.92,34.37,30.64,10.2,10.8,3.37,2.84,3.0,171.63,173.96,3063,5387,3757.99
683,0,878,878.79,197,197.94,103.5,476,509.0,0.94,43.08,38.15,10.77,10.89,4.0,3.5,1.19,68.2,67.15,2974,5714,3794.55
684,0,1734,1734.11,192,192.9,81.25,351,381.0,0.92,31.62,27.93,10.77,11.07,2.94,2.52,1.89,108.43,113.98,2934,5234,3661.31
685,0,616,616.12,188,188.6,121.6,597,647.0,0.92,51.66,46.76,11.4,11.35,4.53,4.12,0.25,14.57,11.42,2904,5106,3603.86
686,0,892,892.32,193,193.8,79.6,315,346.0,0.91,32.31,28.76,8.54,9.79,3.78,2.94,1.19,68.2,68.86,3017,5593,3849.3
687,0,1673,1673.27,195,195.96,83.6,386,411.0,0.94,33.24,28.98,11.4,11.56,2.92,2.51,1.3,74.29,70.69,2745,5508,3682.7
688,0,464,464.67,194,194.71,75.01,330,348.0,0.95,30.46,25.96,12.08,10.94,2.52,2.37,1.17,66.8,63.8,2874,5321,3648.74
689,0,563,563.03,200,200.34,90.63,401,430.0,0.93,38.21,33.93,10.2,10.43,3.75,3.25,1.47,83.99,86.78,3071,5546,3868.91
690,0,104,103.99,190,190.24,98.53,491,527.0,0.93,40.52,36.18,11.4,12.09,3.55,2.99,0.27,15.75,10.68,2779,5069,3632.29
691,0,1204,1204.2,195,195.47,86.81,381,402.0,0.95,36.77,32.3,9.9,10.4,3.71,3.1,0.79,45.0,42.92,2786,5155,3796.48
692,0,396,396.45,200,200.43,108.02,537,553.0,0.97,46.75,41.68,12.04,11.3,3.88,3.69,2.42,138.47,135.33,2804,5465,3741.22
693,0,781,782.04,200,200.63,138.51,657,769.0,0.85,59.64,53.33,8.6,12.01,6.93,4.44,0.61,34.76,33.32,2803,5590,3754.71
694,0,1721,1722.0,201,201.6,90.28,419,449.0,0.93,36.88,33.0,11.18,11.12,3.3,2.97,1.79,102.53,98.59,2881,5310,3713.98
696,0,294,294.35,196,196.11,96.33,448,481.0,0.93,39.81,34.98,10.77,11.2,3.7,3.12,0.44,25.28,26.54,2875,5395,3717.06
697,0,855,855.52,193,193.41,69.84,283,297.0,0.95,28.18,24.65,10.3,9.92,2.74,2.48,0.48,27.47,32.41,2981,5853,3808.27
698,0,908,908.73,194,194.93,78.67,352,373.0,0.94,32.02,27.21,11.4,11.12,2.81,2.45,0.67,38.66,37.16,2937,5431,3815.68
699,0,1045,1045.92,191,191.93,83.7,375,399.0,0.94,34.21,30.35,11.4,10.77,3.0,2.82,0.27,15.26,12.82,2879,5213,3723.85
700,0,1296,1296.72,204,204.96,97.7,459,490.0,0.94,41.19,36.05,11.05,11.15,3.73,3.23,1.67,95.57,97.69,2806,5488,3733.33
701,0,1439,1439.53,199,199.21,76.63,346,365.0,0.95,30.81,27.26,11.18,11.02,2.76,2.47,1.8,103.13,96.91,2922,5427,3734.62
703,0,251,251.03,191,191.31,89.21,408,433.0,0.94,37.22,33.12,12.17,10.71,3.06,3.09,0.11,6.17,1.17,2893,5329,3699.48
704,0,434,434.67,204,204.7,107.88,506,541.0,0.94,45.28,40.37,10.3,11.02,4.4,3.66,2.1,120.53,121.52,2773,5383,3614.01
705,0,1357,1357.52,201,202.03,103.54,483,513.0,0.94,44.05,39.62,10.0,10.7,4.4,3.7,2.26,129.47,134.78,3172,5679,3924.45
706,0,1529,1529.13,201,201.56,83.46,361,384.0,0.94,33.96,30.17,11.18,10.35,3.04,2.92,1.81,103.63,102.04,2938,5309,3663.13
707,0,1655,1655.56,200,200.64,81.6,360,386.0,0.93,32.57,28.78,10.77,10.98,3.02,2.62,1.88,107.88,109.73,3033,5514,3830.55
708,0,1009,1009.65,193,193.09,90.87,429,460.0,0.93,37.66,32.94,11.18,11.31,3.37,2.91,2.95,169.29,174.94,2832,5315,3751.17
709,0,1402,1402.5,197,197.48,79.5,334,351.0,0.95,33.42,28.9,10.0,9.98,3.34,2.9,0.68,38.93,39.15,3144,5734,3945.34
710,0,1421,1421.19,195,195.85,65.84,279,286.0,0.98,26.63,23.12,10.82,10.32,2.46,2.24,0.6,34.29,43.39,2998,5450,3802.22
711,0,1628,1628.0,200,200.21,70.63,288,307.0,0.94,27.86,24.94,9.85,10.22,2.83,2.44,1.2,68.96,77.68,3025,5257,3746.39
712,0,1886,1886.75,198,198.24,73.84,318,337.0,0.94,29.41,25.6,10.0,10.86,2.94,2.36,2.19,125.31,129.3,2893,5290,3653.86
713,0,148,148.39,207,207.28,117.68,587,624.0,0.94,50.0,44.56,10.0,11.62,5.0,3.83,0.93,53.13,50.34,2875,5294,3611.19
714,0,336,336.5,192,192.48,73.8,332,345.0,0.96,29.43,26.1,11.18,10.99,2.63,2.38,2.97,170.22,178.82,2885,5287,3644.42
715,0,365,365.9,193,193.66,73.46,338,357.0,0.95,28.44,25.05,12.17,11.72,2.34,2.14,2.96,169.88,176.85,2772,5342,3666.77
716,0,1150,1150.74,206,206.05,102.33,446,476.0,0.94,43.42,38.53,10.3,10.18,4.22,3.78,1.07,61.07,64.06,3020,5575,3794.12
717,0,1555,1555.26,213,213.48,130.08,588,657.0,0.89,55.36,50.05,8.25,10.65,6.71,4.7,1.86,106.8,105.7,2968,5464,3724.12
718,0,1917,1917.55,198,198.58,98.91,467,501.0,0.93,40.31,36.01,11.66,11.32,3.46,3.18,2.62,150.26,154.65,3014,5567,3772.31
719,0,657,657.86,205,205.56,108.61,528,557.0,0.95,46.69,41.86,9.9,11.26,4.72,3.72,0.82,46.74,45.93,2679,5217,3401.69
720,0,1211,1211.66,205,205.68,147.68,717,803.0,0.89,63.29,57.41,10.3,11.35,6.15,5.06,0.55,31.43,29.49,2850,5702,3720.3
721,0,1799,1799.42,194,194.39,107.21,534,553.0,0.97,46.27,42.14,11.18,11.27,4.14,3.74,0.11,6.2,1.41,2794,5034,3610.18
722,0,181,181.92,195,195.46,74.04,309,327.0,0.94,30.41,26.82,10.2,10.04,2.98,2.67,2.98,170.54,174.41,3061,5002,3673.18
723,0,513,513.79,204,204.92,127.78,599,641.0,0.93,55.23,49.93,10.3,10.64,5.36,4.69,2.59,148.32,148.64,3109,5508,3862.5
724,0,728,728.24,196,196.75,79.7,350,378.0,0.93,31.32,27.81,10.44,11.06,3.0,2.51,0.29,16.7,12.88,2738,5089,3499.75
725,0,808,808.32,201,201.58,84.57,397,416.0,0.95,34.41,30.66,11.4,11.29,3.02,2.72,0.62,35.54,38.54,2825,5518,3714.69
726,0,1473,1473.86,208,208.37,92.77,408,443.0,0.92,38.33,34.12,10.44,10.7,3.67,3.19,1.31,74.88,74.72,3130,5907,3878.12
727,0,1942,1942.72,198,198.12,67.94,304,318.0,0.96,26.42,22.64,11.66,11.56,2.27,1.96,2.63,150.52,151.53,2839,5232,3703.09
728,0,51,51.72,202,202.83,133.4,652,712.0,0.92,57.25,51.22,10.44,11.44,5.48,4.48,2.8,160.62,160.17,2701,4954,3491.36
729,0,1609,1609.41,209,209.39,96.18,439,467.0,0.94,40.8,35.76,10.77,10.62,3.79,3.37,1.87,107.1,105.51,2934,5657,3827.08
730,0,1984,1984.46,211,211.55,128.75,610,660.0,0.92,57.01,51.42,8.6,10.75,6.63,4.78,0.91,52.13,50.63,2888,5655,3761.21
731,0,2008,2008.57,201,201.31,74.91,319,338.0,0.94,29.83,26.26,10.0,10.49,2.98,2.5,0.88,50.44,43.46,2966,5344,3756.79
732,0,495,495.5,207,207.61,128.61,601,685.0,0.88,55.22,49.56,8.6,11.37,6.42,4.36,2.52,144.58,147.3,3033,5546,3918.26
733,0,1315,1315.79,208,208.75,98.47,454,487.0,0.93,41.34,37.33,10.0,10.83,4.13,3.45,2.13,122.15,125.5,3164,5566,3883.9
734,0,538,538.53,207,207.84,110.12,527,576.0,0.91,46.23,41.74,10.0,11.58,4.62,3.6,2.46,141.15,142.97,2938,5646,3777.5
735,0,1159,1159.85,213,213.36,117.88,551,604.0,0.91,50.25,45.14,10.3,11.02,4.88,4.1,1.03,58.84,59.29,2959,5538,3775.63
736,0,424,424.05,214,214.01,107.74,492,541.0,0.91,44.27,39.72,10.77,11.06,4.11,3.59,1.89,108.43,110.73,2807,5253,3656.37
737,0,574,574.28,208,208.49,74.38,322,333.0,0.97,30.41,27.13,10.2,10.28,2.98,2.64,1.74,99.46,91.69,2981,5340,3775.0
738,0,629,629.53,213,213.52,99.46,464,493.0,0.94,42.19,37.67,11.05,10.8,3.82,3.49,1.48,84.56,88.17,2814,5215,3684.64
739,0,1775,1775.12,208,208.06,87.74,413,436.0,0.95,35.61,31.52,10.0,11.42,3.56,2.76,2.24,128.16,123.2,2793,5166,3670.44
740,0,738,738.65,205,205.89,126.57,612,682.0,0.9,53.45,47.97,9.49,11.67,5.63,4.11,0.3,17.42,18.07,2815,5371,3634.51
741,0,1113,1113.84,206,206.98,69.94,297,313.0,0.95,27.2,23.83,10.44,10.77,2.61,2.21,1.27,72.9,67.96,2950,5295,3627.74
742,0,1135,1135.24,214,214.66,102.91,445,485.0,0.92,42.72,38.48,9.85,10.35,4.34,3.72,1.21,69.44,67.88,3117,5398,3832.34
743,0,1707,1707.1,212,212.86,97.01,448,474.0,0.95,39.56,35.23,11.7,11.11,3.38,3.17,1.93,110.73,108.37,2816,5396,3717.52
744,0,1005,1005.44,214,214.5,122.51,594,638.0,0.93,53.15,47.93,9.22,11.1,5.77,4.32,2.42,138.81,136.75,2921,5411,3656.16
745,0,1591,1591.33,212,212.05,98.95,477,504.0,0.95,41.11,37.22,10.0,11.4,4.11,3.26,2.29,131.05,133.36,2802,5424,3642.63
746,0,246,246.44,202,202.26,123.11,555,621.0,0.89,52.47,48.66,9.22,10.67,5.69,4.56,0.13,7.67,2.01,3057,5494,3795.42
747,0,854,854.1,207,207.33,82.91,367,394.0,0.93,33.62,29.88,10.3,10.79,3.27,2.77,0.53,30.38,32.04,2946,5735,3825.25
748,0,1834,1834.13,206,206.27,118.67,570,621.0,0.92,50.22,44.98,9.22,11.3,5.45,3.98,0.22,12.65,14.01,2789,5145,3571.85
750,0,335,335.51,210,209.98,118.33,560,629.0,0.89,49.04,44.11,9.22,11.62,5.32,3.79,0.29,16.59,17.58,2844,5239,3650.71
751,0,948,948.89,204,204.26,87.8,423,449.0,0.94,35.51,31.99,12.17,11.55,2.92,2.77,0.17,9.73,1.66,2668,5506,3658.01
752,0,1041,1041.03,205,205.4,93.7,456,489.0,0.93,38.47,34.33,11.18,11.8,3.44,2.91,0.16,8.97,7.37,2753,5290,3600.55
753,0,1522,1522.63,219,219.39,107.5,503,547.0,0.92,44.01,39.69,10.77,11.3,4.09,3.51,1.94,111.32,110.37,2839,5387,3666.02
754,0,597,597.56,215,215.94,85.11,366,389.0,0.94,35.17,31.12,10.2,10.2,3.45,3.05,1.83,104.83,104.38,2982,5295,3692.06
755,0,1122,1122.68,215,215.49,84.67,363,393.0,0.92,34.18,30.16,10.77,10.57,3.17,2.85,1.21,69.44,65.77,2926,5514,3745.67
756,0,92,93.02,212,212.14,81.74,368,391.0,0.94,32.2,28.72,11.4,11.26,2.82,2.55,0.63,36.16,39.31,2678,4721,3498.02
757,0,705,705.94,216,216.37,84.28,378,409.0,0.92,33.73,29.67,10.2,11.06,3.31,2.68,1.36,78.02,78.94,2726,5247,3518.88
758,0,810,810.91,214,214.26,97.05,436,478.0,0.91,40.0,36.04,10.0,10.82,4.0,3.33,0.64,36.87,36.53,3025,5619,3809.29
759,0,831,831.88,226,226.0,122.53,585,628.0,0.93,53.6,48.01,10.2,10.74,5.26,4.47,1.42,81.42,83.32,3044,5813,3855.79
760,0,1098,1098.35,218,218.33,92.28,420,453.0,0.93,38.33,34.35,11.18,10.76,3.43,3.19,1.7,97.5,94.03,2765,4993,3508.25
761,0,1245,1245.36,216,216.15,92.33,430,455.0,0.95,37.74,33.54,11.66,11.29,3.24,2.97,2.13,122.01,119.94,2960,5668,3785.89
762,0,180,180.71,207,207.26,90.04,415,438.0,0.95,36.35,32.66,10.2,11.26,3.56,2.9,3.0,172.09,178.15,2846,5339,3732.85
763,0,1684,1684.92,214,214.09,72.18,308,329.0,0.94,28.23,24.46,10.77,10.87,2.62,2.25,1.97,112.93,115.03,2971,5385,3746.62
764,0,38,38.53,212,212.49,77.84,351,370.0,0.95,31.06,27.16,11.66,11.18,2.66,2.43,2.56,146.82,147.09,2796,4928,3565.34
765,0,474,474.33,223,223.58,101.46,485,515.0,0.94,43.1,38.18,11.0,11.12,3.92,3.43,1.64,93.99,94.96,2924,5638,3745.42
766,0,1854,1854.5,214,214.02,83.74,386,405.0,0.95,34.41,30.37,11.4,11.05,3.02,2.75,0.62,35.54,36.85,2863,5393,3575.62
767,0,1871,1871.05,215,215.53,85.4,399,417.0,0.96,35.38,31.25,9.9,11.18,3.57,2.8,0.75,42.71,43.79,2926,5314,3652.81
768,0,996,995.94,222,222.2,124.17,638,673.0,0.95,53.41,48.81,11.4,11.67,4.68,4.18,2.48,141.84,138.95,2753,5306,3637.26
769,0,1580,1580.6,218,218.39,87.98,395,420.0,0.94,36.36,32.31,10.3,10.85,3.53,2.98,2.12,121.5,125.58,3091,5271,3801.78
770,0,1400,1400.31,213,214.02,71.84,308,326.0,0.94,28.6,24.47,11.4,10.9,2.51,2.25,0.64,36.47,39.19,2948,5666,3831.3
771,0,376,376.34,212,212.8,95.7,461,492.0,0.94,39.62,34.97,12.17,11.57,3.26,3.02,2.96,169.82,172.24,2861,5428,3759.75
772,0,1492,1492.42,229,229.25,120.43,553,616.0,0.9,50.45,46.25,9.22,10.98,5.47,4.21,1.33,76.24,76.21,2908,5718,3710.49
773,0,279,279.08,213,213.12,119.94,584,639.0,0.91,50.64,45.9,10.2,11.51,4.97,3.99,0.16,9.09,5.55,2921,5195,3680.37
774,0,617,617.29,224,224.51,91.7,438,466.0,0.94,37.85,33.41,12.17,11.39,3.11,2.93,1.78,102.2,99.35,2852,5373,3721.38
775,0,1749,1749.22,220,220.28,81.01,369,391.0,0.94,31.91,28.29,11.66,11.36,2.74,2.49,2.13,122.2,117.63,2680,5045,3539.56
776,0,489,489.34,224,224.69,90.43,410,437.0,0.94,38.08,32.79,10.77,10.73,3.54,3.06,1.98,113.2,111.88,3017,5639,3878.49
777,0,588,588.67,228,228.57,101.36,470,505.0,0.93,42.58,37.91,11.18,10.94,3.81,3.46,1.74,99.46,100.87,3021,5627,3798.38
778,0,889,889.62,227,227.74,111.64,505,555.0,0.91,47.51,42.56,9.43,10.69,5.04,3.98,1.04,59.66,61.68,3061,5628,3846.98
779,0,1235,1235.09,226,226.87,116.27,590,636.0,0.93,49.58,44.64,10.63,11.96,4.66,3.73,2.3,131.73,132.23,2881,5863,3828.79
780,0,1386,1386.34,235,234.92,138.57,648,731.0,0.89,59.2,53.72,9.22,11.08,6.42,4.85,1.84,105.68,104.62,3038,5733,3881.32
781,0,222,222.76,216,215.99,94.77,431,463.0,0.93,38.64,34.6,11.18,10.98,3.46,3.15,0.18,10.44,12.25,2932,5282,3650.72
782,0,454,454.78,226,226.74,99.4,465,497.0,0.94,41.4,36.04,11.4,11.33,3.63,3.18,0.92,52.85,56.79,2831,5366,3656.78
783,0,1481,1481.4,226,226.25,93.36,419,451.0,0.93,38.33,33.7,11.4,10.82,3.36,3.11,1.31,74.88,75.47,2985,5562,3688.16
784,0,2001,2001.58,227,227.86,113.2,532,569.0,0.93,48.6,43.59,10.0,10.78,4.86,4.04,0.93,53.37,53.36,2932,5609,3834.39
785,0,118,118.98,226,226.1,96.47,463,486.0,0.95,40.61,35.88,11.4,11.16,3.56,3.21,0.91,52.0,52.47,2712,5166,3510.42
786,0,680,680.87,221,221.01,102.33,502,535.0,0.94,41.63,36.75,12.08,12.02,3.45,3.06,0.42,24.1,25.15,2740,5281,3469.5
787,0,879,879.65,223,223.4,77.84,319,345.0,0.92,31.02,26.84,10.77,10.21,2.88,2.63,1.21,69.23,63.84,3048,5315,3804.84
788,0,919,919.9,216,216.22,89.46,411,442.0,0.93,36.22,32.44,10.2,11.17,3.55,2.9,0.11,6.34,7.11,2981,5718,3938.65
789,0,1269,1269.54,227,227.57,113.44,548,585.0,0.94,48.92,43.48,10.0,11.08,4.89,3.92,2.28,130.86,132.97,2904,5276,3717.37
790,0,1641,1641.92,221,221.13,75.74,329,341.0,0.96,30.61,26.92,10.0,10.52,3.06,2.56,0.9,51.63,46.78,3073,5726,3859.16
791,0,2025,2026.04,223,223.17,106.47,495,530.0,0.93,44.65,39.95,10.82,10.91,4.13,3.66,0.59,34.05,32.59,2891,5574,3757.69
792,0,1040,1040.77,217,217.41,97.7,437,475.0,0.92,40.45,36.69,11.18,10.6,3.62,3.46,0.15,8.53,7.68,2972,5421,3630.73
793,0,1930,1930.76,217,217.55,72.87,342,368.0,0.93,27.29,23.68,13.15,12.79,2.08,1.85,0.15,8.43,0.83,2646,5204,3454.74
794,0,1573,1573.54,233,233.5,111.98,519,571.0,0.91,46.24,41.82,10.77,11.38,4.29,3.68,1.95,111.57,113.06,2798,5250,3615.08
795,0,1902,1902.23,216,216.75,75.21,351,360.0,0.98,30.27,26.53,12.17,11.41,2.49,2.32,0.13,7.59,0.02,2836,5476,3574.18
796,0,1958,1958.12,222,222.29,80.33,352,376.0,0.94,32.2,28.08,10.0,10.84,3.22,2.59,0.63,36.16,33.9,2839,5265,3649.57
797,0,848,848.6,233,233.3,116.71,547,598.0,0.91,49.4,44.07,10.3,11.22,4.8,3.93,1.02,58.24,58.04,3010,5803,3849.36
798,0,1985,1985.71,227,227.61,90.81,404,430.0,0.94,38.42,34.09,10.0,10.45,3.84,3.26,0.9,51.34,49.48,3005,5248,3771.84
800,0,1425,1425.87,241,241.66,135.5,662,737.0,0.9,57.87,52.38,11.18,11.48,5.18,4.56,1.74,99.95,102.65,2890,5555,3683.56
801,0,1623,1623.95,228,228.0,77.21,334,352.0,0.95,30.27,27.15,11.18,10.63,2.71,2.55,1.44,82.41,83.65,2999,5574,3738.01
802,0,331,331.13,224,224.44,108.67,520,558.0,0.93,45.35,40.07,11.18,11.44,4.06,3.5,0.24,14.04,17.46,2812,5287,3598.58
803,0,653,653.96,228,228.21,77.5,322,341.0,0.94,31.91,27.58,10.82,10.05,2.95,2.74,1.01,57.8,57.3,2950,5308,3696.15
804,0,954,954.19,223,223.47,86.43,397,418.0,0.95,34.54,30.73,11.7,11.34,2.95,2.71,2.76,157.89,159.47,2827,5725,3766.88
805,0,1675,1675.07,225,225.24,80.33,349,371.0,0.94,32.76,29.17,10.3,10.53,3.18,2.77,2.6,148.74,143.14,2959,5593,3741.69
806,0,1765,1765.51,232,232.12,94.77,435,469.0,0.93,38.6,34.24,11.4,11.18,3.39,3.06,1.28,73.44,74.74,2672,5293,3582.43
807,0,1816,1816.95,226,226.74,101.98,469,504.0,0.93,42.54,37.71,10.3,10.93,4.13,3.45,0.52,29.58,28.26,2777,5318,3688.65
808,0,1446,1446.45,231,231.82,90.08,404,437.0,0.92,36.25,32.01,10.77,11.07,3.37,2.89,2.0,114.44,113.82,2891,5427,3751.04
809,0,716,716.15,232,232.7,107.2,551,579.0,0.95,46.01,40.86,11.31,11.85,4.07,3.45,0.74,42.36,43.4,2776,5377,3650.68
810,0,1195,1195.0,227,227.35,98.08,427,475.0,0.9,39.92,36.12,9.85,10.66,4.05,3.39,0.39,22.07,24.27,3150,5730,3881.35
811,0,1334,1334.83,227,227.55,70.43,312,328.0,0.95,28.02,23.96,12.21,11.27,2.3,2.13,0.96,55.18,52.4,2927,5520,3750.29
812,0,1353,1353.25,236,236.03,97.7,468,495.0,0.95,41.59,36.7,11.18,11.1,3.72,3.31,1.74,99.69,97.79,3023,5699,3817.91
813,0,1410,1410.8,231,231.78,79.46,348,372.0,0.94,32.39,28.64,11.18,10.6,2.9,2.7,1.73,98.88,95.9,3059,5397,3872.97
814,0,1461,1461.09,232,232.02,86.57,397,420.0,0.95,34.67,30.86,11.66,11.2,2.97,2.75,2.15,123.23,122.79,2957,5878,3859.8
815,0,185,185.67,228,228.76,98.33,475,511.0,0.93,39.45,35.3,11.66,11.86,3.38,2.98,0.53,30.47,26.67,2837,5399,3664.44
816,0,398,398.8,237,237.06,103.98,489,523.0,0.93,42.95,38.54,11.18,11.21,3.84,3.44,1.14,65.22,65.26,2931,5229,3691.47
817,0,981,981.32,231,231.39,82.67,379,402.0,0.94,32.76,29.01,11.66,11.45,2.81,2.53,2.12,121.26,120.28,2837,5421,3730.45
818,0,1064,1064.76,225,225.4,135.36,669,733.0,0.91,57.87,52.87,10.2,11.42,5.67,4.63,0.17,9.95,7.72,2762,5043,3509.64
819,0,1369,1369.7,230,230.67,80.33,364,386.0,0.94,32.45,28.35,11.66,11.06,2.78,2.56,2.16,123.69,128.32,3016,5853,3929.71
821,0,366,366.54,244,244.05,127.6,595,659.0,0.9,54.74,48.78,9.22,11.06,5.94,4.41,1.74,99.46,97.38,2876,5306,3703.73
822,0,510,510.46,235,235.26,98.47,449,483.0,0.93,42.01,36.92,11.4,10.69,3.68,3.45,2.24,128.23,127.34,3085,5501,3860.16
823,0,748,748.49,231,231.31,131.15,639,721.0,0.89,55.71,49.46,9.49,12.04,5.87,4.11,0.37,21.04,19.16,2850,5360,3667.91
824,0,1791,1791.22,236,236.43,94.87,441,473.0,0.93,38.83,34.71,11.18,11.15,3.47,3.11,1.36,78.11,83.85,2722,5150,3643.89
825,0,153,153.16,228,228.43,107.25,518,552.0,0.94,45.22,39.72,11.7,11.35,3.86,3.5,0.31,18.03,17.23,2942,5352,3736.39
826,0,217,217.58,229,229.71,134.33,599,705.0,0.85,57.28,51.28,7.28,11.25,7.87,4.56,0.28,16.22,14.81,2948,5020,3674.47
827,0,274,274.29,229,229.13,95.84,456,485.0,0.94,38.33,34.53,11.4,11.63,3.36,2.97,0.26,15.12,19.19,2756,5316,3609.58
828,0,421,421.18,238,238.49,98.67,450,485.0,0.93,40.85,36.1,10.77,10.95,3.79,3.3,1.95,111.54,110.1,2914,5149,3627.27
829,0,541,541.53,243,243.76,116.04,555,602.0,0.92,50.25,46.19,10.05,11.06,5.0,4.18,1.67,95.71,89.93,2914,5515,3735.73
830,0,558,558.7,236,236.97,92.08,422,452.0,0.93,37.7,33.04,11.7,11.11,3.22,2.97,1.19,68.2,64.8,2948,5541,3846.84
831,0,778,778.79,249,249.06,148.37,730,829.0,0.88,64.08,57.08,9.85,11.9,6.51,4.8,1.17,67.04,66.29,2805,5516,3671.65
832,0,860,860.62,237,237.38,89.5,396,419.0,0.95,37.16,32.76,9.85,10.55,3.77,3.11,1.16,66.19,63.67,3076,5668,3815.35
833,0,1720,1720.06,237,237.05,91.6,423,451.0,0.94,37.58,33.14,12.08,11.21,3.11,2.96,1.13,64.8,68.8,2776,5437,3575.23
834,0,386,386.0,234,234.78,76.53,338,358.0,0.94,30.36,26.51,11.7,11.05,2.59,2.4,1.27,72.76,72.27,2982,5252,3675.06
835,0,72,72.36,236,236.29,79.84,352,371.0,0.95,32.25,28.36,11.66,10.81,2.77,2.62,1.05,60.26,60.41,2863,5267,3625.87
836,0,348,348.18,242,242.13,99.25,461,490.0,0.94,41.11,36.46,10.77,11.12,3.82,3.28,1.25,71.57,70.72,2807,5175,3627.03
837,0,634,634.68,243,243.09,104.67,486,520.0,0.93,43.66,38.79,10.44,10.94,4.18,3.55,1.22,69.9,68.97,2881,5580,3689.72
838,0,1639,1639.1,242,242.14,115.68,565,600.0,0.94,50.61,45.39,10.0,10.99,5.06,4.13,0.91,52.22,48.86,2915,5473,3662.38
839,0,1886,1886.05,228,228.05,79.21,368,380.0,0.97,32.39,28.88,11.18,11.06,2.9,2.61,2.99,171.12,176.73,3011,5330,3730.43
840,0,56,55.99,247,247.83,116.87,577,630.0,0.92,49.65,45.46,11.18,11.3,4.44,4.02,1.73,99.27,92.77,2818,5421,3638.29
841,0,818,818.91,240,240.32,82.63,375,394.0,0.95,34.13,30.05,11.05,10.84,3.09,2.77,1.48,84.96,86.65,3025,5704,3716.25
842,0,939,939.24,233,233.12,134.08,641,706.0,0.91,57.49,51.01,10.2,11.31,5.64,4.51,2.91,166.93,166.83,2919,5714,3785.37
843,0,1551,1551.17,243,243.82,102.53,474,512.0,0.93,42.2,38.36,10.2,11.04,4.14,3.48,1.81,103.71,101.98,2945,5458,3707.3
844,0,573,573.43,239,239.86,78.63,350,365.0,0.96,32.25,28.42,11.18,10.73,2.88,2.65,1.45,82.87,84.82,2945,5728,3782.79
845,0,801,801.51,236,236.67,78.33,342,367.0,0.93,31.4,27.42,11.4,10.73,2.75,2.56,0.92,52.77,45.36,2952,5485,3764.87
846,0,1229,1228.87,247,247.49,118.33,547,608.0,0.9,50.7,45.1,9.85,11.03,5.15,4.09,1.95,112.01,110.0,3120,5938,3903.94
847,0,1294,1294.63,239,239.66,87.15,395,417.0,0.95,35.51,31.38,11.66,10.92,3.05,2.87,2.14,122.35,123.12,2929,5561,3747.52
848,0,1311,1311.22,245,245.28,113.64,495,547.0,0.9,48.37,44.09,8.94,10.23,5.41,4.31,2.09,119.74,118.09,3017,5583,3848.54
849,0,1400,1400.76,243,243.62,91.94,404,431.0,0.94,38.64,33.91,11.18,10.36,3.46,3.27,1.75,100.44,100.16,3037,5354,3935.56
850,0,1671,1671.81,237,237.19,87.4,398,431.0,0.92,34.67,30.9,11.66,11.55,2.97,2.67,2.56,146.77,144.33,2928,5053,3617.6
851,0,1819,1819.52,238,238.24,119.88,538,605.0,0.89,51.48,46.53,10.3,10.51,5.0,4.43,0.51,29.05,27.93,3025,5513,3810.71
852,0,2030,2030.79,240,240.46,85.5,374,398.0,0.94,35.34,30.66,11.18,10.53,3.16,2.91,1.13,64.89,62.15,3102,5679,3835.66
853,0,914,914.95,238,237.99,105.5,491,543.0,0.9,43.08,38.49,10.77,11.57,4.0,3.33,2.76,158.2,157.5,2961,5455,3747.18
854,0,86,86.72,242,242.94,81.46,361,393.0,0.92,32.56,28.89,10.2,10.97,3.19,2.63,1.39,79.38,85.36,2912,5350,3653.84
855,0,98,98.56,241,241.42,70.63,287,308.0,0.93,27.66,24.79,10.2,10.15,2.71,2.44,1.35,77.47,84.59,2943,5013,3676.99
856,0,529,529.72,261,261.21,155.11,762,830.0,0.92,69.07,63.45,10.0,11.15,6.91,5.69,1.53,87.51,88.54,2845,5621,3738.63
